object_id,entity_type,parent_id,name,category_code,status,start_dates,end_dates,time_elapsed_months,country_code,state_code,city,region,investment_rounds,invested_companies,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
c:1,Company,,Wetpaint,web,operating,2005-10-01,2008-05-19,32.0,USA,WA,Seattle,Seattle,0,0,3,39750000.0,2010-09-05,2013-09-18,5,17
c:1001,Company,,FriendFeed,web,acquired,2007-10-01,2008-02-26,5.0,USA,CA,Mountain View,SF Bay,0,0,1,5000000.0,2008-05-01,2012-09-13,3,14
c:10014,Company,,Mobclix,mobile,acquired,2008-03-01,2008-09-01,6.0,USA,CA,Palo Alto,SF Bay,0,0,1,0.0,1995-03-01,2012-09-18,4,9
c:10015,Company,,Fitbit,health,operating,2007-10-01,2013-08-13,70.0,USA,CA,San Francisco,SF Bay,0,0,5,68069200.0,,,0,14
c:100155,Company,,MTPV,cleantech,operating,2003-01-01,2012-01-26,109.0,USA,TX,Austin,Austin,0,0,3,10125293.0,2010-01-01,2010-01-01,1,6
c:10018,Company,,Demandbase,analytics,operating,2006-01-01,2013-03-28,87.0,USA,CA,San Francisco,SF Bay,0,0,3,33000000.0,2010-05-18,2013-03-01,3,19
c:100189,Company,,Locatrix Communications,mobile,operating,2003-11-01,2003-11-01,0.0,AUS,,Brisbane,SF Bay,0,0,1,250000.0,2007-11-01,2007-11-01,1,2
c:100228,Company,,iHireHelp,education,operating,2010-10-01,2011-04-16,6.0,USA,NJ,,New Jersey - Other,0,0,1,100000.0,2010-10-01,2010-10-01,1,0
c:100238,Company,,Cardiosolutions,medical,operating,2006-01-01,2012-07-10,78.0,USA,MA,West Bridgewater,West Bridgewater,0,0,2,11300000.0,,,0,2
c:100243,Company,,DeepFlex,manufacturing,operating,2004-01-01,2013-04-08,111.0,USA,TX,Houston,Houston,0,0,2,0.0,,,0,4
c:10026,Company,,Wevod,games_video,operating,2006-05-04,2007-10-01,17.0,FRA,,Paris,Paris,0,0,2,414840.0,,,0,2
c:100271,Company,,Balance Financial,enterprise,operating,2004-01-01,2011-09-06,92.0,USA,WA,Bellevue,Seattle,0,0,1,1500000.0,2010-01-01,2010-01-01,1,8
c:1003,Company,,Wikinvest,web,operating,2006-01-01,2007-10-01,21.0,USA,CA,San Francisco,SF Bay,0,0,1,2500000.0,2010-07-01,2012-05-01,2,7
c:100379,Company,,G2 Web Services,ecommerce,operating,2004-01-01,2011-09-06,92.0,USA,WA,Bellevue,Seattle,0,0,1,0.0,2012-01-01,2012-01-01,1,9
c:10054,Company,,Jumptap,mobile,acquired,2005-01-01,2012-07-02,90.0,USA,MA,Boston,Boston,0,0,7,121500000.0,2012-01-19,2013-08-13,3,45
c:1006,Company,,Youlicit,web,closed,2006-09-01,2008-01-01,16.0,USA,NY,,New York - Other,0,0,1,0.0,,,0,5
c:100607,Company,,Jogabo,games_video,operating,2011-01-01,2011-11-04,10.0,USA,CA,San Francisco,SF Bay,0,0,1,40000.0,2012-12-01,2012-12-01,1,5
c:10065,Company,,Courion Corporation,software,operating,1996-01-01,2012-04-10,195.0,USA,MA,Westborough,Boston,0,0,2,840000.0,,,0,19
c:10069,Company,,PlayPhone,games_video,operating,2003-04-01,2012-01-01,105.0,USA,CA,San Francisco,SF Bay,0,0,3,95097200.0,2009-11-12,2013-01-01,3,28
c:10075,Company,,Birdpost,web,operating,2007-11-01,2007-11-01,0.0,USA,CA,Menlo Park,SF Bay,0,0,1,350000.0,2008-09-10,2008-09-10,1,2
c:100756,Company,,Ambitious Minds,education,operating,2009-01-01,2011-09-07,32.0,GBR,,Liverpool,Liverpool,0,0,1,559522.0,,,0,0
c:10076,Company,,Popego,advertising,operating,2007-09-01,2009-05-01,20.0,USA,CA,San Francisco,SF Bay,0,0,1,0.0,2007-03-01,2008-09-09,2,5
c:10082,Company,,iCharts,analytics,operating,2008-01-01,2012-02-29,50.0,USA,CA,Sunnyvale,SF Bay,0,0,1,3100000.0,2009-08-10,2012-02-28,3,5
c:10092,Company,,FairSoftware,web,closed,2007-01-01,2007-01-01,0.0,USA,CA,Mountain View,SF Bay,0,0,1,100000.0,2009-01-16,2009-01-16,1,1
c:10093,Company,,AMAX Global Services,software,operating,2000-01-01,2012-11-13,154.0,USA,CA,Fremont,SF Bay,0,0,1,45000.0,,,0,0
c:100938,Company,,The Local,news,operating,2004-04-01,2011-04-01,84.0,SWE,,Stockholm,Stockholm,0,0,3,3933515.0,2004-06-01,2004-06-01,1,2
c:10098,Company,,Tingz,software,operating,2007-04-27,2008-06-26,14.0,USA,TN,Knoxville,Knoxville,0,0,1,280000.0,2008-09-09,2009-01-06,2,2
c:101,Company,,SellABand,games_video,closed,2006-08-01,2008-04-08,20.0,DEU,,46395 Bocholt,Bocholt,0,0,1,5000000.0,2008-03-10,2012-05-10,5,3
c:1010,Company,,Gazelle,ecommerce,operating,2006-01-01,2011-07-21,67.0,USA,MA,Boston,Boston,0,0,5,46400000.0,2011-08-01,2012-08-31,2,20
c:101052,Company,,Icount.com,government,operating,2010-05-01,2011-01-01,8.0,USA,UT,Orem,Salt Lake City,0,0,2,182500.0,,,0,3
c:101094,Company,,Rev Worldwide,ecommerce,operating,2008-01-01,2013-12-08,71.0,USA,TX,Austin,Austin,0,0,2,4815940.0,,,0,4
c:101102,Company,,StockLayouts,ecommerce,operating,2001-07-01,2001-08-01,1.0,USA,OR,Beaverton,Portland,0,0,1,0.0,2001-07-01,2001-07-01,1,1
c:10111,Company,,Tonchidot,mobile,operating,2008-08-01,2010-09-30,26.0,JPN,,Tokyo,Tokyo,0,0,2,16000000.0,2009-08-28,2012-01-31,3,8
c:10116,Company,,HammerKit,web,closed,2006-11-30,2012-01-19,62.0,FIN,,Helsinki,Helsinki,0,0,1,1613875.0,,,0,3
c:10120,Company,,MetaPack,software,operating,1999-01-01,2013-11-27,179.0,GBR,,London,London,0,0,2,30772029.0,2012-03-01,2013-11-27,2,15
c:10125,Company,,IdenIve,web,operating,2008-04-01,2008-08-01,4.0,USA,IL,St Charles,Chicago,0,0,1,0.0,,,0,6
c:101271,Company,,Eqvilibria,other,operating,2009-03-01,2011-06-01,27.0,RUS,,Moscow,Moscow,0,0,1,720000.0,2010-01-01,2010-01-01,1,3
c:10129,Company,,Sportsvite,web,operating,2007-01-01,2013-03-01,74.0,USA,NY,New York,New York,0,0,2,4350000.0,,,0,2
c:101312,Company,,SideTour,web,acquired,2011-06-01,2013-03-25,22.0,USA,NY,New York,New York,0,0,3,4000000.0,2012-07-01,2013-09-18,2,7
c:101317,Company,,ChatID,mobile,operating,2011-04-01,2013-05-31,26.0,USA,NY,New York,New York,0,0,3,3268000.0,2013-01-01,2013-01-01,1,9
c:10132,Company,,PGP TrustCenter,security,operating,1997-01-01,2007-05-29,125.0,USA,MA,Newton,Boston,0,0,1,8500000.0,2009-09-14,2009-09-14,1,2
c:101340,Company,,ChoicePass,enterprise,acquired,2011-07-01,2011-07-01,0.0,USA,CA,San Francisco,SF Bay,0,0,1,250000.0,2011-07-01,2011-07-01,1,2
c:10137,Company,,Producteev,software,acquired,2008-07-08,2010-02-01,19.0,USA,NY,New York,New York,0,0,3,1310000.0,2011-01-01,2013-05-21,2,12
c:10139,Company,,TradeCard,enterprise,acquired,1999-01-01,2013-03-15,170.0,USA,NY,New York,New York,0,0,2,44925050.0,1999-03-01,1999-03-01,1,5
c:10146,Company,,Twonq,web,operating,2008-01-01,2008-01-01,0.0,USA,CA,San Francisco,SF Bay,0,0,1,800000.0,,,0,5
c:101511,Company,,Vestaron Corporation,biotech,operating,2001-01-01,2012-05-08,136.0,USA,MI,Kalamazoo,Kalamazoo,0,0,1,10200000.0,,,0,2
c:10153,Company,,"ITOG, Inc.",network_hosting,closed,2006-09-19,2008-02-11,17.0,USA,MO,Saint Louis,Saint Louis,0,0,1,205000.0,,,0,1
c:101535,Company,,Finestrella,finance,operating,2008-01-01,2011-09-07,44.0,MEX,,"Mexico City, DF",Mexico City,0,0,1,13800000.0,,,0,0
c:10155,Company,,AdRocket,advertising,operating,2008-02-01,2009-05-15,15.0,USA,CA,San Francisco,SF Bay,0,0,1,1000000.0,2008-09-08,2009-09-01,2,3
c:10158,Company,,StudioNow,photo_video,acquired,2007-01-01,2013-01-29,73.0,USA,TN,Nashville,Nashville,0,0,3,15286415.0,2010-09-28,2010-09-28,1,2
c:10159,Company,,Brand.net,advertising,operating,2007-01-01,2010-06-22,42.0,USA,CA,San Mateo,SF Bay,0,0,3,27000000.0,2012-01-01,2012-01-01,1,13
c:10161,Company,,Cartera Commerce,advertising,operating,2005-01-01,2012-06-05,89.0,USA,MA,Lexington,Boston,0,0,5,37570663.0,2005-09-01,2011-08-03,2,4
c:10164,Company,,Burt,advertising,operating,2009-03-01,2011-06-30,28.0,SWE,,Gothenburg,Gothenburg,0,0,2,3500000.0,2008-09-08,2011-06-01,3,9
c:1017,Company,,earthmine,enterprise,acquired,2006-07-01,2007-01-01,6.0,USA,CA,Berkeley,SF Bay,0,0,1,0.0,,,0,3
c:10174,Company,,Tesaris,software,operating,2006-11-01,2007-01-01,2.0,USA,UT,Herriman,Herriman,0,0,1,230000.0,,,0,3
c:10175,Company,,My Best Interest,software,closed,2006-11-05,2008-05-10,18.0,USA,CA,Goleta,Santa Barbara,0,0,1,375000.0,,,0,3
c:101759,Company,,Transmit,software,operating,2009-06-01,2010-11-29,18.0,ISL,,Reykjavik,Reykjavik,0,0,1,450000.0,2009-06-01,2009-06-01,1,2
c:10176,Company,,Yammer,enterprise,acquired,2008-09-10,2012-02-29,42.0,USA,CA,San Francisco,SF Bay,0,0,5,142000000.0,2012-01-12,2013-11-18,3,38
c:10179,Company,,GoodGuide,web,acquired,2007-12-01,2011-08-26,45.0,USA,CA,San Francisco,SF Bay,0,0,3,14229998.0,2010-05-18,2011-02-17,3,14
c:10180,Company,,GoPlanit,web,operating,2007-08-01,2008-01-01,5.0,USA,CA,san francisco,SF Bay,0,0,1,500000.0,2007-01-01,2011-05-03,2,6
c:101837,Company,,Conjecta,finance,operating,2011-03-01,2011-03-01,0.0,USA,NC,Charlotte,Charlotte,0,0,1,100000.0,2011-03-01,2011-08-05,2,1
c:101859,Company,,FaceTags,photo_video,closed,2011-05-15,2011-05-17,0.0,,,,unknown,0,0,1,15000.0,,,0,1
c:101893,Company,,C2FO,software,operating,2008-02-01,2013-07-23,66.0,USA,KS,Fairway,Kansas City,0,0,2,27100000.0,2012-09-05,2012-09-05,1,1
c:1019,Company,,Fon,mobile,operating,2006-02-06,2011-02-16,60.0,ESP,,Madrid,Madrid,0,0,4,57735800.0,2012-02-22,2013-03-15,4,50
c:10197,Company,,PostPath,web,acquired,2003-01-01,2007-01-16,48.0,USA,CA,Mountain View,SF Bay,0,0,2,24300000.0,2005-01-01,2013-03-08,3,2
c:10199,Company,,Where I've Been,travel,acquired,2007-06-08,2010-04-15,34.0,USA,IL,Chicago,Chicago,0,0,2,1750000.0,2007-01-01,2010-04-14,2,3
c:1020,Company,,JibJab,web,operating,1999-01-01,2009-01-07,120.0,USA,CA,Venice,Venice,0,0,3,17900000.0,2010-06-01,2012-11-27,4,6
c:10200,Company,,Swype,software,acquired,2002-01-01,2011-07-12,114.0,USA,WA,Seattle,Seattle,0,0,5,13900000.0,2009-07-16,2013-04-23,3,5
c:1021,Company,,Mixaloo,games_video,closed,2007-02-01,2007-03-01,1.0,USA,NY,Poughkeepsie,New York,0,0,1,0.0,2007-10-09,2013-11-04,2,2
c:1022,Company,,Zipidee,ecommerce,closed,2007-02-01,2007-10-14,8.0,USA,,,TBD,0,0,1,0.0,2005-11-16,2012-05-05,3,1
c:10226,Company,,Quant the News,web,operating,2007-01-01,2007-01-01,0.0,USA,CA,Los Angeles,Los Angeles,0,0,1,150000.0,2008-09-08,2008-09-08,1,2
c:102396,Company,,IntroFly,web,operating,2011-06-01,2011-06-01,0.0,USA,IL,Chicago,Chicago,0,0,1,75000.0,,,0,2
c:10241,Company,,Global Crossing,public_relations,acquired,1997-01-01,1997-03-01,2.0,USA,NJ,Florham Park,Florham Park,0,0,1,41000000.0,2009-01-01,2011-04-11,2,16
c:102413,Company,,gopogo,social,closed,2009-11-17,2012-04-26,29.0,USA,NY,New York,New York,0,0,1,3000000.0,,,0,2
c:102425,Company,,VGo Communications,medical,operating,2007-01-01,2013-08-14,79.0,USA,NH,Nashua,Nashua,0,0,3,8829914.0,,,0,13
c:102447,Company,,Platfora,software,operating,2011-06-01,2012-11-13,17.0,USA,CA,San Mateo,SF Bay,0,0,2,27200000.0,,,0,11
c:102468,Company,,Steelwedge Software,enterprise,operating,2000-01-01,2011-09-08,140.0,USA,CA,Pleasanton,SF Bay,0,0,1,16000000.0,2011-05-12,2011-05-12,1,2
c:102497,Company,,WorldOne,analytics,operating,2000-01-01,2013-04-03,159.0,USA,NY,New York,New York,0,0,2,60000000.0,2012-01-01,2012-01-01,1,12
c:10252,Company,,Mob.ly,mobile,acquired,2007-10-01,2008-03-01,5.0,USA,CA,San Francisco,SF Bay,0,0,1,1100000.0,2008-01-01,2010-05-05,2,3
c:10253,Company,,iWeb Technologies,network_hosting,acquired,1996-10-01,2008-08-27,143.0,CAN,,"Montreal, Qu̩bec",Montreal,0,0,6,33521974.0,,,0,4
c:10256,Company,,TimeTrade Systems,enterprise,operating,2000-01-01,2010-09-24,129.0,USA,MA,Tewksbury,Boston,0,0,3,12322500.0,2010-09-24,2013-06-12,3,16
c:10272,Company,,TRUECar,transportation,operating,2005-01-01,2013-12-12,107.0,USA,CA,Santa Monica,Los Angeles,0,0,7,351600000.0,2011-05-03,2012-01-01,3,29
c:10273,Company,,Angstro,software,acquired,2007-04-27,2007-05-01,0.0,USA,CA,Palo Alto,SF Bay,0,0,1,225000.0,,,0,4
c:102774,Company,,SHOP.CA,ecommerce,operating,2011-07-01,2013-09-26,27.0,CAN,,Toronto,Toronto,0,0,2,26752221.0,2010-01-01,2010-01-01,1,8
c:102783,Company,,Text A Cab,transportation,operating,2008-06-01,2011-04-01,34.0,USA,NY,New York,New York,0,0,1,50000.0,2008-06-01,2008-06-01,1,1
c:1028,Company,,BuyMyTronics.com,hardware,operating,2007-01-01,2007-01-01,0.0,USA,CO,Denver,Denver,0,0,1,0.0,2007-01-01,2013-08-26,3,1
c:102836,Company,,"Thru, Inc.",software,operating,2002-02-01,2013-04-01,134.0,USA,TX,Irving,Dallas,0,0,4,14734000.0,2012-09-20,2012-09-20,1,8
c:102867,Company,,WeHostels,travel,acquired,2011-11-15,2012-03-18,4.0,USA,NY,New York City,New York,0,0,1,1200000.0,2012-06-01,2013-08-02,3,9
c:102898,Company,,Tasted Menu,hospitality,closed,2009-01-01,2011-05-01,28.0,USA,MA,Boston,Boston,0,0,1,0.0,2011-01-01,2011-01-01,1,3
c:102922,Company,,easyOwn.it,ecommerce,closed,2011-04-10,2011-05-01,1.0,CHE,,Euthal,Euthal,0,0,1,138000.0,2011-12-15,2012-05-01,2,7
c:102933,Company,,mobintent,advertising,closed,2010-08-01,2011-07-01,11.0,USA,NY,New York,New York,0,0,1,0.0,,,0,0
c:10295,Company,,Foodista,hospitality,operating,2008-02-01,2010-04-08,26.0,USA,WA,Seattle,Seattle,0,0,2,1300000.0,2009-04-22,2009-04-22,1,3
c:103,Company,,Funny Or Die,games_video,operating,2007-03-01,2008-12-23,22.0,USA,CA,San Mateo,SF Bay,0,0,4,18000000.0,2012-12-01,2013-08-26,2,16
c:1030,Company,,CityTherapy,web,acquired,2005-03-01,2006-10-01,19.0,GBR,,London,London,0,0,1,0.0,,,0,2
c:10308,Company,,Klatcher,web,closed,2007-12-13,2007-12-13,0.0,USA,NY,,New York - Other,0,0,1,150000.0,2008-01-01,2008-01-01,1,1
c:10311,Company,,Tweegee,games_video,operating,2008-01-01,2008-05-01,4.0,ISR,,Ramat Gan,Ramat Gan,0,0,1,3000000.0,2008-01-01,2013-07-10,3,4
c:103155,Company,,SoMoLend,finance,operating,2011-05-11,2013-03-06,22.0,USA,OH,Cincinnati,Cincinnati,0,0,5,5395000.0,2012-08-24,2012-08-24,1,4
c:103204,Company,,PlayerDuel,mobile,closed,2011-01-01,2012-06-13,17.0,USA,CA,"Palo Alto,",SF Bay,0,0,2,21189.0,2011-01-01,2011-01-01,1,2
c:103233,Company,,Guavus,analytics,operating,2006-02-01,2013-06-10,88.0,USA,CA,San Mateo,SF Bay,0,0,5,80512816.0,2012-08-07,2013-01-23,2,4
c:103292,Company,,Routehappy,transportation,operating,2011-01-01,2012-09-05,20.0,USA,NY,New York,New York,0,0,2,1835000.0,,,0,8
c:10331,Company,,Telespree,software,operating,1998-01-01,2010-12-30,156.0,USA,CA,San Francisco,SF Bay,0,0,1,1000000.0,2004-01-01,2004-01-01,1,1
c:103323,Company,,Happy Inspector,mobile,operating,2011-10-01,2012-07-18,10.0,USA,CA,San Francisco,SF Bay,0,0,1,895000.0,2011-10-01,2011-10-01,1,3
c:103388,Company,,FoundValue,web,operating,2003-12-01,2004-12-01,12.0,,,,unknown,0,0,2,4750000.0,2004-06-01,2004-06-01,1,3
c:103477,Company,,Storymix Media,photo_video,operating,2011-08-01,2013-01-17,18.0,USA,IL,Chicago,Chicago,0,0,2,155000.0,2013-01-10,2013-01-10,1,0
c:10351,Company,,Webvanta,public_relations,operating,2007-09-01,2013-01-03,64.0,USA,CA,Sebastopol,Sebastopol,0,0,4,1682618.0,2010-03-16,2010-03-16,1,7
c:103561,Company,,Amrit Advanced Biotech,biotech,operating,2007-03-03,2009-10-01,31.0,GBR,,Cambridge,London,0,0,3,3242399.0,2007-03-03,2007-03-03,1,2
c:103697,Company,,LiveProcess Corp.,software,operating,2004-01-01,2012-01-24,97.0,USA,NJ,Verona,Verona,0,0,1,1616176.0,2004-01-01,2004-01-01,1,2
c:10376,Company,,uSamp,web,operating,2008-04-01,2013-07-15,63.0,USA,CA,Encino,Los Angeles,0,0,4,29540000.0,2010-06-24,2013-12-03,3,15
c:10378,Company,,artandseek,other,closed,2007-06-27,2007-06-27,0.0,USA,NY,New York,New York,0,0,1,50000.0,,,0,2
c:103791,Company,,Aver Informatics,analytics,operating,2010-06-04,2013-03-29,34.0,USA,WI,Green Bay,Green Bay,0,0,3,2475000.0,2010-07-06,2010-07-06,1,2
c:1038,Company,,Rubicon Project,advertising,operating,2007-05-01,2010-11-01,42.0,USA,CA,Los Angeles,Los Angeles,0,0,7,60000000.0,2008-12-09,2011-01-01,5,29
c:103903,Company,,Weight Wins,medical,operating,2008-01-01,2011-09-12,44.0,GBR,,London,London,0,0,1,952578.0,,,0,1
c:10392,Company,,Intela,advertising,acquired,2006-02-02,2012-08-09,78.0,USA,CO,Boulder,Denver,0,0,2,13250000.0,2010-08-31,2013-10-09,4,4
c:10393,Company,,Spare Change Payments,web,acquired,2008-01-01,2008-01-01,0.0,USA,CA,Cupertino,SF Bay,0,0,1,509412.0,2009-07-16,2009-07-16,1,3
c:10396,Company,,NYX Interactive,games_video,operating,2006-01-01,2008-08-28,32.0,SWE,,Stockholm,Stockholm,0,0,1,7385500.0,,,0,4
c:10398,Company,,Picateers,web,closed,2005-01-01,2008-08-25,44.0,USA,CA,San Mateo,SF Bay,0,0,2,12100000.0,2008-07-01,2008-07-01,1,10
c:10399,Company,,SailPoint Technologies,enterprise,operating,2005-12-01,2013-11-29,96.0,USA,TX,Austin,Austin,0,0,4,25830908.0,2013-05-01,2013-05-01,1,10
c:10400,Company,,MeisterLabs,web,operating,2007-02-05,2008-07-01,17.0,DEU,,Munich,Munich,0,0,1,0.0,2009-01-26,2010-03-10,3,4
c:104013,Company,,Winestyr,web,operating,2010-11-16,2012-09-01,22.0,USA,IL,Chicago,Chicago,0,0,1,0.0,2012-10-01,2012-12-04,2,5
c:10402,Company,,Moozey,mobile,operating,2008-04-01,2008-08-01,4.0,DEU,,Munich,Munich,0,0,1,109018.0,,,0,2
c:104057,Company,,Expert Medical Navigation,medical,operating,2009-11-01,2010-01-01,2.0,USA,MA,Boston,Boston,0,0,1,0.0,2011-12-01,2011-12-01,2,3
c:104068,Company,,Socure,security,operating,2012-09-01,2013-09-13,12.0,USA,NY,New York,New York,0,0,1,1700000.0,2012-12-01,2012-12-12,2,7
c:104093,Company,,Bitcasa,enterprise,operating,2011-01-01,2013-11-11,34.0,USA,CA,Mountain View,SF Bay,0,0,4,19500000.0,2013-09-19,2013-11-11,2,5
c:104103,Company,,Divas Diamond,ecommerce,operating,2011-05-30,2011-09-12,3.0,TUR,,Istanbul,Istanbul,0,0,1,900000.0,2011-05-30,2011-05-30,1,3
c:104138,Company,,BubbleLife Media,advertising,operating,2008-01-15,2012-11-13,58.0,USA,TX,Dallas,Dallas,0,0,1,50000.0,2008-01-15,2011-10-25,2,2
c:104193,Company,,Solutionary,security,acquired,2000-01-01,2011-11-29,143.0,USA,NE,Omaha,Omaha,0,0,1,0.0,,,0,8
c:104196,Company,,Ascension Orthopedics,biotech,acquired,1996-01-01,2011-07-20,187.0,USA,TX,Austin,Austin,0,0,1,18664050.0,,,0,2
c:1042,Company,,Whiskey Media,web,acquired,2007-10-01,2009-12-31,27.0,USA,CA,San Francisco,SF Bay,0,0,2,4000000.0,2009-12-31,2009-12-31,1,6
c:104201,Company,,Team Robot,games_video,operating,2010-12-15,2011-03-01,2.0,,,,unknown,0,0,1,25000.0,2011-08-02,2011-08-02,1,3
c:104224,Company,,Balluun,ecommerce,operating,2009-08-14,2013-07-23,47.0,USA,CA,Foster City,SF Bay,0,0,1,8700000.0,2012-01-01,2013-10-23,2,5
c:10424,Company,,FitnessKeeper,health,operating,2008-01-01,2011-11-21,47.0,USA,MA,Boston,Boston,0,0,3,11510000.0,2010-11-30,2012-03-23,4,6
c:1043,Company,,VoodooVox,mobile,acquired,2002-01-01,2013-02-08,133.0,USA,MA,Williamstown,Williamstown,0,0,3,9650000.0,2010-01-01,2011-12-28,4,13
c:10430,Company,,CampaignerCRM,software,operating,2004-01-01,2010-01-27,73.0,USA,MA,Woburn,Boston,0,0,1,8000000.0,,,0,12
c:104303,Company,,twenty5media,other,operating,2009-03-10,2013-03-04,48.0,GBR,,London,London,0,0,1,0.0,,,0,0
c:104321,Company,,ClickN KIDS,education,operating,2003-05-23,2013-07-03,121.0,USA,NV,Carson City,Carson City,0,0,1,4000000.0,2011-07-01,2011-07-01,1,5
c:10436,Company,,Cignis,enterprise,operating,2007-06-01,2007-06-01,0.0,NOR,,Hvalstad,Hvalstad,0,0,1,20000.0,,,0,1
c:104377,Company,,Tremor Video,advertising,ipo,2005-01-01,2011-09-12,80.0,USA,NY,New York,New York,0,0,8,116400000.0,2011-12-01,2013-05-23,3,24
c:104393,Company,,StickyADStv,advertising,operating,2009-12-01,2013-05-28,42.0,FRA,,Paris,Paris,0,0,2,5694085.0,2009-12-01,2009-12-01,1,2
c:104413,Company,,ii4b,finance,operating,2011-08-01,2011-08-01,0.0,POL,,Warsaw,Warsaw,0,0,1,0.0,2011-08-01,2011-08-01,1,3
c:104452,Company,,TapRush,mobile,operating,2011-01-01,2011-02-01,1.0,USA,CA,San Francisco,SF Bay,0,0,1,1200000.0,2013-05-01,2013-05-01,1,3
c:10452,Company,,Image Space Media,advertising,acquired,2008-01-01,2010-12-30,36.0,USA,NY,New York,New York,0,0,2,3915000.0,2010-01-01,2011-10-24,2,9
c:104538,Company,,Moviecom.tv,games_video,operating,2007-01-01,2010-01-01,36.0,GBR,,cumbernauld,cumbernauld,0,0,1,811057.0,2007-01-01,2007-01-01,1,4
c:104568,Company,,TapnScrap,mobile,operating,2010-02-12,2010-02-12,0.0,USA,CA,San Mateo,SF Bay,0,0,1,15000.0,,,0,0
c:104636,Company,,Kwestr,web,operating,2010-09-01,2011-09-13,12.0,CHN,,,China - Other,0,0,1,57000.0,2010-09-01,2010-09-01,1,2
c:1047,Company,,CondoDomain,web,acquired,2005-06-01,2005-06-01,0.0,USA,NY,New York,New York,0,0,1,250000.0,,,0,4
c:104739,Company,,CrushBlvd,social,operating,2011-01-01,2011-01-01,0.0,USA,CA,,California - Other,0,0,1,100000.0,,,0,0
c:10475,Company,,Abbott Labs,biotech,ipo,1991-01-01,2011-03-15,242.0,USA,IL,Des Plaines,Chicago,2,2,1,100000.0,2009-01-01,2013-08-19,2,66
c:104753,Company,,gis.to,web,operating,2010-01-01,2011-07-01,18.0,USA,,Chicago,Chicago,0,0,1,2454.0,2010-01-01,2010-01-01,1,3
c:104788,Company,,Shoes4you,ecommerce,closed,2011-06-01,2011-09-01,3.0,,,,unknown,0,0,1,0.0,2011-08-01,2011-08-01,1,5
c:10480,Company,,Big Stage,web,acquired,2007-03-01,2009-04-14,25.0,USA,CA,South Pasadena,Los Angeles,0,0,2,10600000.0,2008-07-01,2013-10-08,3,6
c:104815,Company,,M-Files,software,operating,2001-01-01,2013-04-30,148.0,USA,TX,Dallas,Dallas,0,0,1,7843200.0,2012-03-01,2013-04-30,2,3
c:104837,Company,,Emerge Studio,software,operating,2009-02-26,2009-02-26,0.0,ZAF,,Knysna,Knysna,0,0,1,100000.0,2009-03-17,2009-03-17,1,1
c:104861,Company,,Brightblue,software,operating,2000-01-01,2003-01-01,36.0,GBR,,LONDON,London,0,0,3,2309232.0,2005-11-01,2005-11-01,1,1
c:1049,Company,,Confabb,web,closed,2006-06-01,2007-08-01,14.0,USA,CA,,California - Other,0,0,1,200000.0,2007-09-24,2007-09-24,1,3
c:104908,Company,,Punchh,mobile,operating,2010-01-01,2013-08-15,43.0,USA,CA,Sunnyvale,SF Bay,0,0,1,4000000.0,2010-08-01,2013-10-10,2,4
c:104971,Company,,EnerTrac,manufacturing,operating,2006-01-01,2013-07-18,91.0,USA,NH,Hudson,Hudson,0,0,3,5200000.0,,,0,4
c:104980,Company,,Ocision,web,operating,2010-03-01,2011-11-01,20.0,MYS,,,Malaysia - Other,0,0,3,1600000.0,,,0,1
c:104981,Company,,Nerd Attack,mobile,operating,2010-10-01,2011-03-01,5.0,MYS,,"Petaling Jaya, Selangor",Petaling Jaya,0,0,1,35000.0,,,0,2
c:104983,Company,,Milk A Deal,web,operating,2011-01-01,2011-06-01,5.0,MYS,,Kuala Lumpur,Kuala Lumpur,0,0,1,165000.0,,,0,2
c:104984,Company,,Long Tail,mobile,operating,2006-01-01,2006-01-01,0.0,MYS,,"Petaling Jaya, Selangor",Petaling Jaya,0,0,1,20000.0,2006-01-01,2006-01-01,1,1
c:105,Company,,Surphace,web,acquired,2005-04-01,2006-05-01,13.0,USA,NY,New York,New York,0,0,2,3500000.0,2008-02-02,2013-10-17,4,15
c:105002,Company,,Eventfinda,software,operating,2005-07-01,2012-01-01,78.0,NZL,,Auckland,Auckland,0,0,5,0.0,2012-04-01,2013-02-11,2,4
c:105005,Company,,Rundown,web,closed,2011-01-01,2011-09-28,9.0,USA,CA,,California - Other,0,0,1,0.0,,,0,4
c:105008,Company,,Base79,advertising,operating,2007-06-28,2012-11-13,65.0,GBR,,London,London,0,0,2,14345753.0,,,0,10
c:105075,Company,,AccuNostics,medical,operating,2008-01-01,2011-09-15,44.0,GBR,,Forres,Forres,0,0,1,6321095.0,2011-01-01,2011-01-01,1,1
c:1051,Company,,RayV,games_video,operating,2005-01-01,2010-04-29,64.0,USA,NY,New York,New York,0,0,3,16030566.0,,,0,7
c:10511,Company,,Billdesk,web,operating,2000-01-01,2012-04-04,147.0,IND,,Ahmedabad,Ahmedabad,0,0,1,0.0,,,0,1
c:10512,Company,,Mimosa Systems,software,acquired,2003-08-29,2010-01-12,76.0,USA,CA,Santa Clara,SF Bay,0,0,6,53816776.0,,,0,8
c:105168,Company,,Collective Bias,social,operating,2009-01-01,2013-04-02,51.0,USA,AR,Bentonville,Bentonville,0,0,3,11000000.0,2013-02-06,2013-06-01,3,22
