object_id,entity_type,parent_id,name,category_code,status,start_dates,end_dates,time_elapsed_months,country_code,state_code,city,region,investment_rounds,invested_companies,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
c:182806,Company,,YR.MRKT,fashion,operating,2011-06-01,2012-01-01,7.0,USA,NY,New York City,New York,0,0,1,50000.0,,,0,3
c:182822,Company,,Qoopl,mobile,operating,2012-09-01,2012-10-01,1.0,GBR,,London,London,0,0,1,128770.0,,,0,2
c:182831,Company,,Berrybenka,fashion,operating,2011-01-01,2013-11-20,35.0,IDN,,,Indonesia - Other,0,0,2,5000000.0,,,0,1
c:182832,Company,,Nonabox,ecommerce,operating,2011-12-01,2013-04-01,16.0,ESP,,Madrid,Madrid,0,0,3,698458.0,2013-01-01,2013-01-01,1,5
c:182833,Company,,trueEX,enterprise,operating,2010-01-01,2013-07-23,43.0,USA,NY,New York,New York,0,0,5,11175000.0,2010-01-01,2010-01-01,1,7
c:182836,Company,,Mobile Iron,mobile,operating,2007-01-01,2013-08-29,80.0,USA,CA,Mountain View,SF Bay,0,0,3,107274264.0,,,0,0
c:182846,Company,,enMarkit,analytics,operating,2012-01-01,2013-08-29,20.0,IND,,"Gurgaon, Hyderabad",TBD,0,0,1,11700.0,,,0,2
c:182865,Company,,Combatant Gentlemen,ecommerce,operating,2012-03-01,2013-06-19,16.0,USA,CA,Irvine,Los Angeles,0,0,1,1840000.0,2012-10-01,2012-10-01,1,3
c:182873,Company,,Angioslide,medical,operating,2005-01-01,2013-01-03,96.0,USA,CO,Wheat Ridge,Denver,0,0,3,9300000.0,,,0,1
c:182874,Company,,eZono,medical,operating,2004-01-01,2013-01-03,108.0,DEU,,Jena,Jena,0,0,1,10000000.0,2004-01-01,2004-01-01,1,4
c:182876,Company,,ProjectSpeaker,enterprise,operating,2012-01-01,2013-01-03,12.0,CAN,,"Ottawa, ON",Ottawa,0,0,2,244000.0,2013-03-01,2013-03-01,2,5
c:182893,Company,,OnTheGo Platforms,software,operating,2012-05-30,2013-09-17,16.0,USA,OR,Portland,Portland,0,0,1,929073.0,2013-10-01,2013-10-01,1,6
c:182910,Company,,Playroll,ecommerce,operating,2012-10-15,2013-10-01,12.0,,,,unknown,0,0,1,0.0,,,0,4
c:182927,Company,,Multistory Learning,education,operating,2008-01-01,2013-01-03,60.0,IND,,Chennai,Chennai,0,0,1,45000.0,,,0,0
c:18293,Company,,WANdisco,software,ipo,2005-11-01,2013-09-26,95.0,USA,CA,San Ramon,SF Bay,0,0,2,54789777.0,2012-11-19,2012-11-19,2,12
c:182938,Company,,ComparaOnline,web,operating,2009-01-01,2013-09-04,56.0,CHL,,"Providencia,Santiago",TBD,0,0,2,16000000.0,2013-09-14,2013-09-14,1,1
c:182943,Company,,Pitzi,mobile,operating,2012-01-01,2013-10-15,21.0,BRA,,São Paulo,Sao Paulo,0,0,2,2708825.0,2010-10-01,2010-10-01,1,2
c:182945,Company,,GoIntegro,social,operating,2002-01-01,2012-10-14,129.0,ARG,,Ciudad de Buenos Aires,Ciudad de Buenos Aires,0,0,1,0.0,2002-01-01,2002-01-01,1,2
c:182946,Company,,Calligo,enterprise,operating,2011-01-01,2012-01-15,12.0,GBR,,"St Helier, Jersey",Saint Helier,0,0,1,2600000.0,,,0,1
c:182982,Company,,SportsBeat.com,sports,operating,2011-09-01,2012-10-01,13.0,USA,CA,Newport Beach,Los Angeles,0,0,1,400000.0,2011-09-01,2011-09-01,1,2
c:183,Company,,Box,network_hosting,operating,2005-01-01,2013-12-05,107.0,USA,CA,Los Altos,SF Bay,0,0,9,408600000.0,2010-07-28,2013-12-11,4,59
c:183012,Company,,rag & bone,ecommerce,operating,2002-01-01,2013-01-04,132.0,USA,NY,New York,New York,0,0,1,0.0,,,0,0
c:183036,Company,,Lean Launch Ventures,enterprise,operating,2012-10-01,2012-10-01,0.0,USA,CT,Westport,Westport,0,0,1,200000.0,2012-10-01,2013-01-09,2,1
c:18305,Company,,Must See India,travel,operating,2007-11-01,2013-07-02,68.0,IND,,Bangalore,Bangalore,0,0,1,5000000.0,,,0,4
c:183051,Company,,PASSNFLY,travel,operating,2012-06-01,2013-09-02,15.0,ESP,,Barcelona,Barcelona,0,0,1,19299.0,2013-07-01,2013-07-01,1,11
c:183081,Company,,Medlio,hardware,operating,2013-01-04,2013-06-01,5.0,USA,NC,Durham,Raleigh-Durham,0,0,1,168000.0,2013-01-04,2013-01-04,1,3
c:183094,Company,,YEVVO,mobile,operating,2012-03-01,2013-02-03,11.0,USA,CA,San Francisco,SF Bay,0,0,2,500000.0,2013-01-01,2013-08-08,3,7
c:183097,Company,,collegefeed,education,operating,2013-01-01,2013-08-20,8.0,USA,CA,Mountain View,SF Bay,0,0,1,1800000.0,2013-03-19,2013-10-01,2,2
c:1831,Company,,Frevvo,web,operating,2007-01-01,2008-01-01,12.0,USA,,,TBD,0,0,1,500000.0,2007-01-01,2007-01-01,1,3
c:183118,Company,,FarmaciaClub,ecommerce,operating,2012-01-01,2013-01-06,12.0,ESP,,,Spain - Other,0,0,1,390360.0,,,0,2
c:183123,Company,,Kindful,software,operating,2011-06-01,2013-04-14,22.0,USA,TN,Nashville,Nashville,0,0,1,250000.0,2012-10-01,2012-10-01,1,2
c:183146,Company,,iOnRoad,mobile,operating,2010-01-01,2013-03-15,38.0,ISR,,Ramat Gan,Ramat Gan,0,0,1,150000.0,,,0,2
c:18316,Company,,Delphix,software,operating,2008-06-01,2012-06-06,48.0,USA,CA,Menlo Park,SF Bay,0,0,3,44500000.0,2012-08-01,2013-01-01,2,9
c:183160,Company,,Virally,advertising,operating,2012-05-01,2012-06-01,1.0,GBR,,Canterbury,London,0,0,1,153068.0,,,0,2
c:183191,Company,,BitPay,finance,operating,2011-05-01,2013-05-16,25.0,USA,GA,Atlanta,Atlanta,0,0,2,2510000.0,2013-09-16,2013-09-16,2,2
c:183192,Company,,Youmove.me,,operating,2012-01-01,2013-05-15,16.0,ITA,MI,Milano,unknown,0,0,2,32273.0,2012-11-23,2012-11-23,1,1
c:183194,Company,,Taxon Biosciences,biotech,operating,2000-01-01,2013-05-06,160.0,USA,CA,Tiburon,SF Bay,0,0,1,4011526.0,2013-10-01,2013-10-01,1,8
c:1832,Company,,Invite Media,advertising,acquired,2007-02-01,2009-12-01,34.0,USA,PA,Philadelphia,Philadelphia,0,0,3,5000000.0,2008-03-04,2010-06-03,4,17
c:183211,Company,,Retas Medical Assistance,medical,operating,2010-01-01,2010-01-10,0.0,RUS,,?????????,Russian Federation - Other,0,0,1,14273.0,,,0,0
c:183217,Company,,Nonpareil,social,operating,2012-01-01,2012-06-01,5.0,,,,unknown,0,0,1,100000.0,2012-01-01,2012-01-01,1,3
c:183218,Company,,SpaceList,software,operating,2011-01-01,2013-03-01,26.0,CAN,,Vancouver,Vancouver,0,0,3,551427.0,,,0,1
c:18323,Company,,Cambridge Broadband Networks,network_hosting,operating,2000-01-01,2012-02-27,146.0,GBR,,Cambridge,London,0,0,4,40000000.0,2013-01-01,2013-01-01,1,16
c:18324,Company,,TopCoder,software,acquired,2001-04-01,2010-05-10,109.0,USA,CT,Glastonbury,Glastonbury,0,0,1,11311711.0,2007-01-01,2013-09-17,3,11
c:183262,Company,,Gokuai Technology,enterprise,operating,2012-01-01,2013-01-07,12.0,JPN,,,Japan - Other,0,0,1,6400000.0,,,0,0
c:183279,Company,,JenaValve Technology,hardware,operating,2006-01-01,2013-07-23,91.0,DEU,,München,Munich,0,0,1,62500000.0,,,0,6
c:183280,Company,,Deed,software,operating,2012-09-01,2013-09-01,12.0,BGR,,Sofia,Sofia,0,0,4,133631.0,2011-10-30,2011-10-30,1,3
c:183282,Company,,Boost My Ads,advertising,operating,2012-06-01,2012-06-01,0.0,HKG,,Central,Hong Kong,0,0,1,500000.0,2013-05-24,2013-09-01,2,7
c:18329,Company,,Strangeloop Networks,enterprise,acquired,2006-01-01,2011-11-08,70.0,CAN,,"Vancouver, British Columbia",Vancouver,0,0,1,10000000.0,,,0,3
c:183293,Company,,Health Catalyst,analytics,operating,2008-01-01,2013-03-01,62.0,USA,UT,Salt Lake City,Salt Lake City,0,0,2,41000000.0,2013-02-21,2013-02-28,2,6
c:1833,Company,,Studyplaces,web,acquired,2007-05-25,2008-01-01,7.0,USA,CA,,California - Other,0,0,1,3000000.0,2008-01-01,2010-02-01,2,1
c:183321,Company,,Surplex,ecommerce,operating,1999-09-15,2000-12-14,15.0,DEU,,Düsseldorf,Dusseldorf,0,0,1,0.0,,,0,0
c:183327,Company,,Gudville,social,operating,2012-01-01,2012-01-01,0.0,USA,CA,Palo Alto,SF Bay,0,0,1,0.0,,,0,3
c:183328,Company,,Doormen.,mobile,closed,2011-01-01,2012-07-28,19.0,,,,unknown,0,0,1,7500.0,2012-11-01,2012-11-01,1,4
c:183348,Company,,Hortau,music,operating,2002-01-01,2013-01-08,132.0,CAN,,"St.Romuald, Quebec",Saint-Romuald,0,0,1,3000000.0,,,0,0
c:18335,Company,,BringIt,games_video,acquired,2008-05-05,2010-11-03,30.0,USA,CA,San Francisco,SF Bay,0,0,3,4340000.0,2008-11-01,2010-12-17,2,4
c:183351,Company,,PureCars,automotive,operating,2007-01-01,2013-01-08,72.0,USA,SC,Charleston,Charleston,0,0,2,10000000.0,2013-01-01,2013-01-01,1,9
c:183369,Company,,Iconixx Software,software,operating,2010-01-01,2013-01-08,36.0,USA,TX,Austin,Austin,0,0,2,9264900.0,2002-01-01,2002-01-01,1,8
c:183370,Company,,Zacharon Pharmaceuticals,biotech,acquired,2004-01-01,2012-04-04,99.0,USA,CA,San Diego,San Diego,0,0,1,33000.0,2009-08-01,2009-08-01,1,5
c:183372,Company,,Solvoyo,software,operating,2005-01-01,2013-11-18,107.0,USA,MA,Boston,Boston,0,0,2,110544.0,,,0,0
c:18339,Company,,Zapproved,software,operating,2008-02-01,2011-04-04,38.0,USA,OR,Portland,Portland,0,0,1,1450000.0,2008-01-01,2008-01-01,1,12
c:183406,Company,,Drug Response Dx,biotech,operating,2012-02-01,2013-01-08,11.0,DEU,,Hennigsdorf,Hennigsdorf,0,0,1,0.0,,,0,0
c:183409,Company,,enModus,hardware,operating,2010-02-01,2011-02-01,12.0,GBR,,Chepstow,Chepstow,0,0,2,1836333.0,2011-06-01,2012-09-01,2,4
c:183423,Company,,FriendCode,enterprise,operating,2012-06-01,2013-01-09,7.0,,,,unknown,0,0,1,150000.0,2012-09-15,2012-09-15,1,3
c:183429,Company,,BlueKite,web,operating,2012-01-01,2013-01-09,12.0,USA,FL,Miami,Miami,0,0,1,1500000.0,2013-01-09,2013-01-09,1,2
c:183430,Company,,Kitsy Lane,ecommerce,operating,2012-01-01,2013-01-09,12.0,USA,MA,Maynard,Boston,0,0,2,4541900.0,2013-01-09,2013-01-09,1,0
c:183447,Company,,Wave Broadband,network_hosting,operating,2002-01-01,2012-11-14,130.0,USA,WA,,Washington - Other,0,0,1,1050000000.0,,,0,0
c:18345,Company,,Axeda,software,operating,2000-01-01,2013-08-20,164.0,USA,MA,Foxboro,Foxboro,0,0,3,21000000.0,2013-01-01,2013-01-01,1,15
c:183502,Company,,Care Thread,messaging,operating,2011-09-01,2013-04-01,19.0,USA,RI,Providence,Providence,0,0,1,525000.0,2012-07-01,2012-07-01,1,4
c:183506,Company,,Turbocoating,manufacturing,operating,1973-01-01,2013-01-09,480.0,ITA,,Rubbiano di Solignano (PR),Rubbiano di Solignano,0,0,1,26112000.0,,,0,0
c:18351,Company,,Spotigo,software,closed,2005-01-01,2006-06-01,17.0,DEU,,DÃ¼sseldorf,Dusseldorf,0,0,1,638000.0,,,0,0
c:183518,Company,,Magma Global,manufacturing,operating,2009-01-01,2013-01-09,48.0,GBR,,Portsmouth,London,0,0,1,14032337.0,2010-01-01,2010-01-01,1,1
c:183522,Company,,Fastr,education,operating,2012-08-14,2013-06-13,10.0,LVA,,Riga,Riga,0,0,2,100000.0,2013-06-01,2013-07-25,2,5
c:183540,Company,,Binary Event Network,finance,operating,2011-01-01,2013-01-09,24.0,USA,NY,New York,New York,0,0,1,0.0,2012-10-01,2012-10-01,1,12
c:18356,Company,,Selatra,games_video,acquired,2002-01-01,2005-08-01,43.0,IRL,,Cork,Cork,0,0,2,4443800.0,2002-01-01,2002-01-01,1,2
c:183570,Company,,gifted2you,mobile,operating,2012-02-01,2012-12-01,10.0,GBR,,Marlow,London,0,0,2,0.0,2012-07-07,2012-07-07,1,3
c:183572,Company,,Mytonomy,education,operating,2011-01-01,2013-04-19,28.0,USA,MD,Chevy Chase,Washington DC,0,0,5,550000.0,2011-01-01,2013-01-31,2,3
c:183573,Company,,flexReceipts,web,operating,2010-01-01,2013-10-10,45.0,USA,FL,Windermere,Orlando,0,0,1,0.0,,,0,1
c:183575,Company,,Xenapto,finance,operating,2011-06-01,2012-06-19,13.0,GBR,,London,London,0,0,1,400000.0,2011-06-01,2011-06-01,1,1
c:183603,Company,,Yushino,games_video,operating,2011-03-22,2013-01-10,22.0,USA,NY,New York,New York,0,0,2,250000.0,2011-03-22,2011-03-22,1,1
c:183609,Company,,Sayah,software,operating,2012-02-01,2013-01-14,11.0,USA,OK,Tulsa,Tulsa,0,0,1,275000.0,2013-04-01,2013-04-01,1,0
c:183610,Company,,Index,enterprise,operating,2012-03-01,2013-11-19,21.0,USA,CA,San Francisco,SF Bay,0,0,1,7000000.0,2013-07-19,2013-07-19,1,7
c:183619,Company,,NewLeaf Symbiotics,biotech,operating,1999-01-01,2013-01-09,168.0,USA,MO,St. Louis,Saint Louis,0,0,1,7000000.0,,,0,10
c:183621,Company,,Peerless Network,network_hosting,operating,2008-01-01,2013-01-11,60.0,USA,IL,Chicago,Chicago,0,0,1,15000000.0,2009-04-01,2009-04-01,1,7
c:183623,Company,,Maana,enterprise,operating,2012-04-01,2013-07-17,16.0,USA,WA,Bellevue,Seattle,0,0,2,3195000.0,2013-11-01,2013-11-18,2,19
c:183649,Company,,AgreeYa Mobility - Onvelop,mobile,operating,2010-06-01,2013-03-19,34.0,USA,CA,Mountain View,SF Bay,0,0,1,0.0,2012-06-18,2012-06-18,1,6
c:183677,Company,,Recroup,enterprise,operating,2013-02-22,2013-02-22,0.0,USA,RI,Rhode Island,unknown,0,0,1,60000.0,2013-01-01,2013-01-01,1,3
c:183714,Company,,Rentify,software,operating,2011-08-31,2013-01-14,16.0,GBR,,London,London,0,0,2,3765084.0,2013-03-14,2013-03-14,2,6
c:183716,Company,,UnBuyThat,ecommerce,closed,2011-11-01,2012-05-01,6.0,USA,NY,New York,New York,0,0,2,111000.0,2012-05-01,2012-05-01,1,9
c:183725,Company,,Semantria,software,operating,2011-01-01,2011-02-01,1.0,USA,MA,Amherst,Amherst,0,0,1,0.0,2012-10-01,2013-02-14,2,6
c:183735,Company,,Panjo,ecommerce,operating,2011-03-03,2013-07-23,29.0,USA,CA,Santa Monica,Los Angeles,0,0,3,1872500.0,2013-01-01,2013-11-28,2,3
c:183737,Company,,"Spikes, Inc.",security,operating,2012-07-01,2012-12-31,6.0,USA,CA,Campbell,SF Bay,0,0,1,1000000.0,2013-10-28,2013-10-28,1,6
c:183740,Company,,iMedicare,medical,operating,2012-01-12,2013-09-07,20.0,USA,NC,Charlotte,Charlotte,0,0,1,400000.0,,,0,4
c:183746,Company,,Spacebar,mobile,operating,2012-06-28,2012-12-18,6.0,USA,CA,San Francisco,SF Bay,0,0,1,0.0,2013-06-20,2013-06-20,1,7
c:183756,Company,,Rebel Coast Winery,hospitality,operating,2012-11-15,2012-11-15,0.0,USA,CA,San Francisco,SF Bay,0,0,1,10000.0,,,0,1
c:183761,Company,,Conductiv,software,operating,2009-01-01,2013-08-14,55.0,USA,WA,Bothell,Seattle,0,0,1,10000000.0,,,0,6
c:183765,Company,,MediSwipe,software,operating,1997-01-01,2013-05-24,197.0,USA,FL,West Palm Beach,Palm Beach,0,0,1,600000.0,,,0,0
c:183767,Company,,iPowerUp,,operating,2007-01-01,2012-06-13,65.0,USA,CA,Ventura,Santa Barbara,0,0,2,1219159.0,,,0,0
c:183785,Company,,Bugcrowd,security,operating,2012-09-01,2013-09-04,12.0,USA,CA,San Francisco,SF Bay,0,0,2,1650000.0,2013-05-10,2013-09-01,2,5
c:183790,Company,,m2fx,hardware,operating,2005-01-01,2013-05-22,101.0,GBR,,Suffolk,Suffolk,0,0,1,3000000.0,,,0,0
c:183794,Company,,Noonswoon,mobile,operating,2013-01-01,2013-09-25,9.0,THA,,,Thailand - Other,0,0,1,400000.0,2013-05-21,2013-05-21,1,1
c:1838,Company,,Overlay.tv,web,operating,2008-01-01,2008-12-16,11.0,CAN,,Ottawa,Ottawa,0,0,2,8486594.0,2008-03-01,2008-09-04,2,5
c:183826,Company,,Guzu,hardware,operating,2011-02-01,2011-02-01,0.0,USA,NY,Deer Park,Deer Park,0,0,1,500000.0,2011-02-01,2011-02-01,1,2
c:183834,Company,,NanoSatisfi,software,operating,2012-01-01,2013-07-11,18.0,USA,CA,San Francisco,SF Bay,0,0,3,1600000.0,2012-04-01,2013-02-07,2,4
c:183837,Company,,Strikingly,mobile,operating,2012-01-01,2013-04-29,16.0,USA,CA,Sunnyvale,SF Bay,0,0,1,1500000.0,2012-01-01,2012-01-01,1,5
c:183872,Company,,Nok Nok Labs,security,operating,2011-11-01,2013-06-18,20.0,USA,CA,Palo Alto,SF Bay,0,0,2,19000000.0,2013-08-07,2013-08-07,1,5
c:18389,Company,,Above Security,consulting,operating,1999-06-01,2004-09-01,63.0,CAN,,Boisbriand,Boisbriand,0,0,1,2500000.0,2010-04-26,2010-04-26,1,23
c:1839,Company,,Jellyvision,advertising,operating,2001-01-01,2008-01-01,84.0,USA,,,TBD,0,0,1,5000000.0,2000-02-01,2000-02-01,1,4
c:183907,Company,,Mealnut,hospitality,operating,2012-09-01,2012-09-01,0.0,IND,,Pune,Pune,0,0,1,12000.0,,,0,1
c:183915,Company,,PropelAd.com,advertising,operating,2012-09-01,2012-09-30,1.0,IRL,,Dublin,Dublin,0,0,1,150000.0,2013-01-14,2013-08-01,2,4
c:183937,Company,,SEAT 4a,mobile,operating,2012-09-18,2012-09-18,0.0,DEU,,Hamburg,Hamburg,0,0,1,0.0,2012-11-01,2013-06-03,2,5
c:183966,Company,,SoThree,mobile,operating,2012-09-07,2013-07-11,10.0,USA,CA,San Francisco,SF Bay,0,0,1,1000000.0,2012-09-07,2013-01-21,2,3
c:183968,Company,,Handshakez,analytics,operating,2012-06-01,2013-03-06,9.0,USA,TX,Austin,Austin,0,0,1,3600000.0,2012-12-01,2012-12-01,1,4
c:183991,Company,,TrueAbility,enterprise,operating,2012-01-01,2013-07-29,19.0,USA,TX,San Antonio,San Antonio,0,0,2,2750000.0,2013-01-01,2013-01-01,1,11
c:184,Company,,iLike,games_video,acquired,2002-01-01,2006-01-01,48.0,USA,WA,Seattle,Seattle,0,0,3,16500000.0,2009-12-01,2013-11-20,5,21
c:184030,Company,,Car Guy Nation,ecommerce,operating,2011-01-01,2013-01-01,24.0,USA,NY,White Plains,New York,0,0,2,1100000.0,2013-09-17,2013-09-17,1,0
c:184032,Company,,Draftstreet,sports,operating,2010-01-01,2012-02-01,25.0,USA,NY,New York,New York,0,0,2,3052000.0,,,0,0
c:184052,Company,,Conecte Link,consulting,operating,1999-01-01,2011-02-01,145.0,BRA,,São Paulo,Sao Paulo,0,0,1,6000.0,1999-01-01,1999-01-01,1,1
c:184075,Company,,Postmaster,software,operating,2012-10-01,2013-05-21,8.0,USA,TX,Austin,Austin,0,0,2,718000.0,2012-10-01,2012-10-01,1,2
c:184077,Company,,OLSET,software,operating,2012-09-04,2013-10-07,13.0,USA,CA,San Francisco,SF Bay,0,0,1,50000.0,2013-01-01,2013-01-01,1,3
c:184091,Company,,vArmour Networks,software,operating,2011-01-01,2013-01-15,24.0,USA,CA,Santa Clara,SF Bay,0,0,1,6000000.0,,,0,0
c:184093,Company,,ePetWorld,pets,operating,2012-01-01,2013-01-15,12.0,DEU,,Munich,Munich,0,0,1,0.0,,,0,0
c:1841,Company,,Mercent Corporation,advertising,operating,2005-01-06,2008-01-15,36.0,USA,WA,Seattle,Seattle,0,0,3,10500000.0,,,0,7
c:18411,Company,,HopStop.com,web,acquired,2005-01-01,2008-01-01,36.0,USA,NY,New York,New York,0,0,1,0.0,2009-02-07,2009-10-01,3,10
c:184112,Company,,Systems Maintenance Services,,operating,1981-01-01,2013-10-31,394.0,USA,NC,Charlotte,Charlotte,0,0,1,0.0,,,0,1
c:184127,Company,,Terra Tech,cleantech,operating,2010-01-01,2013-04-29,40.0,USA,CA,Irvine,Los Angeles,0,0,1,1075000.0,,,0,0
c:184144,Company,,360incentives.com,software,operating,2008-01-01,2013-01-15,60.0,CAN,,"Whitby, ON",Whitby,0,0,1,7650000.0,2008-01-01,2008-01-01,1,8
c:184155,Company,,admetricks,advertising,operating,2012-10-01,2012-10-01,0.0,CHL,,Santiago,Santiago,0,0,1,40000.0,,,0,1
c:184162,Company,,Breezie,web,operating,2011-07-01,2012-03-01,8.0,GBR,,Richmond,London,0,0,1,800000.0,,,0,1
c:184183,Company,,Cloudadmin,software,operating,2011-01-01,2013-06-01,29.0,MEX,,Mexico City,Mexico City,0,0,1,25000.0,2011-05-01,2011-05-01,1,1
c:184187,Company,,Kaleio,social,operating,2012-09-07,2012-12-14,3.0,USA,CA,Irvine,Los Angeles,0,0,2,800000.0,2012-12-01,2012-12-01,1,9
c:184195,Company,,Globa.li,software,operating,2012-01-01,2013-08-20,20.0,USA,CO,Denver,Denver,0,0,1,675000.0,2013-02-01,2013-02-01,1,7
c:184212,Company,,Ninja Blocks,hardware,operating,2012-01-01,2013-07-01,18.0,AUS,,Eveleigh,Eveleigh,0,0,1,1000000.0,2013-01-01,2013-01-01,1,2
c:184223,Company,,MediaCrossing Inc.,advertising,operating,2012-12-01,2013-10-27,11.0,USA,CT,Stamford,New York,0,0,2,6650000.0,2013-10-25,2013-10-25,1,4
c:184227,Company,,Phonitive - Touchalize,advertising,operating,2010-05-29,2013-01-17,32.0,,,,unknown,0,0,1,534000.0,,,0,2
c:184229,Company,,PICS Auditing,enterprise,operating,2003-01-01,2013-01-16,121.0,USA,CA,Irvine,Los Angeles,0,0,1,35000000.0,2013-01-01,2013-01-01,1,2
c:184232,Company,,Fuelzee,software,operating,2012-11-09,2013-08-08,9.0,USA,FL,Orlando,Orlando,0,0,1,50000.0,2013-02-01,2013-07-31,3,5
c:184256,Company,,2can,mobile,operating,2012-04-12,2012-12-01,8.0,RUS,,Moscow,Moscow,0,0,1,2000000.0,,,0,2
c:184267,Company,,RumbleTalk,messaging,operating,2012-01-01,2013-07-01,18.0,ISR,,Rehovot,Rehovot,0,0,1,110000.0,2012-01-01,2012-01-01,1,3
c:184279,Company,,MobileSpan,enterprise,operating,2011-01-01,2013-01-22,25.0,USA,CA,Santa Clara,SF Bay,0,0,2,4565448.0,2011-01-01,2011-01-01,1,1
c:184284,Company,,Usetrace,software,operating,2011-12-09,2013-11-19,23.0,FIN,,Helsinki,Helsinki,0,0,1,154392.0,2012-12-01,2012-12-01,1,2
c:184288,Company,,swiftQueue,health,operating,2011-01-01,2012-04-01,15.0,IRL,,Dublin,Dublin,0,0,2,106568.0,2011-01-01,2011-01-01,1,2
c:184319,Company,,Echolocation,mobile,operating,2011-01-01,2013-01-08,24.0,USA,NY,Brooklyn,New York,0,0,1,200000.0,2011-09-01,2011-09-01,1,3
c:184324,Company,,Callix Brasil,enterprise,operating,2011-06-01,2011-06-11,0.0,BRA,,São Paulo,Sao Paulo,0,0,1,0.0,,,0,1
c:184359,Company,,Finanzchef24,finance,operating,2012-01-01,2013-01-17,13.0,DEU,,Munich,Munich,0,0,1,2673600.0,2012-01-06,2012-01-06,1,1
c:18436,Company,,Plastic Jungle,ecommerce,operating,2006-11-01,2012-01-18,63.0,USA,CA,San Mateo,SF Bay,0,0,4,23400000.0,2010-04-01,2012-01-18,2,5
c:184361,Company,,Levels Beyond,software,operating,2007-01-01,2013-01-17,73.0,USA,CO,Denver,Denver,0,0,2,8999999.0,,,0,5
c:184368,Company,,Ropatec,cleantech,operating,2007-01-01,2012-01-01,60.0,ITA,,Bolzano,Bolzano,0,0,2,3611685.0,2011-01-01,2011-01-01,1,0
c:184384,Company,,FightMe,games_video,operating,2011-07-01,2013-10-31,28.0,GBR,,,United Kingdom - Other,0,0,1,500000.0,2012-07-01,2013-10-31,2,3
c:184386,Company,,leemail,messaging,operating,2010-01-01,2011-01-01,12.0,GBR,,London,London,0,0,1,77618.0,2011-01-01,2011-01-01,1,3
c:18439,Company,,atOnePlace.com,other,acquired,2006-06-26,2008-09-20,27.0,IND,,Noida,Noida,0,0,1,250000.0,,,0,4
c:184398,Company,,Zeto,hardware,operating,2011-03-23,2012-01-01,9.0,IRL,,Cork,Cork,0,0,1,38817.0,,,0,1
c:1844,Company,,Mumboe,software,closed,2005-08-01,2006-10-01,14.0,USA,TX,Austin,Austin,0,0,1,4500000.0,2008-01-17,2012-02-03,5,5
c:184406,Company,,Lyatiss,software,operating,2010-06-01,2012-05-10,23.0,USA,CA,Mountain View,SF Bay,0,0,2,3320000.0,2013-01-01,2013-06-25,2,5
c:184418,Company,,ADVIZE,ecommerce,operating,2008-01-01,2008-01-01,0.0,FRA,,Boulogne Billancourt,Boulogne Billancourt,0,0,1,736050.0,2011-07-01,2013-04-02,2,2
c:184422,Company,,Fieldwire,mobile,operating,2013-01-07,2013-05-01,4.0,USA,CA,San Francisco,SF Bay,0,0,1,0.0,2012-01-01,2012-01-01,1,2
c:184439,Company,,SecureAuth,enterprise,operating,2006-01-01,2013-11-26,95.0,USA,CA,Irvine,Los Angeles,0,0,2,18000000.0,,,0,0
c:184441,Company,,boaconsulta.com,health,operating,2012-02-01,2012-08-01,6.0,BRA,,São Paulo,Sao Paulo,0,0,1,0.0,,,0,0
c:184443,Company,,Filecubed,web,operating,2012-01-01,2012-01-01,0.0,,,,unknown,0,0,1,50000.0,,,0,2
c:184444,Company,,SeamBLiSS,fashion,operating,2012-07-19,2012-08-01,0.0,USA,NY,New York,New York,0,0,1,20000.0,2012-07-01,2012-07-01,1,2
c:184445,Company,,Movigo,social,operating,2013-01-01,2013-02-18,2.0,USA,CA,San Francisco,SF Bay,0,0,1,50000.0,2013-01-13,2013-08-12,2,1
c:184451,Company,,basno,web,operating,2010-01-01,2013-07-02,42.0,USA,NY,New York,New York,0,0,1,1000000.0,2013-07-02,2013-07-02,1,3
c:184484,Company,,Squee,ecommerce,operating,2013-01-07,2013-01-07,0.0,BGR,,Sofia,Sofia,0,0,1,65195.0,2012-04-01,2012-04-01,1,3
c:1845,Company,,Badoo,enterprise,operating,1984-03-05,2008-01-01,286.0,GBR,,London,London,0,0,1,30564745.0,2011-01-26,2012-08-15,3,29
c:18452,Company,,7 Billion People,software,operating,2006-01-01,2012-07-13,78.0,USA,TX,Austin,Austin,0,0,3,6528902.0,2007-01-01,2010-06-22,4,2
c:184522,Company,,EatStreet,hospitality,operating,2010-01-01,2013-02-26,38.0,USA,WI,Madison,Madison,0,0,1,2000000.0,2013-01-01,2013-02-26,2,9
c:18453,Company,,Filmmortal,advertising,closed,2008-08-10,2010-08-18,24.0,USA,CA,Mountain View,SF Bay,0,0,3,155000.0,2009-01-01,2009-01-01,1,1
c:184549,Company,,Grand St.,hardware,operating,2012-01-01,2013-04-03,15.0,USA,NY,New York,New York,0,0,1,1300000.0,2013-07-17,2013-07-17,1,3
c:184551,Company,,Panna,hospitality,operating,2012-01-01,2013-05-06,16.0,USA,NJ,Westfield,Westfield,0,0,1,1350000.0,2013-01-01,2013-05-06,2,2
