,object_id,address1,address2,city,zip_code,state_code,country_code,latitude,longitude
11280,c:176513,3848 Bedford Ave.,,Brooklyn,11229,NY,USA,40.608211,-73.948515
11281,c:176517,7770 Regents Rd,Suite 113-103,San Diego,92122,CA,USA,32.8628082,-117.2244469
11282,c:176519,,,Boston,02138,MA,USA,42.3803274,-71.13891009999998
11283,c:17652,730 Fifth Ave. The Crown Building,Suite 916,New York,10019,NY,USA,40.6599808,-73.9948358
11284,c:176520,109 cherry ave,,Capitola,95010,CA,USA,36.973652,-121.950738
11285,c:176525,2711 152nd Ave NE - Building 6,,Redmond,98052,WA,USA,0.0,0.0
11286,c:17654,1475 Veterans Blvd.,,Redwood City,94063,CA,USA,37.489184,-122.217166
11287,c:17655,,,Santa Clara,0,CA,USA,37.352313,-121.967982
11288,c:176554,415 Congress,Suite 202,Portland,04101,ME,USA,43.6586778,-70.2576934
11289,c:17656,2001 Gateway Place,,San Jose,95161,CA,USA,37.370607,-121.9229966
11290,c:176565,14371 SW Windsong CT,,Tigard,97223,OR,USA,45.429152,-122.824914
11291,c:176567,"1701 Golf Road, 3-604",,Rolling Meadows,60008,IL,USA,42.050692,-88.002554
11292,c:176568,2900 W. Main Street,,Galesburg,61401,IL,USA,40.94749570000001,-90.4180799
11293,c:17657,328 Gibraltar Drive,,Sunnyvale,94089,CA,USA,37.4092917,-122.014027
11294,c:176571,38283 Mount Road,,Sterling Heights,48310,MI,USA,42.5665296,-83.06835190000002
11295,c:17658,555 North Lane,Suite 5040,Conshohocken,19428,PA,USA,0.0,0.0
11296,c:176581,"32 Court Street,Suite 2200",,Brooklyn,11201,NY,USA,0.0,0.0
11297,c:1766,3333 Water Street NW,Suite 450,Washington,20007,DC,USA,37.09024,-95.712891
11298,c:17660,3333 Piedmont Road,Suite 300,Atlanta,30305,GA,USA,0.0,0.0
11299,c:176611,"105 Broadway, Suite 200",,Nashville,37201,TN,USA,0.0,0.0
11300,c:176613,104 B. Harbor Blvd.,,Fullerton,92832,AL,USA,33.8703158,-117.9242425
11301,c:176634,26 John St,,Attleboro,02703,MA,USA,41.9481136,-71.2911603
11302,c:176637,,,Austin,78703,TX,USA,30.2915328,-97.7688358
11303,c:176639,226 5th Avenue,2nd Floor,New York City,10001,NY,USA,40.743944,-73.988242
11304,c:176647,895 Broadway,,New York,10003,NY,USA,40.7388396,-73.9899683
11305,c:176648,,,Cupertino,0,CA,USA,37.3229978,-122.0321823
11306,c:176651,27702 Crown Valley PKWY Suite D4-120,,Ladera Ranch,92694,CA,USA,33.5634919,-117.646281
11307,c:176652,128 King St.,3rd Floor,San Francisco,94107,CA,USA,37.779507,-122.39071
11308,c:176653,640 North LaSalle Drive,Suite 650,Chicago,60654,IL,USA,41.89361629999999,-87.63268620000002
11309,c:176654,,,Philadelphia,0,PA,USA,39.952335,-75.16378900000002
11310,c:17666,,,Menlo Park,0,0,USA,0.0,0.0
11311,c:176660,8 St. Mary's Street,,Boston,02113,MA,USA,0.0,0.0
11312,c:176661,,,Los Angeles,90027,CA,USA,34.1220545,-118.29358909999998
11313,c:176663,330 N. Brand Blvd.,Suite 130,Glendale,91203,CA,USA,34.1516499,-118.2542163
11314,c:176667,2604 Cypress Ridge Blvd,Ste. 101,Wesley Chapel,33544,FL,USA,28.1929058,-82.37770400000002
11315,c:176668,,,Novato,94949,CA,USA,38.0599857,-122.503327
11316,c:176669,,,Santa Monica,90405,CA,USA,34.009746,-118.46595759999998
11317,c:17667,,,Redondo Beach,90277,CA,USA,33.8303776,-118.3841777
11318,c:176670,,,Santa Monica,90405,CA,USA,34.009746,-118.46595759999998
11319,c:176671,"346 Congress St., Unit 410",,Boston,02210,MA,USA,0.0,0.0
11320,c:176672,50 Castilian Drive,,Goleta,93117,CA,USA,34.434475899999995,-119.863908
11321,c:17668,5950 Doyle St,,Emeryville,94608,CA,USA,37.842355,-122.287815
11322,c:176689,123 W. Madison St.,,Chicago,60602,IL,USA,41.881749,-87.631739
11323,c:17669,,,Santa Clara,95054,CA,USA,37.3889943,-121.9643745
11324,c:1767,1011 Western Ave,Ste 1000,Seattle,98104,WA,USA,47.6399006,-122.1914274
11325,c:176701,"5975 Sunset Drive, Suite 702",,South Miami,33143-5174,FL,USA,0.0,0.0
11326,c:176709,17662 Irvine Blvd.,,Tustin,92780,CA,USA,33.748013,-117.824004
11327,c:17671,14242 Ventura Blvd.,3rd Floor,Sherman Oaks,91423,CA,USA,34.149692,-118.443422
11328,c:176715,5960 South 57th St.,,Lincoln,68516,NE,USA,40.7515972,-96.6431094
11329,c:17673,500 Oracle Parkway,,Redwood Shores,94065,CA,USA,0.0,0.0
11330,c:176730,914 Heinz Avenue,,Berkeley,94710,CA,USA,37.853356,-122.291206
11331,c:17674,"30501 Agoura Road,",Suite 203,Agoura Hills,91301,CA,USA,34.14485429999999,-118.7864316
11332,c:176744,,,Las Vegas,0,NV,USA,0.0,0.0
11333,c:176748,2040 Washington St,,Hollywood,33020,FL,USA,26.004088,-80.148225
11334,c:17675,Two Waters Park Drive,Suite 100,San Mateo,94403-1148,CA,USA,37.552806,-122.2916021
11335,c:17676,405 14th Street,Suite 1414,Oakland,94612,CA,USA,37.8038969,-122.2700719
11336,c:176763,36 Riverside Dr,,New York,10023,NY,USA,40.782797,-73.984308
11337,c:176767,"1103 Lucerne Terrace Orlando, FL 32806 US",,Orlando,32806,FL,USA,28.5288893,-81.3806368
11338,c:176768,70 Industrial Park Drive,,Franklin,03235,NH,USA,43.421619,-71.66152190000003
11339,c:176769,70 Industrial Park Drive,,Franklin,03235,NH,USA,43.421619,-71.66152190000003
11340,c:17677,"1400 North Shoreline Blvd, Suite A8",,Mountain View,94043,CA,USA,37.413761,-122.079499
11341,c:176773,,,Los Angeles,90028,CA,USA,34.101218100000004,-118.32573899999998
11342,c:176774,9107 Whilshire Blvd #450,,Beverly Hills,90210,CA,USA,0.0,0.0
11343,c:176775,4730 WOODMAN AVE.,Suite #300,SHERMAN OAKS,91423,CA,USA,0.0,0.0
11344,c:176776,,,Durham,0,NC,USA,35.99403289999999,-78.898619
11345,c:17678,16110 North Florida Ave,,Lutz,33549,FL,USA,28.099348,-82.461323
11346,c:176782,2307 Leghorn St,,Mountain View,94043,CA,USA,37.4189664,-122.09543909999998
11347,c:176783,1391 N.E. Village Street,,Fairview,97024,OR,USA,45.531438,-122.439567
11348,c:176784,550 Kearny Street,Suite 710,San Francisco,94108,CA,USA,37.7933349,-122.4044193
11349,c:176785,,,New York,0,NY,USA,40.7143528,-74.00597309999998
11350,c:176786,309 Blackberry Lane,,Steamboat Springs,80487,CO,USA,40.4812536,-106.8174754
11351,c:176787,,,Menlo Park,94025,CA,USA,37.4484914,-122.1802812
11352,c:176791,350 Frank Ogawa Plaza Suite 100,,Oakland,94612,CA,USA,0.0,0.0
11353,c:176792,3208 W Lake Mary Blvd,,Lake Mary FL,32779,FL,USA,28.756695,-81.3347678
11354,c:176793,520 East Weddell Drive #11,,Sunnyvale,94089,CA,USA,0.0,0.0
11355,c:176796,"235 Promenade Street, suite 141",,Providence,02908,RI,USA,0.0,0.0
11356,c:176798,186 3rd Avenue,,Waltham,02451,MA,USA,42.3901351,-71.2614557
11357,c:1768,1 Sansome St 33rd Floor,,San Francisco,94104,CA,USA,0.0,0.0
11358,c:17680,101 Arch St.,Suite 1510,Boston,02110,MA,USA,37.4777028,-121.9250553
11359,c:176804,650 Parkway Dr,,Park City,84098,UT,USA,40.7360169,-111.498001
11360,c:176805,,,Brooklyn,11235,NY,USA,40.5860069,-73.9418603
11361,c:176807,1010 Spring Cypress Rd,,Spring,77373,TX,USA,30.077756,-95.428786
11362,c:176809,404 East 3rd Street #213,,Mount Vernon,10553,NY,USA,0.0,0.0
11363,c:17681,P.O. Box 81226,,Seattle,98108-1226,WA,USA,47.5405059,-122.3045438
11364,c:176812,12534 Valley View Street,,Garden Grove,92845,CA,USA,33.7803732,-118.0301754
11365,c:17682,3 Twin Dolphin Drive,Suite 100,Redwood City,94065,CA,USA,0.0,0.0
11366,c:176824,23122 Lacroix Ln #56,,Plainfield,60585,IL,USA,0.0,0.0
11367,c:176829,25547 CANYON CROSSING DR  RICHMOND  TX,,RICHMOND,77406,TX,USA,29.5821811,-95.7607832
11368,c:176831,15111 Beach Blvd,,Westminster,92683,CA,USA,33.7433594,-117.9897723
11369,c:176847,One First Street - Suite 5,,Los Altos,94022,CA,USA,0.0,0.0
11370,c:17685,,,Union City,0,CA,USA,37.602219,-122.015681
11371,c:176850,Suite 220,624 South Boston Avenue,Tulsa,74119,OK,USA,36.1773505,-96.4779384
11372,c:176853,1212 Terra Bella Avenue,,Mountain View,94043,CA,USA,37.40912700000001,-122.07886200000002
11373,c:176854,4711 Vireridge Ave,,San Diego,92123,CA,USA,32.7471067,-117.1906045
11374,c:176856,2164 Hwy 35,Building A,Sea Girt,08750,NJ,USA,40.137367,-74.062025
11375,c:17686,**** Hayma**** Dr,,Virginia Beach,23462,VA,USA,0.0,0.0
11376,c:176860,433 5th Ave,4th Floor,New York,10016,NY,USA,40.7512265,-73.9822959
11377,c:176863,2100 Webster St,Suite 302,San Francisco,CA 94115,0,USA,37.7907826,-122.432378
11378,c:176864,226 5th Avenue,2nd Floor,New York City,10001,NY,USA,40.743944,-73.988242
11379,c:176865,16605 East Palisades Blvd,,Fountain Hills,85268,AZ,USA,33.60826289999999,-111.7196132
11380,c:176867,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11381,c:17687,6310 San Vicente Blvd,Suite 404,Los Angeles,90048,CA,USA,34.060523,-118.367703
11382,c:17688,2380 Owen St.,,Santa Clara,95054,CA,USA,37.380364,-121.9823779
11383,c:176886,,,Brooklyn,11211,NY,USA,40.7180036,-73.9653715
11384,c:17689,6591 Dumbarton Circle,,Fremont,94555,CA,USA,0.0,0.0
11385,c:176892,860 lexington,,New York,10065,NY,USA,40.76587,-73.965847
11386,c:1769,1001 Bayhill Drive,Suite 180,San Bruno,94066,CA,USA,37.09024,-95.712891
11387,c:176902,16690 Swingley Ridge Road,Suite 260,Chesterfield,63017,MO,USA,38.662602,-90.568949
11388,c:176903,6525 Gunpark Drive,Suite 370-503,Boulder,80301,CO,USA,40.0701673,-105.2009586
11389,c:176905,4431 Southeast California Avenue,,Topeka,66609,KS,USA,38.98719000000001,-95.6529429
11390,c:176907,36 Washington Street,Suite 120,Wellesley Hills,02481,MA,USA,42.32415,-71.26023599999998
11391,c:176912,461 Calle San Pablo,,Camarillo,93012,CA,USA,34.2076498,-119.0392685
11392,c:176915,301 Main St suite 19e,,San Francisco,94104,CA,USA,0.0,0.0
11393,c:176917,137 Varick St,,New York,10013,NY,USA,39.6895036,-84.16882740000001
11394,c:176919,A SmartSign Store,"32 Court Street, Suite 2200",Brooklyn,11201,NY,USA,33.0050742,-96.5528058
11395,c:17692,"15455 North Dallas Pkwy,",Suite 600,Addison,75001,TX,USA,32.960053,-96.82273
11396,c:176920,,,0,0,CA,USA,0.0,0.0
11397,c:176922,32 Court Street,Suite 2200,Brooklyn,11201,NY,USA,40.69296729999999,-73.9908643
11398,c:176923,24814 Union Turnpike,,Bellerose,11426,NY,USA,40.74245620000001,-73.7215185
11399,c:176924,,,0,0,0,USA,0.0,0.0
11400,c:176937,324 East Oak Street,,Fort Collins,80524,CO,USA,40.585978,-105.072731
11401,c:176951,"11975 El Camino Real, Suite 101",,San Diego,92130,CA,USA,0.0,0.0
11402,c:176962,1618 Sheephead Bay Road,,New York,11235,NY,USA,40.5868693,-73.9527314
11403,c:176963,"6400 Shafer Court, Suite 225",,Rosemont,60018,IL,USA,0.0,0.0
11404,c:176965,195 Farmington Avenue,Suite 208,Farmington,06032,CT,USA,41.7386416,-72.7925237
11405,c:176967,621 W. Willow Ave.,,Visalia,93291,CA,USA,36.3283419,-119.2984205
11406,c:176968,15950 North Dallas Parkway,Suite 400,Dallas,75248,TX,USA,32.966291600000005,-96.8205593
11407,c:17697,7369 Grand Ave,,Winter Park,32792,FL,USA,28.621704,-81.290729
11408,c:176973,NASA Ames Research,"Building 19, Room 2073",Moffett Field,94035,CA,USA,37.4271813,-122.0619054
11409,c:176977,1100 West St.,,Laurel,20707,MD,USA,39.1044408,-76.8643661
11410,c:176978,1990 South Bundy Drive,Suite 200,Los Angeles,90025,CA,USA,34.034465000000004,-118.455484
11411,c:176988,4101 Sun Meadows Street,,"Plano,",75024,TX,USA,33.076996,-96.773786
11412,c:176998,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11413,c:177,2030 Addison St.,Suite 620,Berkeley,0,CA,USA,37.870744,-122.269259
11414,c:1770,,,New York City,0,NY,USA,40.757929,-73.985506
11415,c:177000,195 Bowery 3rd Floor,,New York,10002,NY,USA,40.7208859,-73.9935778
11416,c:177001,241 West Federal Street,Suite 308,Youngstown,44503,OH,USA,41.101245,-80.652918
11417,c:177003,525 South 4th Street,Suite 471,Philadelphia,19147,PA,USA,39.9419527,-75.1490316
11418,c:177005,,,Fremont,94536,CA,USA,37.5641425,-122.004179
11419,c:177006,3065 Beyer Blvd,Suite B-103-1,San Diego,92154,CA,USA,32.571827,-117.065751
11420,c:177009,1871: 222 Merchandise Mart Plaza,Suite 1212,Chicago,60654,IL,USA,41.8883695,-87.63536450000002
11421,c:177011,153 Townsend Street,Suite 9061,San Francisco,94107,CA,USA,37.7796347,-122.39181229999998
11422,c:177013,"12 West 31st Street, 5th Floor",,New York,10001,NY,USA,40.7468414,-73.98682459999998
11423,c:177014,118 E. 16th St.,2nd Floor Ste: 200,Los Angeles,90015,CA,USA,34.033485799999994,-118.2623867
11424,c:177017,1590 Yosemite,,San Francisco,94124,CA,USA,37.7261373,-122.3904105
11425,c:177018,25 Upton Drive,,Wilmington,01887,MA,USA,42.5927331,-71.15032190000002
11426,c:177020,"4225 Executive Square, Suite 400",,San Diego,92037,CA,USA,0.0,0.0
11427,c:177024,1436 Second St,Suite 205,Napa,94559,CA,USA,38.2966249,-122.2886669
11428,c:177025,"201 E. Ogden Avenue, Suite 112",,Hinsdale,60521,IL,USA,0.0,0.0
11429,c:177026,"720 Brooker Creek Blvd., Ste 215",,Oldsmar,34677,FL,USA,0.0,0.0
11430,c:177031,800 Wilcrest Dr. Suite #258,,Houston,77042,TX,USA,0.0,0.0
11431,c:177036,2013 Holford Rd.,,Garland,75044,TX,USA,32.962516,-96.6597139
11432,c:177049,2600 North Central Expressway,Suite 400,Richardson,75080,TX,USA,32.9927912,-96.7086124
11433,c:17705,507 Saint Claire Drive,,Palo Alto,94306,CA,USA,37.42583,-122.123092
11434,c:177050,6688 North Central Expressway,Suite 1200,Dallas,75206,TX,USA,32.847781,-96.771534
11435,c:17706,6601 Sylvan Road,,Houston,77023,TX,USA,29.718868,-95.313311
11436,c:177060,"99 Hudson Street, 3rd Floor",,New York,10013,NY,USA,40.718977,-74.00892900000002
11437,c:177066,446 South Abbott Avenue,,Milpitas,95035,CA,USA,0.0,0.0
11438,c:177068,510 Spring Street,Suite 120,Herndon,20170,VA,USA,38.96480250000001,-77.3822062
11439,c:177069,15950 N. Dallas Parkway Suite 575,,Dallas,75248,TX,USA,0.0,0.0
11440,c:177070,"3312 Rosedale Street, Suite 203",,Gig Harbor,98335,WA,USA,0.0,0.0
11441,c:177079,20 Haarlem Avenue,,White Plains,10603,NY,USA,0.0,0.0
11442,c:17709,,,Cranford,07016,NJ,USA,40.6569929,-74.30595459999998
11443,c:1771,2026 S Silverstone Way,,Meridian,83642,ID,USA,43.587692,-116.352057
11444,c:177109,,,Santa Monica,0,CA,USA,34.01945429999999,-118.4911912
11445,c:177111,1919 120th AVE NE Suite B,,Bellevue,98005,WA,USA,47.6278034,-122.1804847
11446,c:177112,435 E. Grand River Ave. Suite 211,,East Lansing,48823,MI,USA,0.0,0.0
11447,c:177128,2500 El Camino Real,,Palo Alto,94306,CA,USA,37.4243722,-122.1449321
11448,c:177129,421 Fairview Ave N,,Seattle,98109,WA,USA,47.6227225,-122.3344761
11449,c:17713,333 N. Michigan Avenue,Suite 1022,Chicago,60601,IL,USA,41.885408,-87.625677
11450,c:177135,P.O. Box 6507,,Toledo,43612,OH,USA,41.7084764,-83.5390002
11451,c:177138,"1133 Westchester Avenue, Suite N136",,White Plains,10604,NY,USA,0.0,0.0
11452,c:17714,PO Box 531,,Pacifica,94044,CA,USA,37.45612970000001,-122.1235054
11453,c:177143,"1040 1st Ave, Suite 187",,New York,10022,NY,USA,0.0,0.0
11454,c:177144,2100 West Loop South,9th Floor,Houston,77027,TX,USA,29.74592800000001,-95.4575454
11455,c:177146,,,Hoboken,07030,NJ,USA,40.744052,-74.0270745
11456,c:177149,625 2nd street,Suite 200,San Francisco,94107,CA,USA,37.7813581,-122.39138590000002
11457,c:177150,"600 North Pearl Street, Suite 900",,Dallas,75207,TX,USA,0.0,0.0
11458,c:177151,111 Woodmere Road,Suite 190,Folsom,95630,CA,USA,38.655294,-121.184607
11459,c:177154,,,Irvine,92618,CA,USA,33.665242,-117.7490656
11460,c:177159,Bucktown,,Chicago,60614,IL,USA,41.9211473,-87.68276759999998
11461,c:17716,5395 Main Street,,Stephens City,22655,VA,USA,39.0832204,-78.218254
11462,c:177161,44 N Wolfe Road,,Sunnyvale,94085,CA,USA,37.3823218,-122.0126475
11463,c:177163,760 Chapel St,,New Haven,06510,CT,USA,41.3044317,-72.9249711
11464,c:177164,,,Philadelphia,0,PA,USA,39.952335,-75.16378900000002
11465,c:177166,319 Ramona Street,,Palo Alto,94301,CA,USA,37.446789,-122.164118
11466,c:177171,10437 South Jordan Gateway Blvd.,,South Jordan,84095,UT,USA,40.562187,-111.901428
11467,c:177173,249 E. Ocean Boulevard,Suite 501,Long Beach,90802,CA,USA,33.7674881,-118.1899914
11468,c:177174,111 W. Ocean Boulevard,4th Floor,Long Beach,90802,CA,USA,34.1463887,-118.1487813
11469,c:177176,,,San Jose,95148,CA,USA,37.33158270000001,-121.7708337
11470,c:177177,,,Seattle,0,WA,USA,0.0,0.0
11471,c:17718,4123 Hwy 42,,Fish Creek,54212,WI,USA,0.0,0.0
11472,c:177180,,,Seattle,0,WA,USA,47.6062095,-122.33207079999998
11473,c:177183,"918 Parker St, Suite 14",,Berkeley,94710,CA,USA,0.0,0.0
11474,c:177199,211 Warren Street,NJIT EDC; Suite 414,Newark,07103,NJ,USA,40.7424069,-74.18215490000001
11475,c:1772,500 Third Street,Suite 510,San Francisco,94107,CA,USA,37.781863,-122.393897
11476,c:177204,555 Howard St,,San Francisco,94105,CA,USA,37.78733070000001,-122.3969048
11477,c:177213,400 Continental Boulevard,6th Floor,El Segundo,90245,CA,USA,33.920638000000004,-118.390287
11478,c:177214,,,San Francisco,94110,CA,USA,37.7485824,-122.4184108
11479,c:177215,44-489 Town Center Way,Ste. D-262,Palm Desert,92260,CA,USA,33.7258424,-116.3984221
11480,c:177216,315 W 33rd St.,,New York,10001,NY,USA,40.751749,-73.99482950000002
11481,c:177219,Box 774000-368,1815 Central Park Drive,Steamboat Springs,80477,CO,USA,40.49,-106.83
11482,c:177223,13112 SIRIUS AVE,,Orange,92868,CA,USA,33.790828999999995,-117.90418
11483,c:177228,222 W Merchandise Mart Plaza #1212,,Chicago,60654,IL,USA,0.0,0.0
11484,c:177233,"800 West Olympic Blvd., Suite 305",,Los Angeles,90015,CA,USA,0.0,0.0
11485,c:17724,6601 Koll Center Parkway,Suite 320,Pleasanton,94566,CA,USA,37.661002,-121.897829
11486,c:17725,100 Century Center Court,Suite 800,San Jose,95112,CA,USA,37.367838,-121.915594
11487,c:177251,1101 St. Gregory St. #300,,Cincinnati,45202,OH,USA,0.0,0.0
11488,c:177252,2951 Flowers Rd. South,Suite 227,Atlanta,30341,GA,USA,33.8710469,-84.2671338
11489,c:177255,325 N Santa Anita Ave,,Arcadia,91006,CA,USA,34.144015,-118.032176
11490,c:17726,429 Lenox Ave R402,,Miami Beach,33139,FL,USA,25.774085,-80.139143
11491,c:17727,55 Hawthorne St. Suite 610,,San Francisco,94105,CA,USA,37.785655,-122.398393
11492,c:177273,,,Louisville,40204,KY,USA,38.2415063,-85.72307190000002
11493,c:177288,Home,,Holly Springs,27540,NC,USA,35.6910341,-78.77773559999999
11494,c:17729,"2077 Gateway Place, Ste 300",,San Jose,95110,CA,USA,37.371088,-121.925355
11495,c:177293,,,San Francisco,0,CA,USA,0.0,0.0
11496,c:177296,225 Terry Avenue N,,Seattle,98109,WA,USA,47.6206537,-122.3372999
11497,c:177299,555 West Jackson Blvd,Suite 400,Chicago,60661,IL,USA,0.0,0.0
11498,c:1773,One Embarcadero Center,Suite 900,San Francisco,94111,CA,USA,37.856743,-122.480153
11499,c:17730,1526 14th Street,,Santa Monica,90404,CA,USA,34.021912,-118.483666
11500,c:177306,26 East 9th Street,,Newport,41071,KY,USA,39.0876011,-84.49085500000002
11501,c:177309,32 Union Sq E,Suite 1008,New York,10003,NY,USA,40.7357796,-73.98939229999998
11502,c:17731,199 Fremont St.,,San Francisco,94105,CA,USA,37.7892685,-122.3951844
11503,c:177311,300 S. Interlachen Ave,Unit 101,Winter Park,32789,FL,USA,28.595202,-81.348225
11504,c:177313,665 3rd St #150,,San Francisco,94107,CA,USA,0.0,0.0
11505,c:177319,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11506,c:17732,N Broadway,,Chicago,60657,IL,USA,41.951198,-87.649563
11507,c:177322,2200 Powell St,Ste 900,Emeryville,96804,CA,USA,37.838818,-122.30156399999998
11508,c:177324,657 Mission Street,,San Francisco,94105,CA,USA,37.7868333,-122.4011603
11509,c:177326,222 E. 34th Street,Suite 1028,New York,10028,NY,USA,42.106703,-80.064436
11510,c:177330,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11511,c:177333,811 W Evergreen St,Ste 303,Chicago,60642,IL,USA,41.906116,-87.64882
11512,c:177335,,,Petaluma,94952,CA,USA,38.232417,-122.6366524
11513,c:177336,848 North Rainbow Boulevard #3579,,Las Vegas,89107,NV,USA,0.0,0.0
11514,c:17734,P.O. Box 50,,Richboro,18954,PA,USA,40.2230691,-74.9968543
11515,c:177354,770 Broadway,,New York,10003,NY,USA,40.7308399,-73.99136659999998
11516,c:177368,6400 S. Fiddler's Green Circle,Suite 1500,Greenwood Village,80111,CO,USA,39.5996015,-104.8904951
11517,c:17737,591 Yosemite Drive,,Milpitas,95035,CA,USA,37.422677,-121.8934565
11518,c:177377,307 West 38 Street,Suite 1605,New York,10018,NY,USA,40.7550768,-73.99225759999999
11519,c:17738,1400 Fashion Island Boulevard,Suite 602,San Mateo,94404,CA,USA,37.555962,-122.288006
11520,c:177385,,,Aliso Viejo,92656,CA,USA,33.575,-117.725556
11521,c:177386,1192 Cherry Avenue,,San Bruno,94066,GA,USA,37.633198,-122.4286554
11522,c:17739,,,Macomb,48044,MI,USA,42.6547932,-82.9178838
11523,c:177391,1810A Embarcadero Road,,Palo Alto,94303,CA,USA,37.4513576,-122.1169618
11524,c:177397,825 3rd Avenue,33rd Floor,New York,10005,NY,USA,40.7556747,-73.97008249999998
11525,c:177398,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11526,c:177399,,,Boulder,0,CO,USA,40.0149856,-105.2705456
11527,c:177401,401 Hall St.,Suite 213,Grand Rapids,49503,MI,USA,42.94191,-85.679004
11528,c:177402,11482 Fox Cross Rd,,Ashland,23005,VA,USA,37.7204036,-77.4620912
11529,c:177405,321 N Clark #2550,,Chicago,60605,IL,USA,0.0,0.0
11530,c:177406,,,Boulder,0,CO,USA,40.0149856,-105.2705456
11531,c:177407,660 N. Central Expressway,Suite 450,Plano,75074,TX,USA,33.008127,-96.7066339
11532,c:177409,,,Dallas,75024,TX,USA,33.0787152,-96.8083063
11533,c:177412,"20411 Birch St., Suite 330,",,Newport Beach,92660,CA,USA,0.0,0.0
11534,c:17742,,,Chicago,60657,IL,USA,41.9403795,-87.6531805
11535,c:177422,6900 Delmar Blvd,,St. Louis,63130,MO,USA,38.656221,-90.3114779
11536,c:177427,,,Los Angeles,0,CA,USA,34.0522342,-118.24368490000002
11537,c:177428,,,Boulder,0,CO,USA,40.0149856,-105.2705456
11538,c:177429,611 South Palm Canyon Drive,#7-125,Palm Springs,92264,CA,USA,33.8138483,-116.5455761
11539,c:177433,"383, King Street,",,San Francisco,94158,CA,USA,37.7745059,-122.3956444
11540,c:17745,,,Oakland,0,CA,USA,0.0,0.0
11541,c:177466,Cambridge Ctr,,Cambridge,0,MA,USA,42.3647751,-71.0877652
11542,c:17747,George Washington University,,"Washington, D.C.",0,DC,USA,38.905242,-77.05005200000002
11543,c:177473,9161 Narcoossee Rd. Suite 210,,Orlando,32827,FL,USA,0.0,0.0
11544,c:177474,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11545,c:177483,,,Irvine,92612,CA,USA,34.0349051,-118.6941818
11546,c:177485,189 Main St,Suite #2,Maynard,01754,MA,USA,42.4305114,-71.4606498
11547,c:177490,125 Main St. SE,#100,Minneapolis,55414,MN,USA,44.9846568,-93.2550986
11548,c:177494,,237 Kearny St. #314,San Francisco,94108,CA,USA,0.0,0.0
11549,c:17750,P.O. Box 842617,,Houston,77284,TX,USA,29.7632,-95.3633
11550,c:17751,"1500 Broadway, 18th Floor",,New York,10036,NY,USA,0.0,0.0
11551,c:177520,417 W Hutchinson Ave,,Pittsburgh,15218,PA,USA,40.433202,-79.892701
11552,c:177521,3500 Piedmont Rd NE,Suite 625,Atlanta,30305,GA,USA,33.8490823,-84.37767149999998
11553,c:177528,,,Seattle,98103,WA,USA,47.66000870000001,-122.3425575
11554,c:177530,5600 Wilshire Blvd.,,los angeles,90036,CA,USA,34.0614739,-118.351293
11555,c:177533,2232 South Nellis Boulevard,,Las Vegas,89104,NV,USA,36.145903,-115.06353090000002
11556,c:177539,10055 samoa ave #702,,Tujunga,91042,CA,USA,0.0,0.0
11557,c:177546,P.O. BOX 3238,,0,27616,NC,USA,35.8774409,-78.5547283
11558,c:17755,PO Box 6543,,Traverse City,49696,MI,USA,44.7408,-85.5949
11559,c:177550,,,Miami,0,AZ,USA,33.3992217,-110.8687232
11560,c:177566,1851 NE 146 Street,,North Miami,33181,FL,USA,25.9103538,-80.16162159999998
11561,c:17757,2465 East Bayshore Road,Suite 300,Palo Alto,94303,CA,USA,37.4483493,-122.1191513
11562,c:177572,1310 Hollenbeck Ave.,,Sunnyvale,94087,CA,USA,37.3513795,-122.0413112
11563,c:177575,180 Lexington Ave,,New York,0,NY,USA,40.7446709,-73.981238
11564,c:177576,1121 E Commercial Blvd,,Fort Lauderdale,33334,FL,USA,26.188994,-80.1324488
11565,c:177577,6919 W Broward Blvd,,Plantation,33317,FL,USA,26.1208091,-80.23864859999998
11566,c:17758,462 7th Avenue,21st Floor,New York,10018,NY,USA,40.7429533,-73.98446109999998
11567,c:177583,1620 Monk Road,,Gladwyne,19035,PA,USA,40.047254,-75.2611189
11568,c:17760,445 Medical Center Blvd.,,Webster,77598,TX,USA,29.740868,-95.4850223
11569,c:177601,1777 S Burlington Blvd,#478,Burlington,98233,WA,USA,48.4525111,-122.3354471
11570,c:177604,139 Townsend St.,Suite 250,San Francisco,94107,CA,USA,0.0,0.0
11571,c:177605,,,Chicago,0,IL,USA,41.8781136,-87.62979820000002
11572,c:17761,,,Baltimore,21202,MD,USA,39.2949894,-76.6094997
11573,c:177610,,,San Francisco,0,CA,USA,37.7749295,-122.4194155
11574,c:177612,1322 81st Ave NE,,Minneapolis,55432,MN,USA,45.11501120000001,-93.2376575
11575,c:177613,239 nw 13th ave,,Portland,97209,OR,USA,0.0,0.0
11576,c:177614,175 Varick St,,New York,10013,NY,USA,40.727425,-74.0057125
11577,c:177618,264 Highland Park Blvd.,,Wilkes Barre,0,PA,USA,41.240723,-75.851176
