object_id,last_funding_round_type,funding_rounds_count,number_of_participants
c:178792,angel,1,1
c:178793,private-equity,2,0
c:1788,series-a,2,5
c:178800,venture,1,0
c:178809,venture,1,0
c:178811,other,5,6
c:178813,venture,1,0
c:178816,angel,1,1
c:17882,series-a,1,1
c:178820,angel,1,1
c:17883,venture,1,1
c:178830,angel,1,0
c:178832,venture,1,2
c:17884,series-c+,3,14
c:178859,series-a,1,1
c:17886,series-c+,2,7
c:178861,venture,4,1
c:178865,angel,1,1
c:178866,angel,1,1
c:178870,angel,1,1
c:178871,venture,1,2
c:178873,series-a,1,0
c:178891,series-a,1,1
c:178893,private-equity,1,0
c:178898,angel,1,0
c:1789,series-a,2,4
c:178902,angel,2,3
c:178908,other,6,2
c:17891,series-c+,1,2
c:178915,angel,1,1
c:178916,venture,2,1
c:17892,series-a,2,0
c:178920,venture,1,0
c:17893,venture,4,12
c:17894,venture,3,10
c:17896,venture,1,0
c:178966,angel,2,0
c:17897,venture,2,3
c:178974,series-a,1,4
c:178975,angel,1,1
c:17898,other,5,7
c:178981,venture,1,2
c:178982,series-a,1,2
c:178984,venture,1,1
c:178991,series-a,2,3
c:179,series-b,2,2
c:17901,angel,1,0
c:179013,angel,1,1
c:179045,angel,2,0
c:179055,angel,2,1
c:179079,angel,1,2
c:17908,angel,1,0
c:179092,angel,1,0
c:179095,series-a,1,7
c:179101,angel,1,3
c:179115,angel,1,0
c:179132,series-a,1,3
c:179149,venture,1,0
c:179156,series-a,1,0
c:179168,angel,2,8
c:179179,venture,1,1
c:179180,angel,1,1
c:179187,other,1,0
c:179205,venture,2,0
c:179208,private-equity,2,7
c:179212,angel,1,2
c:179214,other,2,0
c:179219,series-a,1,4
c:179220,other,2,0
c:179223,angel,1,0
c:179224,series-c+,4,3
c:17923,venture,3,6
c:179230,angel,5,3
c:179240,series-b,1,4
c:179246,series-a,2,4
c:179269,series-a,1,0
c:179304,venture,1,0
c:17931,angel,1,0
c:179320,series-b,2,0
c:179321,angel,1,0
c:179328,venture,1,2
c:179329,venture,1,1
c:179331,series-c+,1,1
c:179356,venture,1,1
c:179365,angel,1,1
c:179371,angel,1,2
c:179372,venture,1,1
c:179392,series-a,1,3
c:179393,angel,1,1
c:1794,series-c+,4,8
c:17940,other,4,5
c:179400,series-b,1,1
c:179409,angel,1,1
c:179415,angel,1,1
c:179417,angel,1,1
c:17943,angel,1,1
c:179439,angel,1,1
c:179441,angel,1,1
c:179448,angel,1,2
c:179456,series-a,2,10
c:179457,venture,1,9
c:179459,series-a,1,1
c:179469,angel,1,1
c:179470,other,1,0
c:179489,angel,1,0
c:1795,series-b,3,8
c:179500,angel,3,3
c:179503,series-a,2,1
c:179507,venture,1,2
c:179514,other,2,2
c:179520,series-a,1,1
c:179530,series-a,2,24
c:179535,series-a,1,1
c:179544,series-a,1,0
c:179566,angel,1,5
c:179568,angel,1,0
c:17957,series-c+,5,9
c:179587,venture,1,1
c:179599,series-a,1,2
c:179602,angel,1,0
c:17962,series-b,2,4
c:179627,series-a,1,1
c:179628,series-a,1,7
c:179635,angel,1,0
c:179637,series-c+,4,10
c:179640,angel,1,6
c:179652,angel,1,0
c:17966,angel,1,0
c:179677,series-a,2,9
c:17968,series-c+,2,3
c:179689,angel,1,0
c:17969,series-c+,1,3
c:17970,series-c+,1,2
c:179701,series-a,3,7
c:179702,series-a,3,1
c:17971,series-b,2,4
c:179717,angel,1,1
c:179725,other,1,0
c:17974,series-a,1,1
c:179741,angel,1,1
c:179744,angel,1,0
c:179748,series-a,2,3
c:179784,series-a,1,2
c:1798,angel,1,0
c:17983,private-equity,4,8
c:179854,venture,1,0
c:179855,series-b,1,2
c:179858,venture,1,1
c:17986,venture,1,1
c:179865,venture,1,0
c:17987,venture,1,2
c:179871,series-c+,5,3
c:17988,series-a,1,3
c:17989,venture,2,2
c:1799,series-b,2,2
c:17990,series-c+,4,28
c:17991,venture,3,2
c:17993,series-c+,3,9
c:179939,venture,4,7
c:17998,series-a,1,3
c:18,series-c+,4,9
c:180,venture,5,9
c:18001,venture,1,1
c:180029,series-b,1,2
c:18005,venture,6,23
c:180071,venture,1,0
c:180078,private-equity,3,2
c:180096,series-a,1,1
c:180133,series-b,1,1
c:180154,angel,1,0
c:180156,series-b,3,2
c:18021,series-c+,4,14
c:180245,angel,7,7
c:180246,other,6,0
c:18025,angel,1,0
c:180250,angel,3,4
c:18027,series-b,3,7
c:18028,other,2,6
c:18029,series-b,1,4
c:180313,angel,1,2
c:180318,angel,1,2
c:180321,angel,1,2
c:180322,angel,1,2
c:180324,angel,1,2
c:180326,angel,1,0
c:180328,angel,1,2
c:18033,venture,2,9
c:180331,angel,1,2
c:18038,series-c+,8,30
c:18043,venture,1,1
c:18051,venture,5,5
c:180515,venture,1,1
c:180517,angel,1,0
c:18053,series-c+,3,3
c:18056,angel,3,3
c:180563,venture,1,1
c:180564,venture,1,0
c:180567,venture,1,1
c:18058,venture,1,1
c:180599,angel,3,2
c:1806,series-a,1,4
c:18061,series-a,1,1
c:180613,series-a,1,0
c:18062,angel,1,5
c:180629,private-equity,1,1
c:180644,series-a,1,1
c:180652,private-equity,1,0
c:180668,venture,1,2
c:180669,series-a,1,3
c:180675,venture,1,4
c:180688,angel,1,0
c:1807,other,3,8
c:18070,other,5,23
c:180710,series-b,2,5
c:180721,angel,1,2
c:180722,angel,2,2
c:180726,angel,2,3
c:18075,venture,1,5
c:180751,series-a,1,1
c:180752,angel,1,6
c:180761,series-c+,1,1
c:180765,venture,1,1
c:18077,series-c+,7,16
c:1808,series-a,2,0
c:18080,series-a,1,3
c:180815,angel,1,3
c:18082,series-c+,7,27
c:180827,angel,1,1
c:180838,angel,1,1
c:18085,series-a,1,1
c:180887,venture,1,2
c:1809,series-a,2,2
c:180919,angel,1,2
c:18092,angel,1,0
c:180928,series-a,2,23
c:180938,angel,1,1
c:180952,angel,2,1
c:180962,series-a,2,8
c:180979,angel,1,0
c:180989,series-a,1,2
c:18099,venture,1,1
c:180996,angel,2,0
c:181,series-a,1,1
c:181009,angel,2,1
c:181022,angel,1,4
c:181037,series-c+,2,7
c:18105,venture,3,1
c:18106,series-b,4,8
c:181064,angel,1,1
c:181067,other,1,0
c:181085,angel,1,1
c:181103,series-a,1,1
c:181124,angel,1,1
c:181145,series-b,4,14
c:181149,venture,1,1
c:181155,angel,1,1
c:181162,series-a,1,3
c:181166,series-a,1,4
c:181168,angel,1,1
c:181169,series-b,2,4
c:18117,venture,1,0
c:18118,venture,1,1
c:181187,series-a,1,4
c:18119,venture,1,1
c:1812,series-c+,8,31
c:181207,series-a,1,0
c:181209,angel,1,2
c:18122,venture,1,1
c:181226,other,4,5
c:181227,angel,1,1
c:181233,series-a,1,2
c:18126,series-b,1,2
c:181260,angel,2,1
c:18128,series-c+,1,7
c:181308,series-a,1,0
c:181319,angel,1,1
c:18132,venture,1,0
c:181333,angel,1,2
c:181343,venture,1,0
c:181345,angel,2,5
c:18135,series-c+,2,8
c:181356,series-a,1,1
c:181382,angel,1,1
c:181383,angel,1,0
c:181384,series-a,2,9
c:181386,venture,2,0
c:181388,series-b,2,7
c:181395,angel,1,1
c:181433,series-a,2,10
c:181454,series-a,1,2
c:181463,angel,1,0
c:181471,venture,1,1
c:181484,series-a,1,1
c:181485,series-a,1,2
c:1815,series-c+,3,7
c:181524,venture,1,0
c:181544,crowdfunding,1,0
c:181562,angel,1,1
c:181565,series-a,1,0
c:181572,angel,1,0
c:181576,angel,1,0
c:181586,other,3,1
c:18159,private-equity,3,5
c:18160,series-b,4,8
c:181607,angel,1,1
c:18161,series-c+,1,4
c:18162,venture,5,18
c:181621,angel,1,0
c:181627,series-a,1,0
c:18163,series-b,2,5
c:18164,series-b,2,7
c:181642,venture,2,3
c:181645,angel,3,2
c:181668,series-a,1,1
c:18167,venture,6,35
c:181675,series-a,3,1
c:1817,series-b,2,6
c:181710,angel,1,3
c:18176,angel,1,1
c:18178,angel,1,0
c:18179,series-c+,3,9
c:181791,angel,1,1
c:181880,series-a,2,8
c:1819,series-b,2,7
c:181911,angel,1,1
c:181915,other,1,1
c:181917,series-a,2,4
c:18192,series-a,1,0
c:181928,series-a,1,0
c:181929,series-a,3,2
c:181932,angel,3,3
c:181944,series-a,1,2
c:181946,angel,1,2
c:181960,venture,2,0
c:181968,series-a,1,3
c:181974,angel,2,3
c:18198,angel,1,0
c:18199,series-c+,1,2
c:182,series-c+,3,5
c:1820,venture,2,7
c:182001,angel,1,1
c:182008,venture,1,4
c:182011,angel,4,4
c:18202,venture,5,11
c:182020,angel,1,1
c:182045,series-b,2,7
c:182069,angel,1,3
c:182071,angel,1,1
c:182096,private-equity,1,0
c:182099,angel,1,0
c:1821,angel,1,1
c:18210,angel,1,6
c:182113,angel,1,1
c:182119,angel,1,0
c:182124,angel,1,1
c:182129,angel,1,0
c:18213,series-b,2,6
c:182133,angel,1,0
c:182138,angel,1,3
c:182152,angel,1,1
c:18216,series-a,1,1
c:182180,other,1,0
c:182186,angel,1,1
c:182188,venture,1,1
c:1822,angel,1,1
c:182226,series-a,3,6
c:18223,series-a,1,2
c:18224,other,3,7
c:182249,series-a,1,2
c:18225,series-a,1,3
c:182259,angel,2,0
c:18226,venture,1,0
c:182261,angel,2,0
c:182268,angel,4,4
c:182272,angel,1,0
c:18228,angel,1,0
c:182291,angel,1,2
c:182309,angel,1,0
c:18233,venture,1,5
c:18234,angel,1,0
c:182357,angel,1,0
c:182376,angel,2,0
c:182414,angel,1,1
c:18242,series-a,2,2
c:182425,series-a,1,2
c:182427,angel,2,1
c:182440,venture,2,2
c:182445,angel,1,0
c:182447,private-equity,1,2
c:182449,other,3,1
c:182452,angel,1,0
c:182474,venture,2,2
c:182494,angel,2,2
c:182498,series-a,2,3
c:182506,series-a,1,0
c:182514,series-c+,6,5
c:182525,series-a,3,0
c:182527,series-a,1,2
c:182562,angel,1,2
c:182568,angel,1,0
c:182588,venture,1,0
c:1826,angel,1,0
c:18260,venture,5,21
c:18261,angel,1,1
c:182634,angel,1,6
c:182668,angel,1,0
c:182681,series-a,2,0
c:182691,other,3,0
c:1827,series-c+,4,7
c:182702,angel,1,0
c:182707,venture,1,2
c:182720,angel,1,0
c:182735,series-a,2,7
c:182740,venture,1,1
c:182743,venture,1,2
c:182746,series-a,1,3
c:182751,angel,1,0
c:182774,angel,1,0
c:182777,venture,3,3
c:182778,angel,1,0
c:182787,private-equity,1,1
c:18280,series-c+,3,4
c:182805,venture,1,1
c:182806,angel,1,1
c:182822,angel,1,0
c:182831,series-b,2,3
c:182832,venture,3,7
c:182833,venture,5,0
c:182836,series-c+,3,0
c:182846,angel,1,1
c:182865,series-a,1,8
c:182867,angel,1,0
c:182871,series-a,2,7
c:182872,series-b,1,0
c:182873,series-c+,3,6
c:182874,venture,1,1
c:182876,venture,2,2
c:182893,venture,1,0
c:182897,venture,1,1
c:182898,venture,1,1
c:182910,angel,1,0
c:182927,angel,1,0
c:18293,private-equity,2,4
c:182938,series-b,2,4
c:182940,series-a,1,2
c:182942,series-a,1,3
c:182943,venture,2,2
c:182944,series-b,2,5
c:182945,series-a,1,2
c:182946,series-a,1,1
c:182982,angel,1,0
c:182985,series-a,3,4
c:182987,series-a,1,1
c:183,series-c+,9,40
c:1830,series-a,1,0
c:183012,venture,1,1
c:183036,other,1,1
c:18305,series-a,1,0
c:183051,angel,1,1
c:183081,angel,1,2
c:183094,angel,2,5
c:183095,venture,2,3
c:183097,venture,1,8
c:183099,angel,1,0
c:1831,angel,1,1
c:183117,angel,1,1
c:183118,angel,1,1
c:183123,angel,1,0
c:18314,series-a,1,1
c:183146,angel,1,1
c:18315,series-b,3,6
c:18316,series-c+,3,9
c:183160,angel,1,0
c:18317,series-c+,1,3
c:183191,series-a,2,9
c:183192,angel,2,2
c:183194,venture,1,0
c:1832,series-a,3,5
c:183211,other,1,0
c:183217,angel,1,2
c:183218,angel,3,2
c:183225,venture,2,0
c:18323,other,4,13
c:18324,venture,1,0
c:18326,series-a,1,0
c:183261,angel,1,0
c:183262,venture,1,0
c:183264,series-a,1,2
c:183266,venture,1,1
c:183279,series-c+,1,8
c:183280,angel,4,2
c:183282,angel,1,0
c:18329,series-b,1,0
c:183293,series-b,2,5
c:1833,series-a,1,3
c:183310,angel,1,5
c:183321,series-b,1,0
c:183327,series-a,1,1
c:183328,angel,1,1
c:183346,venture,2,2
c:183348,venture,1,1
c:18335,venture,3,3
c:183351,venture,2,4
c:183369,series-b,2,1
c:183370,angel,1,0
c:183372,venture,2,1
c:18339,series-b,1,6
c:1834,series-a,1,3
c:183406,series-a,1,2
c:183409,series-a,2,1
c:183412,series-c+,4,4
c:183423,angel,1,1
c:183429,series-a,1,1
c:183430,series-a,2,3
c:183434,angel,1,0
c:183447,private-equity,1,2
c:18345,private-equity,3,5
c:18346,series-c+,2,3
c:183460,venture,2,0
c:183461,angel,1,11
c:183499,angel,1,1
c:1835,series-a,1,2
c:183500,series-a,1,1
c:183501,venture,1,2
c:183502,angel,1,1
c:183504,angel,1,2
c:183506,venture,1,3
c:18351,venture,1,1
c:183517,angel,1,1
c:183518,series-b,1,2
c:183522,angel,2,0
c:183540,venture,1,3
c:18356,series-a,2,4
c:183570,angel,2,3
c:183572,venture,5,5
c:183573,venture,1,1
c:183574,angel,1,1
c:183575,angel,1,1
c:1836,series-a,1,4
c:183603,angel,2,1
c:183609,venture,1,0
c:183610,series-a,1,4
c:183618,venture,1,1
c:183619,series-a,1,3
c:183621,other,1,1
c:183623,series-a,2,6
c:183649,venture,1,2
c:183667,venture,2,1
c:183668,series-b,5,0
c:183677,angel,1,1
c:18368,venture,1,1
c:1837,series-a,1,2
c:183714,series-a,2,5
c:183716,other,2,0
c:183725,angel,1,2
c:183735,series-a,3,5
c:183737,angel,1,3
c:183740,angel,1,1
c:183746,angel,1,2
c:183753,venture,1,2
c:183755,venture,1,1
c:183756,angel,1,0
c:183757,venture,2,2
c:183761,series-c+,1,0
c:183765,angel,1,0
c:183767,series-a,2,0
c:183785,venture,2,3
c:183790,series-a,1,1
c:183794,angel,1,5
c:1838,series-b,2,6
c:183826,angel,1,0
c:183834,angel,3,5
c:183837,series-a,1,9
c:183872,other,2,2
c:18389,series-a,1,0
c:1839,series-b,1,1
c:183907,angel,1,0
c:183915,angel,1,2
c:183933,other,1,0
c:183937,angel,1,1
c:183952,venture,1,0
c:183966,angel,1,2
c:183968,series-a,1,6
c:183991,series-a,2,8
c:183992,venture,1,1
c:183994,venture,1,0
c:184,series-b,3,7
c:1840,series-b,2,3
c:184030,angel,2,1
c:184032,series-a,2,0
c:184052,private-equity,1,2
c:184071,angel,1,1
c:184075,angel,2,5
c:184077,angel,1,1
c:184088,venture,1,1
c:184089,venture,1,2
c:184090,series-a,1,1
c:184091,series-a,1,1
c:184092,venture,1,3
c:184093,venture,1,3
c:1841,series-b,3,6
c:18411,series-a,1,1
c:184112,venture,1,1
c:184127,other,1,0
c:184144,venture,1,2
c:184155,angel,1,0
c:184162,angel,1,0
c:184183,angel,1,0
c:184187,angel,2,0
c:184195,angel,1,2
c:184212,angel,1,6
c:184219,series-a,1,7
c:184223,series-a,2,1
c:184227,angel,1,2
c:184229,private-equity,1,1
c:184230,series-a,2,3
c:184232,other,1,0
c:184256,series-a,1,2
c:184267,angel,1,0
c:184279,venture,2,1
c:184284,angel,1,0
c:184288,angel,2,2
c:184302,angel,2,7
c:184312,angel,1,0
c:184319,angel,1,4
c:184324,angel,1,1
c:184359,venture,1,1
c:18436,venture,4,15
c:184361,series-a,2,1
c:184368,private-equity,2,1
c:184381,series-a,1,2
c:184384,angel,1,0
c:184386,other,1,0
c:18439,angel,1,0
c:184398,angel,1,1
c:1844,series-a,1,0
c:184406,venture,2,1
c:184418,angel,1,0
c:184422,angel,1,1
c:184439,venture,2,0
c:184441,angel,1,2
c:184443,angel,1,1
c:184444,angel,1,1
c:184445,angel,1,0
c:184451,series-a,1,5
c:184455,series-b,1,1
c:184484,angel,1,1
c:1845,series-a,1,1
c:18452,venture,3,1
c:184522,series-a,1,3
c:18453,angel,3,0
c:184549,angel,1,8
c:184551,venture,1,14
c:184576,private-equity,1,3
c:184577,venture,1,1
c:184587,series-a,1,1
c:1846,angel,1,1
c:18460,other,1,0
c:184607,angel,1,1
c:184609,angel,1,0
c:184618,angel,2,2
c:184621,venture,1,2
c:184622,venture,1,2
c:184642,angel,1,1
c:18465,series-a,2,5
c:184654,angel,2,0
c:184661,angel,1,1
c:184667,venture,3,0
c:184669,series-a,1,1
c:184678,angel,1,1
c:184680,series-a,2,0
c:184691,private-equity,1,0
c:184692,angel,1,1
c:184698,angel,1,6
c:184699,angel,2,2
c:18470,series-a,2,7
c:184712,series-a,1,3
c:18472,venture,2,7
c:184734,venture,1,1
c:184737,venture,2,0
c:184752,series-b,1,1
c:184762,venture,1,2
c:184764,venture,1,0
c:184778,angel,1,0
c:18478,other,7,11
c:184783,angel,2,0
c:184796,series-a,2,7
c:1848,series-a,1,2
c:184800,angel,1,0
c:18481,series-a,1,0
c:184817,angel,1,2
c:184822,angel,1,1
c:18483,series-b,2,1
c:18484,series-b,2,6
c:184840,angel,2,3
c:184852,venture,1,1
c:184853,angel,1,8
c:184855,angel,1,2
c:184856,series-b,1,3
c:184890,angel,1,3
c:1849,venture,2,7
c:184914,private-equity,1,0
c:184921,series-b,2,2
c:184924,series-b,2,8
c:184926,post-ipo,1,0
c:184939,private-equity,1,0
c:184941,angel,1,0
c:184957,angel,1,0
c:18496,angel,1,1
c:184960,venture,1,1
c:184963,venture,1,2
c:184966,venture,1,4
c:184968,venture,1,1
c:184978,series-a,1,3
c:184991,series-a,2,0
c:1850,series-b,3,8
c:185001,angel,1,0
c:185003,angel,1,0
c:185035,venture,1,1
c:185046,venture,2,1
c:18505,series-a,1,2
c:185065,angel,1,3
c:185066,angel,2,5
c:185070,angel,1,0
c:185094,private-equity,1,2
c:185098,series-b,1,2
c:18510,venture,1,0
c:185100,series-c+,1,1
c:185106,series-a,2,13
c:185107,angel,2,1
c:185109,series-a,1,2
c:185110,venture,1,1
c:185115,angel,1,3
c:185117,private-equity,1,1
c:185136,private-equity,2,1
c:185141,angel,1,0
c:185146,angel,1,1
c:185147,private-equity,2,1
c:185150,private-equity,3,2
c:18516,venture,2,5
c:185178,angel,2,2
c:185185,angel,1,2
c:185201,angel,1,12
c:185204,angel,1,0
c:185221,series-a,2,2
c:185227,venture,1,1
c:185230,venture,2,0
c:185232,other,4,0
c:185235,venture,1,0
c:185236,venture,2,3
c:185241,other,2,0
c:185244,venture,2,1
c:18529,series-c+,5,18
c:185291,angel,1,0
c:1853,series-c+,4,12
c:185311,series-a,1,0
c:185323,private-equity,1,1
c:185325,private-equity,1,0
c:185333,venture,1,0
c:185336,series-c+,1,2
c:185338,venture,1,0
c:185340,other,1,1
c:185344,other,1,4
c:185345,venture,1,0
c:185347,series-a,1,4
c:185348,private-equity,1,1
c:185350,other,1,1
c:185353,angel,1,0
c:185354,venture,4,0
c:185355,venture,1,0
c:185356,series-a,1,0
c:185365,venture,1,0
c:18537,angel,1,0
c:185390,angel,2,3
c:185395,angel,1,1
c:185400,angel,1,0
c:185403,private-equity,1,0
c:185404,angel,1,1
c:185414,angel,1,0
c:185427,angel,2,2
c:185452,angel,1,0
c:185453,angel,1,0
c:185457,angel,3,6
c:185461,angel,1,0
c:185462,angel,1,1
c:18547,series-a,2,3
c:185473,angel,1,1
c:185477,angel,1,0
c:185485,other,3,3
c:185486,angel,1,0
c:185493,series-c+,1,3
c:185495,series-a,1,2
c:185496,venture,1,1
c:185500,venture,1,2
c:185501,series-c+,1,1
c:185503,series-a,1,1
c:185504,venture,1,1
c:185520,angel,1,0
c:185538,angel,1,0
c:18554,series-a,1,1
c:185556,venture,2,4
c:185563,angel,1,1
c:185589,series-a,1,4
c:185599,series-b,2,2
c:1856,series-c+,4,9
c:185602,angel,1,1
c:185604,venture,2,1
c:185626,angel,1,0
c:185637,angel,4,9
c:185641,other,1,0
c:185647,series-b,2,6
c:185648,venture,3,8
c:185650,venture,1,1
c:185656,series-a,1,4
c:185663,angel,1,0
c:185670,private-equity,2,0
c:185685,series-a,1,1
c:185693,other,2,0
c:185710,angel,1,0
c:185716,other,1,0
c:185720,other,1,0
c:185728,angel,1,1
c:185733,series-a,1,7
c:185743,venture,2,1
c:185749,angel,1,2
c:185762,venture,1,0
c:18579,venture,2,3
c:185796,venture,1,2
c:18580,venture,1,1
c:185801,venture,1,1
c:18581,venture,1,2
c:185816,angel,1,0
c:18582,series-a,1,2
c:185821,angel,1,0
c:185838,venture,1,1
c:185842,angel,1,1
c:185845,series-b,2,2
c:18586,angel,1,1
c:18588,angel,1,0
c:185883,venture,2,0
c:185898,angel,1,0
c:185906,venture,1,0
c:185911,venture,2,0
c:185922,angel,3,2
c:185927,angel,1,1
c:185942,angel,1,1
c:185947,series-a,2,6
c:185950,private-equity,1,0
c:185955,angel,1,1
c:185965,angel,1,0
c:185968,angel,1,0
c:186011,series-a,1,3
c:186015,series-a,3,1
c:186019,angel,3,6
c:186031,angel,1,4
c:186034,angel,2,0
c:186041,series-b,4,0
c:186048,angel,1,1
c:186051,angel,2,2
c:186052,angel,2,2
c:186053,angel,1,6
c:186054,angel,1,0
c:186056,series-a,3,1
c:186077,series-a,2,13
c:18609,series-b,2,0
c:186090,series-a,1,4
c:186112,angel,1,2
c:186158,angel,1,3
c:186162,angel,1,1
c:186177,series-a,1,1
c:186193,series-a,2,12
c:186194,venture,1,1
c:186197,other,5,6
c:1862,angel,1,1
c:186200,private-equity,1,1
c:186202,venture,1,0
c:186203,series-a,1,1
c:186208,venture,1,1
c:186210,angel,1,0
c:186211,venture,2,0
c:186212,angel,1,1
c:186213,series-a,1,4
c:186216,series-b,1,0
c:186218,venture,1,0
c:186219,venture,1,0
c:186220,series-c+,1,0
c:186223,other,1,0
c:186234,angel,1,1
c:186243,venture,1,1
c:186248,angel,3,0
c:186252,angel,1,0
c:186255,angel,1,1
c:186258,venture,2,1
c:186263,series-a,1,2
c:186273,angel,1,0
c:186284,venture,1,1
c:186288,other,1,0
c:186293,angel,1,0
c:1863,series-a,2,2
c:186317,series-a,2,13
c:186318,angel,2,3
c:186335,angel,1,1
c:186345,angel,1,0
c:186359,series-a,1,1
c:18636,series-a,2,0
c:18637,angel,1,0
c:186381,angel,1,0
c:186382,private-equity,1,0
c:186384,angel,2,0
c:186398,angel,1,0
c:18640,angel,1,1
c:186407,angel,1,0
c:186432,angel,1,2
c:186440,series-c+,3,13
c:186441,angel,2,10
c:186460,angel,2,0
c:186477,series-a,3,1
c:186480,angel,1,1
c:186482,series-a,3,26
c:186483,angel,1,1
c:186484,angel,1,1
c:186485,angel,1,1
c:186495,series-a,1,0
c:186499,angel,1,1
c:186504,angel,1,2
c:186505,series-a,1,0
c:186510,private-equity,1,2
c:186511,series-a,3,2
c:186518,venture,2,1
c:186523,series-c+,2,1
c:186538,angel,1,0
c:186543,venture,1,2
c:186555,venture,2,4
c:186556,series-b,2,2
c:186562,series-b,4,5
c:186601,angel,1,3
c:186630,angel,1,0
c:186632,angel,1,2
c:186644,venture,1,1
c:186647,venture,1,1
c:186648,series-a,1,0
c:186697,venture,1,1
c:1867,series-c+,4,5
c:186701,other,1,1
c:186716,series-a,1,1
c:186735,angel,2,4
c:186742,private-equity,1,0
c:186748,angel,1,2
c:186749,angel,2,8
c:18675,angel,2,0
c:186760,other,2,4
c:186779,series-a,3,4
c:186780,other,1,0
c:186793,series-a,3,2
c:186802,venture,1,1
c:186803,series-a,1,12
c:186804,angel,1,2
c:186805,venture,1,1
c:186814,series-a,1,1
c:186817,venture,1,3
c:186836,angel,1,1
c:18685,series-c+,1,3
c:18687,series-a,1,3
c:18688,venture,2,6
c:18689,series-c+,1,1
c:1869,series-c+,4,5
c:18690,venture,1,2
c:18691,venture,1,2
c:186924,venture,1,0
c:186944,angel,1,3
c:186946,series-a,1,2
c:186948,series-a,2,0
c:18695,venture,1,1
c:186978,angel,1,1
c:186998,venture,2,1
c:186999,series-a,2,1
c:187,series-c+,6,12
c:1870,series-c+,6,14
c:187001,private-equity,2,1
c:187002,angel,1,1
c:187003,angel,1,1
c:187004,angel,2,1
c:187005,series-a,2,1
c:18701,angel,1,0
c:187011,venture,1,2
c:187012,series-a,11,3
c:187014,angel,2,0
c:187036,angel,1,1
c:187048,angel,1,0
c:187061,series-a,1,1
c:187091,angel,1,1
c:187092,private-equity,1,1
c:187126,angel,1,1
c:187130,angel,1,1
c:187134,angel,1,1
c:187156,private-equity,1,0
c:187163,angel,1,4
c:187168,angel,1,0
c:187175,angel,1,3
c:187178,venture,1,2
c:187180,venture,1,1
c:187182,series-b,2,12
c:187202,angel,1,3
c:187216,angel,1,1
c:187220,angel,1,1
c:187232,venture,1,1
c:187245,series-a,2,2
c:18726,angel,1,0
c:187260,angel,1,2
c:187281,series-b,2,2
c:187284,angel,1,0
c:187292,angel,1,1
c:187293,private-equity,1,0
c:187294,private-equity,1,0
c:187297,angel,5,5
c:1873,private-equity,9,19
c:18730,angel,2,1
c:18731,angel,1,1
c:187334,angel,1,1
c:187341,series-a,1,3
c:187349,venture,1,3
c:187351,venture,1,2
c:187353,angel,2,0
c:187356,angel,1,1
c:187357,angel,1,0
c:187361,venture,1,1
c:187375,venture,1,1
c:187381,angel,1,1
c:187387,angel,1,2
c:18740,angel,1,3
c:18741,angel,1,6
c:187410,angel,1,1
c:187417,series-a,1,0
c:187429,angel,1,1
c:187433,series-a,2,5
c:187441,angel,2,0
c:187446,angel,1,1
c:187447,angel,1,1
c:187451,series-a,1,0
c:187463,angel,1,1
c:187474,angel,1,0
c:187486,angel,1,1
c:187489,angel,1,0
c:187492,other,1,0
c:187495,series-a,1,3
c:187496,angel,1,1
c:1875,angel,1,0
c:187500,angel,1,1
c:187502,other,1,1
c:187503,angel,1,1
c:187510,angel,1,5
c:187518,angel,1,0
c:187519,angel,1,6
c:187520,angel,1,1
c:187522,angel,1,1
c:187525,series-a,1,4
c:187526,series-a,2,7
c:187527,series-c+,1,2
c:187542,angel,3,0
c:18755,series-a,1,0
c:187555,angel,2,2
c:187570,venture,1,3
c:187584,angel,1,1
c:187589,series-a,1,1
c:18759,series-c+,3,4
c:187590,angel,1,3
c:187591,angel,1,0
c:187592,series-a,1,2
c:187596,angel,1,7
c:187603,series-a,1,1
c:187604,series-a,1,4
c:187607,angel,2,2
c:187623,series-a,2,22
c:187629,series-a,2,13
c:187645,venture,1,0
c:187651,series-a,1,4
c:187653,angel,1,7
c:187680,angel,2,0
c:1877,angel,4,3
c:18770,series-a,1,0
c:187707,venture,1,1
c:187714,venture,3,1
c:187733,angel,2,1
c:187735,series-a,2,7
c:187736,angel,1,3
c:187740,series-a,3,2
c:187748,angel,1,2
c:187753,series-a,1,0
c:187754,angel,1,4
c:187757,series-a,2,4
c:187763,venture,2,0
c:187782,angel,1,2
c:18779,other,1,7
c:187791,angel,1,1
c:187793,angel,1,1
c:187794,angel,1,1
c:187795,angel,1,1
c:187796,angel,1,1
c:187799,angel,1,1
c:187800,angel,2,5
c:187801,angel,1,1
c:187802,venture,2,2
c:187803,angel,1,1
c:187805,series-a,2,1
c:187806,other,2,2
c:187809,other,1,1
c:187818,series-a,1,2
c:187819,angel,1,0
c:187821,series-a,1,1
c:187824,angel,2,0
c:187826,series-a,1,1
c:187832,venture,1,1
c:187834,venture,1,1
c:18784,angel,1,1
c:187840,series-b,2,6
c:187843,venture,1,3
c:187849,angel,1,0
c:187853,series-a,1,1
c:187870,venture,1,1
c:187871,venture,1,3
c:187873,series-a,2,2
c:187875,angel,1,1
c:187885,angel,2,1
c:187898,series-a,1,2
c:1879,series-a,1,0
c:187905,series-a,2,1
c:187908,angel,1,1
