object_id,last_funding_round_type,funding_rounds_count,number_of_participants
c:40092,series-b,2,8
c:40093,series-a,1,0
c:401,series-a,1,1
c:40104,angel,2,3
c:40107,angel,1,1
c:4011,angel,5,6
c:40110,series-a,1,1
c:40137,angel,1,2
c:4014,series-c+,6,13
c:40140,angel,1,0
c:40142,venture,1,1
c:40145,series-c+,6,4
c:40147,venture,1,3
c:40151,venture,3,13
c:40152,venture,2,2
c:40154,venture,1,0
c:40155,series-a,1,1
c:40156,venture,1,1
c:40157,venture,4,0
c:40159,series-c+,4,12
c:40161,venture,1,0
c:40165,venture,2,10
c:40178,venture,1,1
c:4018,venture,2,7
c:40180,other,2,1
c:40182,other,1,1
c:40183,venture,1,1
c:40184,series-b,1,2
c:40185,venture,1,1
c:40186,venture,1,1
c:40187,other,1,0
c:4019,post-ipo,1,3
c:40190,venture,1,1
c:40195,series-a,1,2
c:40197,series-a,1,6
c:40199,venture,2,1
c:402,series-b,2,7
c:40200,series-c+,8,7
c:40202,private-equity,1,0
c:40205,series-b,4,7
c:40206,venture,6,6
c:40208,series-b,1,2
c:40209,angel,1,1
c:4021,series-c+,3,7
c:40211,series-b,8,17
c:40215,venture,2,1
c:40218,venture,1,0
c:40219,angel,1,5
c:4022,series-c+,4,14
c:40221,venture,1,0
c:40223,venture,1,0
c:40224,venture,1,1
c:40228,venture,3,0
c:4023,angel,1,1
c:40231,venture,1,1
c:40240,venture,6,3
c:40250,series-b,1,2
c:40251,venture,1,1
c:40252,venture,1,0
c:40254,series-b,1,4
c:40256,series-b,1,2
c:40268,series-b,2,4
c:40279,angel,2,0
c:4028,venture,2,0
c:40280,venture,2,4
c:40281,series-b,3,0
c:40295,angel,2,8
c:403,angel,1,2
c:40302,angel,1,0
c:40304,venture,1,2
c:40306,venture,1,1
c:40308,series-c+,2,4
c:40309,series-b,1,0
c:40310,venture,2,6
c:40311,venture,2,5
c:40312,private-equity,2,1
c:40313,venture,2,6
c:40314,venture,1,0
c:40315,series-c+,1,0
c:40316,series-b,1,3
c:40317,series-c+,5,10
c:40318,venture,2,7
c:40319,venture,3,2
c:40324,series-c+,5,14
c:40325,other,1,0
c:40332,venture,1,4
c:40335,series-b,3,3
c:40339,angel,3,11
c:4034,venture,2,4
c:40340,venture,1,1
c:40342,venture,1,1
c:40344,venture,1,1
c:40347,venture,1,0
c:40348,venture,1,1
c:40354,series-c+,2,7
c:40370,series-b,1,2
c:40372,series-b,1,3
c:40377,venture,1,1
c:40381,venture,1,2
c:40383,venture,2,0
c:40394,venture,2,0
c:40396,venture,1,0
c:40397,series-c+,5,13
c:40398,venture,2,4
c:404,other,3,10
c:4040,series-c+,1,3
c:40403,venture,4,7
c:40405,venture,3,9
c:40407,venture,1,0
c:40408,venture,1,0
c:40409,series-c+,4,4
c:40410,venture,1,1
c:40415,venture,1,2
c:40417,series-b,4,13
c:40418,venture,2,3
c:40421,venture,3,6
c:40425,series-c+,3,6
c:40426,series-c+,1,0
c:40429,venture,1,0
c:40430,series-a,1,3
c:40431,series-b,4,10
c:40432,series-a,1,3
c:40433,series-b,1,1
c:40434,other,4,6
c:40435,series-a,1,1
c:40436,other,6,4
c:40450,venture,2,1
c:40456,venture,6,8
c:4046,series-c+,1,4
c:40460,series-a,1,1
c:40462,venture,1,1
c:40463,series-b,2,5
c:40465,series-c+,4,12
c:40466,venture,9,14
c:40467,angel,4,1
c:40473,venture,1,1
c:40475,other,1,1
c:40476,venture,2,1
c:40477,other,4,1
c:40499,venture,2,0
c:4050,series-b,3,3
c:40504,venture,4,2
c:40509,other,1,0
c:4052,series-a,1,2
c:40523,angel,1,1
c:40528,other,1,1
c:40540,venture,1,1
c:40541,series-b,1,2
c:40543,venture,1,0
c:40545,series-a,2,1
c:40546,series-a,1,2
c:40549,venture,1,0
c:40550,venture,1,0
c:40551,venture,1,1
c:40552,venture,1,0
c:40559,series-a,1,2
c:40562,angel,1,6
c:40580,venture,1,0
c:40595,venture,1,0
c:4060,venture,4,16
c:40601,series-a,1,2
c:40602,venture,1,3
c:40614,series-a,1,0
c:40619,series-b,2,1
c:4062,series-a,1,1
c:40621,venture,3,11
c:40626,venture,1,0
c:40628,series-c+,2,0
c:40629,series-a,4,2
c:40633,venture,1,0
c:40638,series-a,2,2
c:40643,venture,2,1
c:40644,venture,1,0
c:40652,series-b,1,4
c:40653,venture,1,0
c:40654,venture,1,0
c:40655,series-c+,2,4
c:40657,other,2,1
c:40660,venture,1,0
c:40661,venture,1,0
c:40662,other,1,0
c:40663,series-b,3,11
c:40664,private-equity,3,0
c:40665,venture,2,1
c:40667,series-b,4,13
c:40670,venture,2,0
c:40672,angel,1,0
c:40675,series-a,1,4
c:40677,venture,1,1
c:40678,series-c+,2,1
c:40679,venture,3,10
c:4068,angel,1,0
c:40680,venture,1,0
c:40695,venture,1,0
c:40697,series-b,2,1
c:40698,series-a,1,2
c:407,series-a,1,1
c:40709,venture,2,1
c:40716,angel,2,0
c:40732,series-a,2,4
c:4074,series-a,3,3
c:40742,series-b,3,6
c:40743,venture,1,1
c:40744,series-a,1,5
c:40745,angel,2,0
c:40746,other,2,0
c:40747,series-c+,1,1
c:40748,series-b,2,5
c:40749,venture,3,0
c:40751,venture,2,0
c:40753,venture,2,0
c:40757,series-a,5,11
c:40762,series-a,1,2
c:40764,venture,1,1
c:40766,venture,1,2
c:40768,venture,1,1
c:40782,other,5,6
c:40791,venture,2,4
c:40797,venture,1,0
c:40800,other,3,8
c:40803,venture,1,0
c:40804,series-c+,2,0
c:40806,venture,1,1
c:40809,series-b,1,1
c:40811,venture,1,0
c:40812,venture,6,16
c:40815,angel,1,6
c:40818,venture,1,0
c:40819,venture,1,0
c:40831,venture,1,0
c:40832,series-a,1,1
c:40835,venture,1,0
c:40836,venture,1,1
c:40840,venture,1,1
c:40848,private-equity,1,0
c:40850,venture,3,4
c:40857,venture,4,0
c:40859,venture,1,0
c:40862,venture,1,0
c:40863,other,2,3
c:40864,venture,1,0
c:40865,other,2,3
c:40866,series-a,2,0
c:40867,other,4,0
c:40869,venture,2,1
c:40870,series-a,1,2
c:40871,venture,1,0
c:40872,series-c+,6,22
c:40873,angel,1,0
c:40874,venture,3,0
c:40875,series-c+,2,3
c:4088,series-c+,1,3
c:40886,series-c+,2,5
c:40888,series-c+,3,8
c:40889,series-b,2,5
c:40890,venture,1,2
c:40895,series-b,1,0
c:409,venture,8,10
c:40906,angel,1,0
c:4091,series-c+,6,20
c:4095,angel,1,2
c:40950,series-c+,1,0
c:40954,series-b,3,7
c:40957,series-c+,3,15
c:40958,venture,1,1
c:40959,venture,1,0
c:40960,venture,1,0
c:40961,series-a,1,2
c:40963,venture,1,2
c:40964,venture,1,3
c:40967,venture,2,2
c:40968,venture,1,0
c:40972,venture,3,7
c:40974,venture,1,1
c:40975,series-a,1,0
c:40982,angel,1,0
c:40987,venture,1,0
c:4099,series-c+,6,12
c:410,series-c+,5,10
c:41005,series-b,2,5
c:41006,angel,2,6
c:41010,venture,1,1
c:41011,venture,1,1
c:41012,venture,1,0
c:41018,venture,1,1
c:41020,venture,2,2
c:41022,other,1,0
c:41023,other,6,1
c:41024,venture,1,1
c:41027,other,3,1
c:41028,venture,2,0
c:41030,venture,1,0
c:41033,venture,1,2
c:41035,venture,1,1
c:41038,venture,1,0
c:41040,angel,1,2
c:41041,angel,1,1
c:41044,venture,1,0
c:41048,venture,1,1
c:4106,series-b,2,6
c:41061,venture,6,1
c:41062,angel,1,0
c:41066,venture,1,0
c:41069,venture,1,0
c:41072,other,3,1
c:41079,series-a,1,1
c:41082,series-a,1,7
c:41084,venture,1,1
c:41087,venture,1,0
c:41088,venture,1,0
c:41089,series-a,1,0
c:41090,venture,1,0
c:41091,series-c+,2,2
c:41093,series-b,1,2
c:41101,venture,2,0
c:41103,venture,2,3
c:41107,series-b,2,9
c:41108,venture,1,1
c:4111,angel,1,1
c:41111,venture,1,0
c:41112,venture,1,0
c:41119,venture,2,2
c:41134,series-b,1,2
c:41136,venture,1,1
c:41138,venture,1,0
c:41139,venture,1,1
c:41140,series-a,2,3
c:41141,venture,1,0
c:41142,angel,3,0
c:41164,series-c+,2,11
c:41165,series-b,2,5
c:41176,series-a,1,2
c:41179,angel,1,0
c:41181,series-b,3,4
c:41182,series-b,4,2
c:41183,venture,2,0
c:41184,series-a,1,1
c:41192,angel,3,3
c:41198,venture,1,0
c:41199,venture,2,0
c:412,series-a,1,1
c:41200,venture,1,0
c:41202,venture,1,1
c:41203,venture,2,0
c:41204,venture,1,0
c:41205,venture,1,2
c:41206,series-b,1,0
c:41207,venture,1,1
c:41208,venture,1,0
c:41210,series-a,1,2
c:41211,venture,2,2
c:41212,venture,2,3
c:41215,venture,1,1
c:41225,angel,1,0
c:41226,angel,3,1
c:41227,venture,1,0
c:41236,series-b,4,17
c:41242,venture,2,0
c:41245,other,1,0
c:41248,series-a,3,3
c:41249,other,6,11
c:41252,venture,1,0
c:41260,series-b,2,6
c:41263,series-a,1,1
c:41264,venture,2,5
c:41265,series-a,1,2
c:41268,private-equity,1,0
c:41270,angel,1,1
c:41271,venture,1,1
c:41275,venture,2,2
c:41276,venture,4,0
c:41285,venture,1,2
c:41287,venture,2,5
c:41288,series-b,1,1
c:41289,venture,1,1
c:4129,angel,1,2
c:4130,series-a,2,3
c:41303,series-b,1,6
c:4131,series-a,1,1
c:41311,private-equity,2,4
c:41316,series-a,2,5
c:41322,series-a,2,1
c:41324,series-a,1,1
c:41334,angel,1,4
c:41335,series-b,1,2
c:41336,venture,5,20
c:41343,venture,2,4
c:41344,venture,1,1
c:41349,venture,1,1
c:41355,venture,1,1
c:41357,venture,1,1
c:41367,series-a,2,0
c:41368,venture,2,7
c:41370,series-a,2,7
c:41372,other,5,12
c:41373,series-b,3,0
c:41374,venture,1,0
c:41376,venture,1,0
c:41377,venture,1,0
c:41378,venture,2,0
c:41379,other,2,0
c:41380,series-c+,2,0
c:41390,venture,1,2
c:41409,angel,1,1
c:41412,private-equity,3,1
c:41425,series-a,4,0
c:4143,venture,3,7
c:41432,series-c+,5,16
c:41434,other,3,0
c:41437,series-a,1,1
c:41439,venture,1,0
c:41442,venture,4,2
c:41443,angel,1,6
c:41462,other,1,0
c:41463,angel,1,0
c:41469,venture,1,1
c:41483,series-b,1,3
c:41484,series-c+,3,10
c:41495,venture,1,1
c:41496,venture,6,21
c:415,other,3,1
c:41515,venture,1,1
c:41529,venture,1,1
c:41531,venture,1,1
c:41538,venture,1,4
c:41539,angel,2,3
c:41541,venture,1,1
c:41545,venture,2,0
c:41549,venture,1,1
c:41550,series-c+,1,8
c:41552,series-b,1,5
c:41555,venture,1,1
c:41556,venture,2,13
c:41557,venture,1,2
c:41559,angel,1,1
c:41561,angel,1,0
c:41565,venture,1,1
c:41567,series-b,3,6
c:41568,venture,5,12
c:41573,series-c+,5,19
c:41574,venture,2,0
c:41576,other,4,0
c:41577,venture,1,0
c:4158,series-a,1,3
c:41591,angel,1,1
c:41593,series-c+,4,15
c:416,series-c+,4,10
c:41600,series-b,1,6
c:41603,series-c+,4,12
c:41605,venture,2,4
c:41606,venture,1,2
c:41607,venture,1,1
c:41608,venture,1,2
c:4161,series-a,1,2
c:41611,venture,1,1
c:41613,series-a,2,3
c:41614,series-b,2,3
c:41621,series-c+,1,4
c:41622,other,3,7
c:41623,angel,1,2
c:41624,series-c+,2,15
c:41632,angel,1,0
c:41635,venture,1,2
c:41646,angel,1,1
c:41649,angel,1,1
c:41656,series-c+,1,3
c:41664,venture,3,1
c:41671,series-a,1,4
c:41673,series-a,1,2
c:41674,venture,2,3
c:41675,series-b,2,4
c:41676,series-c+,5,17
c:41677,venture,3,5
c:41679,angel,1,2
c:41693,venture,1,2
c:41699,other,8,9
c:41706,venture,1,0
c:41720,venture,2,0
c:41721,venture,1,0
c:41722,venture,4,1
c:41723,angel,2,0
c:41729,angel,1,0
c:41732,venture,1,0
c:41742,series-c+,1,0
c:41747,series-b,3,8
c:4175,other,1,0
c:41752,venture,1,1
c:41753,venture,1,1
c:41755,series-c+,2,6
c:41757,venture,1,1
c:41758,series-c+,2,10
c:41766,venture,3,4
c:41768,series-a,1,1
c:4177,angel,1,1
c:41776,angel,1,1
c:41778,venture,3,1
c:4178,angel,1,2
c:4179,series-b,1,4
c:41792,venture,1,0
c:41796,venture,1,1
c:41805,venture,1,0
c:41822,angel,1,0
c:41824,series-b,4,7
c:41826,angel,1,0
c:41833,angel,2,2
c:41834,venture,1,3
c:41842,angel,1,0
c:41847,series-a,1,3
c:4185,angel,4,5
c:41850,angel,1,1
c:4187,angel,1,0
c:41875,other,1,0
c:41876,venture,1,0
c:41879,venture,3,1
c:41881,venture,5,1
c:41884,series-a,1,0
c:41885,venture,1,0
c:41886,venture,1,1
c:41891,venture,1,1
c:41892,venture,1,0
c:41894,series-c+,4,14
c:41897,private-equity,2,0
c:41898,angel,1,0
c:41899,series-b,1,3
c:41900,series-a,2,3
c:41901,series-a,1,1
c:41904,venture,4,0
c:41908,other,1,0
c:41909,venture,2,2
c:4191,series-c+,3,9
c:41912,venture,1,0
c:41922,angel,1,3
c:41923,series-a,2,4
c:41929,angel,1,0
c:41953,venture,2,6
c:41954,series-c+,2,11
c:41957,series-c+,1,4
c:41959,series-b,1,3
c:41967,venture,1,1
c:41968,series-c+,1,5
c:41971,venture,1,2
c:41976,venture,2,16
c:41995,angel,1,0
c:420,venture,5,9
c:42002,angel,1,0
c:42003,series-a,1,1
c:42007,series-a,1,1
c:42009,venture,1,0
c:42016,angel,1,0
c:42017,venture,4,8
c:42022,series-c+,1,3
c:42024,series-c+,1,1
c:42027,venture,3,10
c:42030,venture,2,5
c:42034,series-a,1,1
c:42036,series-b,3,0
c:42043,angel,1,0
c:42046,angel,1,0
c:42051,series-a,1,4
c:42053,series-b,3,42
c:42055,series-b,4,18
c:42056,angel,2,1
c:4206,angel,1,0
c:42062,series-b,1,7
c:42069,series-a,1,1
c:42075,series-b,4,3
c:4209,other,9,7
c:42094,venture,1,1
c:42095,series-b,3,9
c:421,venture,1,3
c:4210,series-a,1,3
c:42103,venture,1,2
c:42112,venture,2,3
c:42116,angel,4,0
c:42122,other,4,0
c:42123,other,4,14
c:42124,other,1,0
c:42127,venture,1,0
c:42140,venture,1,0
c:42142,series-a,4,0
c:42145,venture,3,3
c:42150,venture,3,9
c:42151,series-b,2,5
c:42153,venture,1,1
c:42154,venture,4,7
c:42158,series-a,1,2
c:42163,venture,2,7
c:42166,angel,1,3
c:42172,venture,3,6
c:42180,angel,2,20
c:42186,series-b,2,8
c:4219,series-c+,5,15
c:42192,angel,2,5
c:42193,angel,1,8
c:422,series-b,2,6
c:4220,venture,4,14
c:42211,other,1,0
c:42212,venture,2,4
c:42216,series-a,1,0
c:42219,venture,1,1
c:42221,series-b,3,9
c:42223,other,4,8
c:42224,series-b,1,2
c:42225,venture,1,1
c:42227,series-c+,1,1
c:42232,venture,1,1
c:42234,series-c+,1,1
c:42236,venture,3,3
c:42237,series-c+,2,11
c:42242,series-a,1,1
c:42254,series-a,2,9
c:42269,venture,3,9
c:4227,angel,1,0
c:42270,venture,1,1
c:42275,series-a,2,4
c:42277,series-b,3,11
c:42278,venture,1,1
c:42280,series-b,2,5
c:42290,series-b,5,10
c:42296,venture,1,1
c:423,series-a,1,1
c:42301,series-b,2,9
c:42303,series-b,1,2
c:42306,other,7,7
c:42308,series-c+,3,7
c:42309,venture,3,2
c:42311,angel,1,3
c:42312,venture,1,0
c:42314,venture,1,1
c:42345,other,2,2
c:4235,private-equity,6,8
c:42353,series-b,2,4
c:4237,angel,1,0
c:42374,venture,2,1
c:42375,venture,2,6
c:42378,angel,1,1
c:42383,angel,2,4
c:42384,series-c+,2,8
c:42385,series-c+,2,7
c:42386,other,2,2
c:42392,venture,1,6
c:42393,series-b,1,3
c:42416,series-b,8,10
c:42424,angel,1,3
c:42425,venture,1,2
c:42426,venture,3,0
c:42433,series-b,2,0
c:42440,venture,1,1
c:42441,venture,2,3
c:42445,venture,1,2
c:42446,series-b,2,4
c:42447,angel,1,0
c:42451,venture,2,4
c:42452,venture,1,6
c:42454,series-b,1,3
c:42456,series-b,2,6
c:42457,other,2,3
c:42459,series-c+,2,7
c:42466,venture,1,1
c:42467,venture,3,1
c:42468,series-b,2,4
c:42470,venture,2,1
c:42472,venture,1,1
c:42473,angel,1,2
c:42474,series-c+,2,6
c:42476,series-a,1,0
c:42477,series-b,2,0
c:42484,other,2,10
c:42485,series-a,1,1
c:42486,venture,1,0
c:42487,venture,1,0
c:42490,venture,2,3
c:42491,series-a,1,1
c:42496,venture,1,4
c:42497,series-b,3,8
c:42499,series-b,5,0
c:425,series-b,4,16
c:42501,venture,1,1
c:42503,series-c+,2,7
c:42505,venture,1,0
c:42506,venture,2,0
c:42508,venture,1,0
c:42509,series-a,1,1
c:42510,series-a,1,2
c:42512,venture,5,6
c:42513,private-equity,2,0
c:42515,venture,1,0
c:42518,venture,1,0
c:42519,other,5,2
c:42522,venture,1,0
c:42523,venture,2,0
c:42524,other,5,7
c:42526,venture,1,2
c:42528,venture,2,3
c:42529,series-a,1,1
c:42539,series-a,1,2
c:42544,series-c+,1,3
c:42550,series-c+,2,7
c:42551,series-a,2,3
c:42553,venture,3,3
c:42555,venture,2,1
c:42557,angel,1,1
c:42563,angel,1,0
c:42583,series-c+,1,5
c:42590,angel,1,5
c:426,angel,1,1
c:42605,series-b,3,4
c:42606,venture,2,2
c:42608,venture,2,2
c:42610,series-c+,1,5
c:42615,venture,4,5
c:42616,venture,2,0
c:42618,venture,5,12
c:42619,other,1,0
c:42623,venture,1,0
c:42628,other,3,1
c:42629,venture,3,0
c:42631,venture,4,4
c:42635,venture,4,3
c:42651,series-a,1,3
c:42653,venture,1,1
c:42654,series-a,3,4
c:42662,venture,1,1
c:42666,angel,1,1
c:42667,series-a,1,1
c:42668,series-c+,3,10
c:42672,series-b,2,5
c:42673,series-a,1,2
c:42674,series-c+,2,2
c:42676,series-c+,1,0
c:42679,series-c+,1,6
c:42681,series-a,1,0
c:42682,venture,1,2
c:42686,series-a,1,0
c:42687,series-a,2,7
c:42689,series-c+,3,9
c:42695,angel,1,0
c:42698,series-a,1,2
c:427,angel,1,1
c:42700,series-b,1,1
c:42702,private-equity,3,11
c:42706,venture,5,6
c:42708,angel,1,0
c:42709,angel,1,1
c:4271,venture,2,2
c:42710,angel,1,6
c:42719,venture,1,0
c:42720,venture,1,1
c:42724,other,2,1
c:42737,angel,2,0
c:42752,angel,1,0
c:42769,angel,1,3
c:42772,series-a,1,0
c:42773,series-a,1,3
c:42782,series-b,1,2
c:42784,venture,1,1
c:42785,series-c+,2,1
c:42789,series-a,1,1
c:42790,venture,2,8
c:42791,venture,1,1
c:42796,series-b,2,1
c:42797,venture,1,1
c:42798,series-b,1,2
c:428,series-a,1,3
c:42819,angel,1,3
c:4282,angel,2,3
c:42826,angel,2,0
c:4283,series-a,1,2
c:42835,series-a,1,1
c:42839,series-b,1,4
c:42841,series-a,1,3
c:42842,series-c+,3,8
c:42844,angel,2,0
c:42848,venture,1,0
c:42856,venture,1,1
c:42857,venture,1,1
c:42860,series-b,1,3
c:42862,series-c+,2,9
c:42864,series-a,1,2
c:42865,series-a,1,2
c:42866,venture,3,10
c:42869,venture,3,6
c:4287,angel,1,2
c:429,private-equity,6,15
c:42909,venture,1,0
c:42910,venture,4,1
c:42911,series-c+,4,3
c:42912,other,5,1
c:42913,angel,1,0
c:42915,venture,4,2
c:42917,angel,1,0
c:42920,venture,1,0
c:42921,angel,2,0
c:42926,angel,1,0
c:42928,venture,1,1
c:42931,angel,4,3
c:42932,series-a,1,0
c:42943,series-a,2,2
c:42945,private-equity,1,0
c:42955,angel,1,1
c:42956,other,1,0
c:42958,series-a,2,1
c:42960,series-b,2,2
c:42962,other,1,0
c:42963,venture,1,1
c:42964,venture,2,2
c:42971,venture,1,1
c:42972,series-a,2,5
c:42976,series-a,1,0
c:42977,venture,2,3
c:42978,series-a,1,1
c:42979,series-b,1,1
c:42985,venture,1,1
c:42986,series-a,1,1
c:4299,angel,1,0
c:42998,angel,1,1
c:43,angel,1,2
c:43002,angel,2,5
c:4301,series-b,2,3
c:43018,venture,1,0
c:43019,venture,2,0
c:43020,venture,2,0
c:43023,venture,5,1
c:43024,other,2,1
c:43025,venture,1,0
c:43031,series-c+,1,2
c:43033,venture,2,6
c:43036,venture,2,0
c:43037,other,1,0
c:43039,venture,2,0
c:4304,venture,3,3
c:43045,series-a,1,1
c:43048,series-b,2,5
c:43049,venture,1,1
c:43050,venture,3,15
c:43051,series-b,1,1
c:43052,venture,1,1
c:43053,venture,3,5
c:43055,series-c+,1,1
c:43063,angel,1,1
c:43069,angel,1,1
c:43070,angel,1,1
c:43072,angel,1,1
c:43075,series-b,1,1
c:43086,venture,1,1
c:43097,series-a,2,0
c:431,series-b,3,5
c:43109,series-a,1,0
c:43111,venture,1,0
c:43114,series-a,2,1
c:43115,series-a,1,1
c:43117,series-a,1,1
c:43118,series-a,1,0
c:43119,series-a,1,1
c:4312,series-c+,1,1
c:43124,other,1,0
c:43126,other,1,0
c:43127,series-a,1,1
c:43128,venture,1,1
c:43129,series-a,1,4
c:43131,venture,1,0
c:43132,series-b,2,4
c:43133,series-c+,1,2
c:43134,venture,2,4
c:43135,series-c+,1,1
c:43137,series-a,1,1
c:43138,venture,1,1
c:43141,venture,1,2
c:43143,venture,1,1
c:43154,series-c+,1,5
c:43158,series-b,2,7
c:43160,angel,2,3
c:43161,venture,1,1
c:43162,venture,2,2
c:43164,series-a,1,2
c:43165,series-b,2,2
c:43166,series-c+,2,4
c:43172,series-a,3,11
c:43179,angel,1,0
c:43183,venture,3,5
c:43184,venture,2,0
c:43186,venture,3,5
c:43187,other,2,1
c:43188,angel,3,4
c:43189,venture,1,3
c:43193,venture,2,4
c:43195,venture,1,2
c:43197,angel,1,0
c:43199,series-c+,1,2
c:432,series-a,1,2
c:43201,series-a,1,1
c:43203,venture,1,1
c:43204,venture,1,2
c:43206,venture,1,1
c:43207,series-b,2,2
c:43208,venture,1,1
c:43210,series-c+,4,7
c:43216,series-b,2,3
c:43223,angel,1,1
c:43228,other,1,0
c:43229,other,3,0
c:43231,other,3,1
c:43233,series-b,3,12
c:43234,other,2,0
c:43236,venture,2,3
c:43238,other,1,0
c:43239,venture,1,0
c:43240,series-b,3,5
c:43244,angel,3,3
c:43251,venture,1,2
c:43252,series-a,1,2
c:43253,venture,1,1
c:43254,venture,1,2
c:43255,venture,2,2
c:43258,venture,1,2
c:43260,venture,1,1
c:43261,series-b,1,1
c:43262,venture,1,3
c:43263,angel,1,1
c:43271,angel,1,0
c:43282,angel,1,1
c:43283,venture,1,2
c:43310,series-b,1,1
c:43311,series-a,1,1
c:43312,venture,1,1
c:43313,venture,1,1
c:43315,venture,1,1
c:43319,venture,1,2
c:43321,venture,1,1
c:43324,series-c+,2,4
c:43327,series-c+,2,5
c:43328,series-a,1,1
c:43331,series-a,1,3
c:43335,angel,1,1
c:43337,series-c+,5,12
c:43345,series-c+,3,9
c:43346,series-b,1,2
c:4335,series-a,1,1
c:43350,series-a,1,2
c:43354,venture,3,15
c:43355,other,3,8
c:4336,series-c+,3,4
c:43372,angel,1,1
c:43373,venture,1,0
c:43374,venture,1,0
c:43378,angel,3,2
c:43380,venture,1,1
c:43386,angel,1,1
c:43392,venture,1,0
c:43393,venture,1,2
c:43395,series-b,2,2
c:434,series-c+,3,6
c:43401,angel,4,1
c:43403,venture,1,1
c:43404,series-a,1,3
c:43406,angel,1,0
c:43408,venture,1,1
c:43410,venture,3,2
c:43413,angel,1,0
c:43414,series-c+,4,13
c:43415,venture,2,0
c:43416,series-a,2,5
c:43418,series-a,2,5
c:43422,venture,1,1
c:43423,venture,1,1
c:43427,angel,1,5
c:43429,other,1,0
c:43430,venture,1,1
c:43434,series-a,1,1
c:43436,venture,1,1
c:43438,venture,1,1
c:43444,venture,1,1
c:43446,venture,1,1
c:43451,series-a,1,1
c:43453,other,2,3
c:43455,series-b,4,10
c:43456,series-c+,1,1
c:43458,venture,1,3
c:4346,series-b,2,3
c:43461,private-equity,2,3
c:43462,venture,2,1
c:43464,series-a,2,1
c:43469,series-b,1,3
c:4347,series-b,1,2
c:43476,venture,3,1
c:43477,other,5,1
c:43480,series-c+,1,3
c:43483,other,7,4
c:43486,angel,4,4
c:43489,venture,3,5
c:43496,angel,1,1
c:4350,angel,2,0
c:43502,private-equity,4,11
c:43516,series-a,1,1
c:43517,venture,1,0
c:43519,venture,8,0
c:43521,series-c+,1,0
c:43523,series-c+,4,8
c:43525,series-a,1,0
c:43530,series-c+,2,8
c:43549,angel,2,7
c:4355,venture,1,2
c:43551,angel,1,2
c:43552,series-b,3,5
c:43560,series-b,2,5
c:43562,venture,1,1
c:43565,venture,1,0
c:43573,series-c+,4,1
c:43580,venture,2,0
c:43583,venture,1,0
c:43584,series-c+,2,6
c:43589,angel,2,0
c:4359,series-c+,2,12
c:43591,private-equity,7,33
c:43592,venture,1,1
c:43593,series-c+,1,10
c:43594,other,7,21
c:43596,series-c+,4,20
c:43601,series-c+,1,8
c:43604,venture,1,1
c:43605,series-c+,2,6
c:43608,series-c+,3,17
c:43609,venture,2,4
c:43622,series-c+,2,9
c:43628,other,4,7
c:4363,other,2,3
c:4364,angel,2,3
c:43644,angel,1,0
c:43655,series-c+,3,0
c:4366,series-c+,3,2
c:43661,venture,1,0
c:43664,series-b,1,6
c:43665,series-a,4,5
c:43669,venture,2,9
c:43670,series-c+,3,13
c:43680,other,4,9
c:43689,series-b,1,0
c:4369,angel,1,1
c:43696,series-c+,2,7
c:43698,series-c+,1,3
c:437,series-c+,3,11
c:43700,series-b,2,5
c:43701,private-equity,5,5
c:43707,series-a,1,2
c:4371,series-a,1,1
c:43711,other,1,0
c:43718,venture,3,9
c:43720,venture,2,7
c:43721,angel,1,0
c:43724,series-b,2,6
c:4373,series-a,1,0
c:43733,other,3,0
c:43736,series-b,1,3
c:43739,series-c+,2,6
c:43741,series-c+,2,6
c:43743,venture,3,0
c:43744,venture,1,3
c:43747,venture,1,0
c:43750,venture,1,1
c:43752,series-b,2,2
c:43753,venture,4,18
c:43754,angel,1,0
c:43755,series-c+,6,14
c:43756,angel,7,0
c:43757,venture,4,5
c:43758,venture,1,2
c:4376,series-b,1,4
c:43760,series-a,1,3
c:43761,series-a,1,3
c:43765,series-c+,2,9
c:43768,venture,1,1
c:43769,series-b,2,8
c:43775,series-a,2,5
c:43776,series-a,1,3
c:43789,series-b,3,10
c:4379,angel,1,0
c:43790,angel,2,4
c:438,angel,1,0
c:43805,series-b,2,5
c:43806,private-equity,2,1
c:43816,venture,3,5
c:43817,angel,2,0
c:43818,venture,4,6
c:43819,series-a,1,4
c:43820,angel,1,1
c:43821,venture,1,1
c:43822,venture,2,9
c:43823,series-b,1,2
c:43824,angel,1,0
c:43826,venture,4,4
c:43828,venture,3,6
c:43830,series-a,1,4
c:43831,series-c+,3,6
c:43832,angel,3,5
c:43833,venture,3,2
c:43838,venture,1,1
c:43839,venture,1,3
c:43842,series-c+,2,2
c:43844,venture,1,1
c:43848,venture,2,1
c:43851,series-a,1,2
c:43852,venture,1,2
c:43856,angel,1,0
c:43868,other,3,10
c:43869,venture,3,0
c:43870,venture,1,0
c:43872,venture,2,12
c:43873,series-c+,1,1
c:43874,series-c+,1,3
c:43875,venture,2,6
c:43877,series-b,2,8
c:43878,series-b,1,2
c:43879,series-b,2,5
c:4388,venture,2,4
c:43881,venture,1,2
c:43882,venture,2,3
c:43893,other,3,0
c:43894,venture,2,0
c:43895,angel,1,0
c:43898,series-c+,5,15
c:43899,series-b,3,7
c:43900,series-a,1,2
c:43902,series-b,1,1
c:43906,series-c+,3,11
c:43907,other,7,12
