object_id,rounds_total,last_funding_round_type,number_of_participants
c:257108,,,
c:257109,,,
c:25711,,,
c:257110,,,
c:257111,,,
c:257112,,,
c:257113,,,
c:257114,,,
c:257115,1.0,other,0.0
c:257116,,,
c:257117,,,
c:257118,,,
c:257119,,,
c:25712,,,
c:257120,,,
c:257121,,,
c:257122,,,
c:257123,1.0,other,0.0
c:257124,,,
c:257125,,,
c:257126,,,
c:257127,1.0,private-equity,0.0
c:257128,,,
c:257129,2.0,venture,0.0
c:25713,1.0,venture,4.0
c:257130,,,
c:257131,,,
c:257132,,,
c:257133,,,
c:257136,1.0,,
c:257137,1.0,series-b,3.0
c:257138,,,
c:257139,,,
c:25714,,,
c:257140,,,
c:257141,,,
c:257142,1.0,angel,0.0
c:257143,,,
c:257144,,,
c:257145,1.0,angel,2.0
c:257146,,,
c:257147,2.0,,
c:257148,1.0,series-a,5.0
c:257149,1.0,angel,0.0
c:257150,1.0,series-a,0.0
c:257151,,,
c:257152,1.0,series-a,0.0
c:257153,,,
c:257155,1.0,,
c:257156,,,
c:257157,2.0,venture,0.0
c:257158,,,
c:257159,2.0,series-a,6.0
c:25716,4.0,venture,7.0
c:257160,1.0,angel,0.0
c:257161,,,
c:257162,,,
c:257163,,,
c:257164,,,
c:257165,,,
c:257166,1.0,venture,0.0
c:257167,,,
c:257168,1.0,venture,0.0
c:25717,,,
c:257170,1.0,angel,2.0
c:257171,,,
c:257172,,,
c:257174,,,
c:257175,1.0,venture,0.0
c:257176,,,
c:257177,,,
c:257178,,,
c:257179,,,
c:25718,1.0,series-c+,1.0
c:257180,,,
c:257181,,,
c:257182,,,
c:257183,3.0,venture,0.0
c:257184,,,
c:257185,,,
c:257186,,,
c:257187,2.0,venture,0.0
c:257188,1.0,angel,0.0
c:25719,1.0,series-b,1.0
c:257190,,,
c:257191,,,
c:257192,,,
c:257193,,,
c:257194,,,
c:257196,1.0,angel,3.0
c:257197,1.0,venture,0.0
c:257198,,,
c:257199,,,
c:2572,,,
c:25720,2.0,venture,2.0
c:257200,1.0,angel,0.0
c:257201,,,
c:257202,1.0,venture,0.0
c:257203,1.0,,
c:257204,1.0,angel,1.0
c:257205,5.0,private-equity,4.0
c:257206,,,
c:257208,,,
c:25721,4.0,venture,2.0
c:257210,,,
c:257211,,,
c:257212,,,
c:257213,,,
c:257214,,,
c:257215,,,
c:257216,,,
c:257217,,,
c:257218,,,
c:257219,,,
c:25722,4.0,series-c+,17.0
c:257220,,,
c:257221,,,
c:257222,,,
c:257223,,,
c:257224,,,
c:257225,,,
c:257226,,,
c:257227,,,
c:257228,1.0,angel,1.0
c:257229,,,
c:25723,1.0,venture,1.0
c:257230,,,
c:257231,,,
c:257232,,,
c:257234,,,
c:257235,,,
c:257236,,,
c:257237,,,
c:257238,,,
c:257239,,,
c:25724,2.0,venture,4.0
c:257240,,,
c:257241,,,
c:257242,,,
c:257243,,,
c:257244,,,
c:257245,,,
c:257246,,,
c:257247,1.0,angel,2.0
c:257248,,,
c:257249,,,
c:25725,,,
c:257250,,,
c:257251,,,
c:257252,,,
c:257253,,,
c:257254,,,
c:257255,,,
c:257257,,,
c:257258,,,
c:257259,,,
c:25726,,,
c:257260,,,
c:257261,,,
c:257262,1.0,angel,1.0
c:257263,,,
c:257264,2.0,angel,0.0
c:257265,,,
c:257266,,,
c:257267,,,
c:257268,,,
c:257269,,,
c:25727,,,
c:257270,,,
c:257271,,,
c:257272,,,
c:257273,,,
c:257275,,,
c:257276,,,
c:257277,,,
c:257278,,,
c:257279,,,
c:25728,1.0,angel,1.0
c:257280,,,
c:257281,1.0,venture,1.0
c:257282,,,
c:257283,,,
c:257284,,,
c:257285,,,
c:257286,,,
c:257287,1.0,angel,3.0
c:257288,,,
c:257289,,,
c:25729,,,
c:257290,1.0,series-a,0.0
c:257291,,,
c:257292,,,
c:257293,,,
c:257294,,,
c:257295,1.0,angel,3.0
c:257296,,,
c:257297,,,
c:257298,,,
c:257299,,,
c:2573,,,
c:25730,1.0,venture,2.0
c:257301,,,
c:257302,,,
c:257303,,,
c:257304,,,
c:257305,,,
c:257306,,,
c:257307,,,
c:257308,,,
c:257309,,,
c:257310,,,
c:257311,,,
c:257312,,,
c:257313,,,
c:257314,,,
c:257315,,,
c:257316,1.0,series-a,1.0
c:257317,1.0,angel,2.0
c:257318,,,
c:257319,,,
c:25732,4.0,private-equity,9.0
c:257320,,,
c:257321,,,
c:257322,,,
c:257323,1.0,,
c:257324,1.0,angel,1.0
c:257325,,,
c:257326,,,
c:257327,,,
c:257328,,,
c:257329,,,
c:25733,4.0,other,13.0
c:257330,,,
c:257331,,,
c:257332,,,
c:257334,,,
c:257335,,,
c:257336,,,
c:257337,,,
c:257338,,,
c:257339,,,
c:257340,,,
c:257341,,,
c:257342,,,
c:257343,,,
c:257344,,,
c:257345,,,
c:257346,,,
c:257347,,,
c:257348,,,
c:257349,,,
c:25735,1.0,venture,1.0
c:257350,,,
c:257351,,,
c:257352,,,
c:257353,,,
c:257354,,,
c:257355,,,
c:257356,,,
c:257357,1.0,,
c:257358,,,
c:257359,,,
c:25736,1.0,series-c+,3.0
c:257360,,,
c:257361,1.0,angel,0.0
c:257362,,,
c:257363,,,
c:257364,,,
c:257365,2.0,venture,0.0
c:257366,,,
c:257367,,,
c:257368,,,
c:257369,,,
c:25737,6.0,private-equity,22.0
c:257370,1.0,other,0.0
c:257371,1.0,series-a,0.0
c:257372,1.0,other,0.0
c:257373,,,
c:257374,,,
c:257375,,,
c:257376,,,
c:257377,,,
c:257378,,,
c:257379,,,
c:25738,,,
c:257380,,,
c:257381,,,
c:257382,,,
c:257383,,,
c:257384,1.0,series-a,2.0
c:257385,,,
c:257386,,,
c:257387,1.0,series-a,0.0
c:257388,,,
c:257389,,,
c:25739,1.0,venture,2.0
c:257390,,,
c:257391,1.0,private-equity,1.0
c:257392,1.0,other,0.0
c:257393,,,
c:257394,1.0,venture,0.0
c:257395,,,
c:257396,,,
c:257397,,,
c:257398,1.0,other,0.0
c:2574,,,
c:25740,2.0,venture,1.0
c:257400,2.0,other,0.0
c:257401,,,
c:257402,,,
c:257403,,,
c:257404,,,
c:257405,,,
c:257406,1.0,venture,0.0
c:257407,,,
c:257408,,,
c:257409,,,
c:25741,,,
c:257410,,,
c:257411,,,
c:257412,,,
c:257413,,,
c:257414,,,
c:257415,,,
c:257416,,,
c:257417,,,
c:257418,,,
c:257419,,,
c:25742,1.0,venture,1.0
c:257420,,,
c:257421,,,
c:257422,,,
c:257423,,,
c:257424,,,
c:257425,,,
c:257426,,,
c:257427,,,
c:257428,2.0,other,0.0
c:257429,,,
c:25743,3.0,series-c+,8.0
c:257430,,,
c:257431,,,
c:257432,,,
c:257433,1.0,angel,1.0
c:257434,,,
c:257435,,,
c:257436,2.0,venture,0.0
c:257437,,,
c:257438,,,
c:257439,,,
c:25744,,,
c:257440,,,
c:257441,,,
c:257442,,,
c:257443,,,
c:257444,1.0,crowdfunding,0.0
c:257445,,,
c:257446,,,
c:257447,,,
c:257448,,,
c:257449,,,
c:25745,,,
c:257450,,,
c:257451,,,
c:257452,,,
c:257453,,,
c:257454,,,
c:257455,,,
c:257456,,,
c:257457,,,
c:257458,,,
c:257459,,,
c:25746,,,
c:257460,,,
c:257461,,,
c:257462,,,
c:257463,,,
c:257464,,,
c:257465,,,
c:257466,1.0,angel,0.0
c:257467,,,
c:257468,,,
c:257469,,,
c:25747,3.0,series-c+,6.0
c:257471,,,
c:257472,,,
c:257473,,,
c:257474,,,
c:257475,,,
c:257476,,,
c:257477,,,
c:257478,,,
c:257479,1.0,other,0.0
c:25748,1.0,venture,1.0
c:257480,,,
c:257481,,,
c:257482,4.0,venture,0.0
c:257483,,,
c:257484,3.0,venture,0.0
c:257485,,,
c:257486,,,
c:257488,,,
c:257489,,,
c:25749,3.0,series-b,6.0
c:257490,,,
c:257492,,,
c:257493,1.0,venture,0.0
c:257494,,,
c:257495,,,
c:257496,,,
c:257497,,,
c:257498,,,
c:257499,,,
c:2575,,,
c:25750,,,
c:257500,1.0,venture,0.0
c:257501,,,
c:257502,,,
c:257503,,,
c:257504,,,
c:257505,,,
c:257506,,,
c:257507,,,
c:257508,,,
c:257509,,,
c:25751,,,
c:257510,,,
c:257511,,,
c:257512,,,
c:257513,,,
c:257514,,,
c:257515,,,
c:257516,1.0,private-equity,1.0
c:257517,,,
c:257518,,,
c:257519,,,
c:25752,,,
c:257520,,,
c:257521,,,
c:257522,1.0,angel,0.0
c:257523,1.0,other,0.0
c:257524,,,
c:257525,,,
c:257526,1.0,series-a,3.0
c:257527,1.0,angel,0.0
c:257528,,,
c:257529,1.0,venture,1.0
c:25753,,,
c:257530,,,
c:257531,,,
c:257532,,,
c:257533,,,
c:257534,,,
c:257535,,,
c:257536,,,
c:257537,,,
c:257538,,,
c:257539,,,
c:25754,1.0,venture,1.0
c:257540,1.0,venture,0.0
c:257541,1.0,venture,0.0
c:257542,,,
c:257543,1.0,angel,0.0
c:257544,,,
c:257545,,,
c:257546,,,
c:257547,,,
c:257548,,,
c:257549,,,
c:25755,5.0,other,12.0
c:257550,,,
c:257551,,,
c:257552,,,
c:257553,,,
c:257554,,,
c:257555,,,
c:257556,,,
c:257558,,,
c:257559,,,
c:25756,1.0,venture,1.0
c:257560,,,
c:257561,,,
c:257562,,,
c:257563,,,
c:257564,,,
c:257565,,,
c:257566,,,
c:257567,,,
c:257568,,,
c:257569,1.0,venture,0.0
c:25757,,,
c:257570,,,
c:257571,,,
c:257572,,,
c:257573,,,
c:257574,,,
c:257575,1.0,other,0.0
c:257577,,,
c:257578,,,
c:257579,,,
c:25758,,,
c:257580,,,
c:257581,,,
c:257582,,,
c:257583,,,
c:257584,2.0,other,0.0
c:257585,,,
c:257586,,,
c:257587,,,
c:257588,,,
c:257589,1.0,series-a,0.0
c:257590,2.0,series-a,0.0
c:257591,,,
c:257592,,,
c:257593,,,
c:257594,,,
c:257595,,,
c:257596,,,
c:257597,,,
c:257598,,,
c:25760,,,
c:257600,2.0,venture,0.0
c:257601,1.0,venture,0.0
c:257602,,,
c:257603,,,
c:257604,,,
c:257606,,,
c:257607,,,
c:257608,,,
c:257609,1.0,venture,0.0
c:25761,,,
c:257610,,,
c:257611,,,
c:257612,,,
c:257613,,,
c:257614,,,
c:257615,4.0,angel,0.0
c:257616,,,
c:257617,,,
c:257618,,,
c:257619,,,
c:25762,,,
c:257620,1.0,venture,1.0
c:257621,,,
c:257622,,,
c:257623,1.0,series-a,3.0
c:257624,,,
c:257625,1.0,other,2.0
c:257626,,,
c:257627,,,
c:257628,,,
c:257629,,,
c:25763,,,
c:257630,,,
c:257631,,,
c:257632,,,
c:257633,,,
c:257634,,,
c:257635,,,
c:257636,,,
c:257638,,,
c:257639,1.0,angel,0.0
c:25764,2.0,series-b,4.0
c:257640,,,
c:257641,,,
c:257642,,,
c:257643,,,
c:257644,,,
c:257645,,,
c:257646,,,
c:257647,,,
c:257648,,,
c:257649,,,
c:257650,,,
c:257651,,,
c:257652,,,
c:257653,,,
c:257654,,,
c:257655,,,
c:257656,,,
c:257657,,,
c:257658,,,
c:257659,,,
c:25766,1.0,,
c:257660,,,
c:257661,,,
c:257662,,,
c:257663,,,
c:257665,,,
c:257666,,,
c:257667,,,
c:257668,,,
c:257669,,,
c:25767,,,
c:257670,,,
c:257672,,,
c:257673,,,
c:257674,,,
c:257675,,,
c:257676,1.0,angel,4.0
c:257677,,,
c:257678,,,
c:257679,,,
c:25768,,,
c:257682,,,
c:257683,1.0,angel,1.0
c:257684,,,
c:257685,,,
c:257686,,,
c:257688,,,
c:257689,,,
c:25769,,,
c:257690,,,
c:257691,,,
c:257692,,,
c:257693,,,
c:257694,,,
c:257695,,,
c:257696,,,
c:257697,,,
c:257698,,,
c:257699,,,
c:2577,,,
c:25770,,,
c:257701,,,
c:257702,,,
c:257703,,,
c:257704,,,
c:257705,,,
c:257706,,,
c:257707,,,
c:257709,1.0,angel,0.0
c:25771,,,
c:257710,,,
c:257711,,,
c:257712,,,
c:257714,1.0,angel,1.0
c:257718,,,
c:257719,,,
c:25772,2.0,venture,5.0
c:257720,,,
c:257721,,,
c:257722,,,
c:257723,,,
c:257724,1.0,venture,0.0
c:257725,,,
c:257726,,,
c:257727,1.0,angel,0.0
c:257728,,,
c:257729,,,
c:25773,,,
c:257730,,,
c:257731,,,
c:257732,,,
c:257733,,,
c:257734,,,
c:257735,,,
c:257736,,,
c:257737,,,
c:257738,,,
c:257739,,,
c:25774,1.0,,
c:257740,,,
c:257741,,,
c:257742,,,
c:257743,,,
c:257744,,,
c:257745,,,
c:257746,,,
c:257747,,,
c:257748,,,
c:257749,,,
c:25775,,,
c:257750,,,
c:257751,,,
c:257752,,,
c:257753,,,
c:257754,,,
c:257755,,,
c:257756,,,
c:257758,,,
c:257759,,,
c:25776,1.0,venture,1.0
c:257760,,,
c:257761,,,
c:257762,,,
c:257763,,,
c:257764,,,
c:257765,,,
c:257766,,,
c:257767,,,
c:257768,,,
c:257769,,,
c:25777,,,
c:257770,,,
c:257771,,,
c:257772,,,
c:257773,,,
c:257774,,,
c:257775,,,
c:257776,,,
c:257777,,,
c:257778,1.0,angel,3.0
c:257779,,,
c:25778,,,
c:257780,,,
c:257781,,,
c:257782,,,
c:257783,,,
c:257784,,,
c:257785,,,
c:257786,,,
c:257787,,,
c:257788,,,
c:257789,,,
c:25779,,,
c:257790,,,
c:257791,,,
c:257793,,,
c:257794,,,
c:257795,,,
c:257796,,,
c:257797,,,
c:257798,,,
c:257799,,,
c:2578,,,
c:25780,1.0,,
c:257801,,,
c:257802,,,
c:257803,,,
c:257804,,,
c:257805,,,
c:257806,,,
c:257807,,,
c:257808,,,
c:257809,,,
c:25781,,,
c:257810,,,
c:257811,,,
c:257812,,,
c:257813,,,
c:257814,,,
c:257815,,,
c:257816,,,
c:257817,,,
c:257818,,,
c:257819,,,
c:25782,2.0,venture,4.0
c:257820,,,
c:257821,,,
c:257822,,,
c:257823,,,
c:257824,,,
c:257825,,,
c:257826,,,
c:257827,,,
c:257828,,,
c:257829,,,
c:25783,,,
c:257830,,,
c:257831,,,
c:257832,,,
c:257833,,,
c:257834,,,
c:257835,,,
c:257836,,,
c:257837,,,
c:257838,,,
c:257839,,,
c:25784,,,
c:257840,,,
c:257841,,,
c:257842,,,
c:257843,,,
c:257844,,,
c:257845,,,
c:257846,,,
c:257847,,,
c:257848,,,
c:257849,,,
c:25785,,,
c:257850,,,
c:257851,,,
c:257852,,,
c:257853,,,
c:257854,,,
c:257855,,,
c:257856,,,
c:257857,,,
c:257858,,,
c:257859,,,
c:25786,,,
c:257860,,,
c:257861,,,
c:257862,,,
c:257863,,,
c:257864,,,
c:257865,,,
c:257866,,,
c:257867,,,
c:257868,,,
c:257869,,,
c:25787,,,
c:257870,,,
c:257871,,,
c:257872,,,
c:257873,,,
c:257874,,,
c:257875,,,
c:257876,,,
c:257877,,,
c:257878,,,
c:257879,,,
c:25788,1.0,private-equity,0.0
c:257880,,,
c:257881,,,
c:257884,,,
c:257885,,,
c:257886,,,
c:257887,,,
c:257888,,,
c:257889,,,
c:25789,,,
c:257890,,,
c:257892,,,
c:257894,,,
c:257895,,,
c:257896,,,
c:257897,,,
c:257898,,,
c:257899,,,
c:25790,,,
c:257900,,,
c:257901,,,
c:257902,,,
c:257903,,,
c:257904,,,
c:257905,,,
c:257906,,,
c:257907,,,
c:257908,,,
c:257909,,,
c:25791,1.0,series-b,3.0
c:257910,,,
c:257911,,,
c:257912,,,
c:257913,,,
c:257914,,,
c:257915,,,
c:257916,,,
c:257917,,,
c:257918,,,
c:257919,,,
c:257920,,,
c:257921,,,
c:257922,,,
c:257923,,,
c:257924,,,
c:257925,,,
c:257926,,,
c:257927,,,
c:257928,,,
c:257929,,,
c:25793,,,
c:257930,,,
c:257931,1.0,angel,0.0
c:257932,1.0,,
c:257933,1.0,venture,2.0
c:257934,,,
c:257935,,,
c:257936,,,
c:257937,,,
c:257938,,,
c:257939,,,
c:25794,,,
c:257940,,,
c:257941,,,
c:257942,,,
c:257943,,,
c:257944,,,
c:257945,,,
c:257946,,,
c:257947,,,
c:257948,,,
c:257949,,,
c:25795,1.0,series-c+,4.0
c:257950,,,
c:257951,,,
c:257952,,,
c:257953,,,
c:257954,,,
c:257955,,,
c:257956,,,
c:257957,,,
c:257958,,,
c:257959,1.0,venture,1.0
c:25796,1.0,venture,1.0
c:257960,,,
c:257961,,,
c:257962,,,
c:257963,,,
c:257964,,,
c:257965,,,
c:257966,,,
c:257967,,,
c:257968,,,
c:257969,,,
c:25797,,,
c:257970,,,
c:257971,,,
c:257972,,,
c:257973,,,
c:257974,,,
c:257975,,,
c:257976,,,
c:257977,,,
c:257978,,,
c:257979,,,
c:25798,,,
c:257980,,,
c:257981,,,
c:257982,,,
c:257983,,,
c:257984,,,
c:257985,,,
c:257986,,,
c:257987,,,
c:257988,,,
c:257989,,,
c:25799,4.0,other,0.0
c:257990,,,
c:257991,,,
c:257992,,,
c:257993,,,
c:257994,,,
c:257995,,,
c:257997,,,
c:258,,,
c:25800,,,
c:258000,,,
c:258004,,,
c:25801,1.0,series-a,3.0
c:258010,,,
c:258011,,,
c:258012,,,
c:258013,,,
c:258014,,,
c:258015,,,
c:258017,,,
c:258018,,,
c:258019,,,
c:25802,,,
c:258020,,,
c:258021,,,
c:258022,,,
c:258023,,,
c:258024,,,
c:258025,,,
c:258026,,,
c:258027,,,
c:258028,,,
c:258029,,,
c:25803,,,
c:258030,,,
c:258031,,,
c:258032,,,
c:258033,,,
c:258034,,,
c:258035,,,
c:258036,,,
c:258037,,,
c:258038,,,
c:258039,,,
c:25804,1.0,venture,0.0
c:258040,,,
c:258041,,,
c:258042,,,
c:258043,,,
c:258044,,,
c:258045,,,
c:258046,,,
c:258047,,,
c:258048,,,
c:258049,,,
c:25805,2.0,series-c+,3.0
c:258050,,,
c:258051,,,
c:258052,,,
c:258053,,,
c:258054,,,
c:258055,,,
c:258056,,,
c:258057,,,
c:258058,,,
c:258059,,,
c:25806,,,
c:258060,,,
c:258061,,,
c:258062,,,
c:258064,,,
c:258065,,,
c:258066,,,
c:258067,,,
c:258068,,,
c:258069,,,
c:25807,,,
c:258070,,,
c:258071,,,
c:258072,,,
c:258073,,,
c:258074,,,
c:258075,1.0,venture,0.0
c:258076,,,
c:258077,,,
c:258078,,,
c:258079,,,
c:25808,1.0,angel,1.0
c:258081,,,
c:258082,,,
c:258083,,,
c:258084,,,
c:258086,,,
c:258087,,,
c:258088,,,
c:258089,,,
c:25809,,,
c:258090,,,
c:258091,,,
c:258093,1.0,angel,1.0
c:258094,,,
c:258095,,,
c:258096,,,
c:258097,,,
c:258098,,,
c:258099,,,
c:25810,,,
c:258100,,,
c:258101,,,
c:258102,,,
c:258103,,,
c:258104,,,
c:258105,,,
c:258106,,,
c:258107,,,
c:258108,,,
c:258109,,,
c:25811,,,
c:258110,,,
c:258111,,,
c:258112,,,
c:258113,,,
c:258114,,,
c:258115,,,
c:258116,,,
c:258117,,,
c:258118,,,
c:258119,,,
c:25812,,,
c:258120,,,
c:258121,,,
c:258122,,,
c:258123,,,
c:258124,,,
c:258125,,,
c:258126,,,
c:258127,,,
c:258129,,,
c:25813,,,
c:258130,,,
c:258131,,,
c:258133,,,
c:258134,,,
c:258135,,,
c:258136,,,
c:258137,,,
c:258138,,,
c:258139,,,
c:25814,,,
c:258140,,,
c:258141,1.0,angel,1.0
c:258142,,,
c:258143,,,
c:258144,,,
c:258145,,,
c:258146,,,
c:258147,,,
c:258148,,,
c:258149,,,
c:25815,,,
c:258150,,,
c:258151,,,
c:258152,,,
c:258153,,,
c:258154,,,
c:258155,,,
c:258156,,,
c:258157,,,
c:258158,,,
c:258159,,,
c:25816,,,
c:258160,,,
c:258161,,,
c:258163,1.0,other,0.0
c:258164,,,
c:258165,,,
c:258166,,,
c:258167,,,
c:258168,,,
c:25817,,,
c:258170,,,
c:258171,,,
c:258172,,,
c:258173,,,
c:258174,,,
c:258175,,,
c:258176,,,
c:258177,,,
c:258178,,,
c:258179,,,
c:25818,,,
c:258180,,,
c:258181,,,
c:258182,,,
c:258183,,,
c:258184,,,
c:258185,,,
c:258186,,,
c:258187,,,
c:258188,,,
c:258189,,,
c:25819,1.0,series-c+,8.0
c:258190,,,
c:258191,,,
c:258192,,,
c:258193,,,
c:258194,,,
c:258195,,,
c:258196,,,
c:258197,,,
c:258198,,,
c:258199,,,
c:25820,,,
c:258200,,,
c:258201,,,
c:258202,,,
c:258203,,,
c:258204,,,
c:258205,,,
c:258206,,,
c:258207,,,
c:258208,,,
c:258209,,,
c:25821,,,
c:258210,,,
c:258211,,,
c:258212,,,
c:258213,,,
c:258214,,,
c:258215,,,
c:258216,,,
c:258217,,,
c:258218,,,
c:258219,,,
c:258220,,,
c:258221,,,
c:258222,,,
c:258223,1.0,other,0.0
c:258224,1.0,series-a,1.0
c:258225,,,
c:258226,,,
c:258227,,,
c:258228,,,
c:258229,,,
c:25823,,,
c:258230,,,
c:258231,,,
c:258232,,,
c:258233,,,
c:258234,,,
c:258235,,,
c:258236,,,
c:258237,,,
c:258238,,,
c:258239,,,
c:25824,,,
c:258240,,,
c:258241,,,
c:258242,,,
c:258243,,,
c:258244,,,
c:258245,,,
c:258246,,,
c:258247,,,
c:258248,,,
c:258249,,,
c:25825,,,
c:258250,,,
c:258251,,,
c:258252,,,
c:258253,,,
c:258254,1.0,angel,0.0
c:258255,,,
c:258256,,,
c:258257,,,
c:258258,,,
c:258259,,,
c:258260,,,
c:258261,,,
c:258262,,,
c:258263,,,
c:258264,,,
c:258265,,,
c:258267,,,
c:258268,,,
c:258269,,,
c:25827,3.0,series-b,10.0
c:258270,,,
c:258271,,,
c:258272,,,
c:258273,,,
c:258274,,,
c:258275,,,
c:258276,,,
c:258278,,,
c:25828,,,
c:258280,,,
c:258281,,,
c:258282,1.0,series-a,4.0
c:258283,,,
c:258284,,,
c:258285,,,
c:258286,,,
c:258287,,,
c:258288,,,
c:258289,,,
c:258290,,,
c:258291,,,
c:258292,,,
c:258293,,,
c:258294,,,
c:258295,,,
c:258296,,,
c:258297,,,
c:258298,,,
c:258299,,,
c:258300,,,
c:258301,1.0,angel,0.0
c:258303,,,
c:258304,,,
c:258305,,,
c:258306,1.0,angel,2.0
c:258307,,,
c:258308,,,
c:258309,,,
c:25831,,,
c:258310,,,
c:258311,,,
c:258312,,,
c:258313,,,
c:258314,,,
c:258315,,,
c:258316,,,
c:258317,,,
c:258318,,,
c:258319,,,
c:25832,3.0,series-b,6.0
c:258320,,,
c:258321,,,
c:258322,,,
c:258323,,,
c:258324,,,
c:258325,,,
c:258326,,,
c:258327,,,
c:258328,,,
c:258329,,,
c:25833,6.0,other,10.0
c:258330,3.0,post-ipo,0.0
c:258331,,,
c:258332,,,
c:258333,,,
c:258334,,,
c:258335,,,
c:258336,,,
c:258337,,,
c:258338,,,
c:258339,,,
c:25834,,,
c:258340,,,
c:258341,,,
c:258342,,,
c:258343,,,
c:258344,,,
c:258345,,,
c:258346,1.0,series-a,0.0
c:258347,,,
c:258349,,,
c:25835,4.0,series-c+,6.0
c:258350,,,
c:258351,,,
c:258352,,,
c:258353,,,
c:258355,,,
c:258356,,,
c:258357,,,
c:258358,,,
c:258359,,,
c:25836,3.0,private-equity,11.0
c:258360,1.0,venture,0.0
c:258361,,,
c:258362,,,
c:258363,,,
c:258364,,,
c:258365,2.0,venture,0.0
c:258366,,,
c:258367,,,
c:258368,,,
c:258369,,,
c:25837,1.0,venture,1.0
c:258370,1.0,private-equity,2.0
c:258371,2.0,other,0.0
c:258372,,,
c:258373,,,
c:258374,,,
c:258375,,,
c:258377,,,
c:258378,,,
c:258379,2.0,other,0.0
c:258380,1.0,angel,1.0
c:258381,,,
c:258382,2.0,angel,12.0
c:258384,,,
c:258385,1.0,venture,0.0
c:258386,,,
c:258387,,,
c:258388,,,
c:258389,,,
c:25839,7.0,other,25.0
c:258390,1.0,series-a,1.0
c:258391,,,
c:258392,,,
c:258393,,,
c:258394,,,
c:258395,,,
c:258398,,,
c:258399,,,
c:2584,1.0,private-equity,0.0
c:25840,2.0,series-c+,7.0
c:258400,,,
c:258401,,,
c:258402,,,
c:258403,,,
c:258404,,,
c:258405,1.0,angel,3.0
c:258406,,,
c:258407,,,
c:258408,1.0,angel,2.0
c:258409,,,
c:25841,3.0,series-b,5.0
c:258410,,,
c:258411,,,
c:258412,,,
c:258413,1.0,venture,0.0
c:258414,1.0,venture,0.0
c:258415,,,
c:258416,,,
c:258417,,,
c:258418,,,
c:258419,,,
c:25842,1.0,venture,1.0
c:258420,,,
c:258421,1.0,series-b,2.0
c:258422,,,
c:258423,1.0,venture,0.0
c:258424,,,
c:258425,,,
c:258426,,,
c:258427,,,
c:258428,1.0,angel,0.0
c:258429,,,
c:25843,2.0,venture,7.0
c:258430,1.0,venture,0.0
c:258431,,,
c:258432,,,
c:258433,1.0,series-a,0.0
c:258434,1.0,private-equity,0.0
c:258435,,,
c:258436,,,
c:258437,1.0,angel,0.0
c:258438,,,
c:258439,,,
c:25844,4.0,series-c+,14.0
c:258440,,,
c:258441,,,
c:258442,,,
c:258443,1.0,venture,0.0
c:258444,,,
c:258445,,,
c:258446,,,
c:258447,,,
c:258448,,,
c:258449,,,
c:25845,3.0,series-c+,7.0
c:258450,,,
c:258451,,,
c:258452,,,
c:258454,,,
c:258455,,,
c:258456,,,
c:258457,1.0,angel,2.0
c:258458,,,
c:258459,,,
c:258460,,,
c:258461,,,
c:258462,,,
c:258463,,,
c:258464,,,
c:258465,,,
c:258466,,,
c:258467,,,
c:258468,,,
c:258469,,,
c:25847,1.0,venture,2.0
c:258470,,,
c:258471,,,
c:258472,,,
c:258473,,,
c:258474,,,
c:258475,,,
c:258476,,,
c:258477,,,
c:258478,,,
c:258479,,,
c:25848,,,
c:258480,,,
c:258481,,,
c:258482,1.0,angel,1.0
c:258483,,,
c:258484,,,
c:258485,,,
c:258486,,,
c:258487,,,
c:258488,,,
c:258489,,,
c:25849,,,
c:258490,,,
c:258491,,,
c:258492,,,
c:258493,,,
c:258494,,,
c:258495,,,
c:258496,,,
c:258497,,,
c:258498,,,
c:258499,,,
c:2585,,,
c:258500,,,
c:258501,,,
c:258502,1.0,angel,0.0
c:258503,,,
c:258504,,,
c:258505,,,
c:258506,,,
c:258507,,,
c:258508,1.0,angel,0.0
c:258509,,,
c:25851,3.0,series-c+,10.0
c:258510,,,
c:258512,,,
c:258513,,,
c:258514,,,
c:258515,,,
c:258516,,,
c:258517,,,
c:258518,,,
c:258519,,,
c:25852,2.0,venture,8.0
c:258520,,,
c:258521,3.0,other,0.0
c:258522,,,
c:258523,1.0,venture,0.0
c:258524,,,
c:258525,,,
c:258527,,,
c:258528,,,
c:25853,2.0,venture,2.0
c:258530,,,
c:258531,,,
c:258532,,,
c:258533,,,
c:258534,1.0,angel,0.0
c:258535,,,
c:258536,,,
c:258537,,,
c:258538,,,
c:258539,,,
c:25854,2.0,other,6.0
c:258540,1.0,angel,0.0
c:258541,,,
c:258542,1.0,other,0.0
c:258543,,,
c:258544,,,
c:258545,,,
c:258546,,,
c:258547,,,
c:258548,,,
c:258549,,,
c:25855,2.0,series-c+,1.0
c:258550,2.0,venture,0.0
c:258551,,,
c:258552,,,
c:258553,,,
c:258554,,,
c:258555,,,
c:258556,,,
c:258557,,,
c:258558,,,
c:258559,,,
c:25856,,,
c:258560,,,
c:258561,,,
c:258563,,,
c:258564,,,
c:258565,,,
c:258566,,,
c:258567,,,
c:258568,3.0,venture,0.0
c:258570,,,
c:258571,1.0,angel,0.0
c:258572,,,
c:258573,,,
c:258574,,,
c:258575,,,
c:258576,,,
c:258577,,,
c:258578,,,
c:258579,,,
