object_id,rounds_total,last_funding_round_type,number_of_participants
c:180560,,,
c:180561,,,
c:180562,,,
c:180563,1.0,venture,1.0
c:180564,1.0,venture,0.0
c:180565,,,
c:180567,1.0,venture,1.0
c:180568,,,
c:180569,,,
c:18057,,,
c:180570,,,
c:180571,,,
c:180572,,,
c:180573,,,
c:180575,,,
c:180576,,,
c:180577,,,
c:180579,,,
c:18058,1.0,venture,1.0
c:180580,,,
c:180581,,,
c:180582,,,
c:180583,,,
c:180584,,,
c:180585,,,
c:180588,,,
c:180589,,,
c:180590,,,
c:180591,,,
c:180592,,,
c:180593,,,
c:180595,,,
c:180597,,,
c:180598,,,
c:180599,3.0,angel,2.0
c:1806,1.0,series-a,4.0
c:180601,,,
c:180605,,,
c:180609,,,
c:18061,1.0,series-a,1.0
c:180611,,,
c:180613,1.0,series-a,0.0
c:180614,,,
c:180618,,,
c:18062,1.0,angel,5.0
c:180621,,,
c:180622,,,
c:180623,,,
c:180624,,,
c:180625,,,
c:180626,,,
c:180627,,,
c:180628,,,
c:180629,1.0,private-equity,1.0
c:180630,,,
c:180631,,,
c:180632,,,
c:180634,,,
c:180635,,,
c:180636,,,
c:180637,,,
c:180638,,,
c:180639,,,
c:180640,,,
c:180641,,,
c:180643,,,
c:180644,1.0,series-a,1.0
c:180645,,,
c:180646,,,
c:180648,,,
c:180649,,,
c:180650,,,
c:180651,,,
c:180652,1.0,private-equity,0.0
c:180653,,,
c:180654,,,
c:180655,,,
c:180656,,,
c:180658,,,
c:180660,,,
c:180661,,,
c:180662,,,
c:180663,,,
c:180664,,,
c:180666,,,
c:180667,,,
c:180668,1.0,venture,2.0
c:180669,1.0,series-a,3.0
c:180670,,,
c:180671,,,
c:180672,,,
c:180673,,,
c:180674,,,
c:180675,1.0,venture,4.0
c:180676,,,
c:180677,,,
c:180679,,,
c:18068,,,
c:180680,,,
c:180681,,,
c:180682,,,
c:180683,,,
c:180684,,,
c:180685,,,
c:180686,,,
c:180687,,,
c:180688,1.0,angel,0.0
c:180689,,,
c:18069,,,
c:180690,,,
c:180691,,,
c:180692,,,
c:180693,,,
c:180694,,,
c:180695,,,
c:180696,,,
c:180697,,,
c:180698,,,
c:180699,,,
c:1807,3.0,other,8.0
c:18070,5.0,other,23.0
c:180700,,,
c:180701,,,
c:180702,,,
c:180703,,,
c:180704,,,
c:180705,,,
c:180706,,,
c:180707,,,
c:180708,,,
c:180709,,,
c:18071,,,
c:180710,2.0,series-b,5.0
c:180711,,,
c:180712,,,
c:180713,,,
c:180714,,,
c:180715,,,
c:180716,,,
c:180717,,,
c:180718,,,
c:180719,,,
c:180720,,,
c:180721,1.0,angel,2.0
c:180722,2.0,angel,2.0
c:180724,,,
c:180725,,,
c:180726,2.0,angel,3.0
c:180728,,,
c:180729,,,
c:18073,,,
c:180730,,,
c:180731,,,
c:180732,,,
c:180733,,,
c:180734,,,
c:180735,,,
c:180736,,,
c:180737,,,
c:180738,,,
c:180739,,,
c:18074,,,
c:180740,,,
c:180741,,,
c:180742,,,
c:180743,,,
c:180744,,,
c:180745,,,
c:180746,,,
c:180748,,,
c:18075,1.0,venture,5.0
c:180750,,,
c:180751,1.0,series-a,1.0
c:180752,1.0,angel,6.0
c:180753,,,
c:180754,,,
c:180755,,,
c:180756,,,
c:180757,,,
c:180758,,,
c:180759,,,
c:18076,,,
c:180760,,,
c:180761,1.0,series-c+,1.0
c:180763,,,
c:180764,,,
c:180765,1.0,venture,1.0
c:180766,,,
c:180767,,,
c:180768,,,
c:180769,,,
c:18077,7.0,series-c+,16.0
c:180770,,,
c:180772,,,
c:180774,,,
c:180775,,,
c:180776,,,
c:180777,,,
c:180778,,,
c:180779,,,
c:18078,,,
c:180780,,,
c:180782,,,
c:180783,,,
c:180784,,,
c:180785,,,
c:180787,,,
c:180788,,,
c:180789,,,
c:18079,,,
c:180790,,,
c:180791,,,
c:180792,,,
c:180793,,,
c:180794,,,
c:180795,,,
c:180796,,,
c:180797,,,
c:180799,,,
c:1808,2.0,series-a,0.0
c:18080,1.0,series-a,3.0
c:180800,,,
c:180801,,,
c:180802,,,
c:180803,,,
c:180804,,,
c:180805,,,
c:180806,,,
c:180807,,,
c:180808,,,
c:180809,,,
c:18081,4.0,,
c:180810,,,
c:180811,,,
c:180812,,,
c:180813,,,
c:180814,,,
c:180815,1.0,angel,3.0
c:180816,,,
c:180818,,,
c:180819,,,
c:18082,7.0,series-c+,27.0
c:180820,,,
c:180821,,,
c:180822,,,
c:180823,,,
c:180824,,,
c:180825,,,
c:180826,,,
c:180827,1.0,angel,1.0
c:180828,,,
c:180829,,,
c:180830,,,
c:180831,,,
c:180832,,,
c:180833,,,
c:180834,,,
c:180835,,,
c:180837,,,
c:180838,1.0,angel,1.0
c:180840,,,
c:180841,,,
c:180842,,,
c:180843,,,
c:180844,,,
c:180845,,,
c:180846,,,
c:180847,,,
c:180848,,,
c:180849,,,
c:18085,1.0,series-a,1.0
c:180850,,,
c:180851,,,
c:180852,,,
c:180853,,,
c:180854,,,
c:180855,,,
c:180856,,,
c:180857,,,
c:180858,,,
c:180859,,,
c:18086,,,
c:180860,,,
c:180861,,,
c:180862,,,
c:180863,,,
c:180864,,,
c:180865,,,
c:180866,,,
c:180867,,,
c:180868,,,
c:180869,,,
c:18087,,,
c:180870,,,
c:180871,,,
c:180872,,,
c:180873,,,
c:180874,,,
c:180875,,,
c:180876,,,
c:180877,,,
c:18088,,,
c:180880,,,
c:180881,,,
c:180882,,,
c:180883,,,
c:180884,,,
c:180885,,,
c:180886,,,
c:180887,1.0,venture,2.0
c:180889,,,
c:18089,,,
c:180892,,,
c:1809,2.0,series-a,2.0
c:180900,,,
c:180903,,,
c:180907,,,
c:180908,,,
c:180909,,,
c:180911,,,
c:180912,,,
c:180913,,,
c:180914,,,
c:180915,,,
c:180916,,,
c:180917,,,
c:180918,,,
c:180919,1.0,angel,2.0
c:18092,1.0,angel,0.0
c:180920,,,
c:180921,,,
c:180922,,,
c:180923,,,
c:180924,,,
c:180925,,,
c:180927,,,
c:180928,2.0,series-a,23.0
c:180929,,,
c:180930,,,
c:180931,,,
c:180932,,,
c:180933,,,
c:180934,,,
c:180935,,,
c:180936,,,
c:180937,,,
c:180938,1.0,angel,1.0
c:180939,,,
c:18094,,,
c:180940,,,
c:180941,,,
c:180942,,,
c:180943,,,
c:180944,,,
c:180945,,,
c:180946,,,
c:180947,,,
c:180948,,,
c:180949,,,
c:180950,,,
c:180951,,,
c:180952,2.0,angel,1.0
c:180953,,,
c:180954,,,
c:180955,,,
c:180956,,,
c:180957,,,
c:180958,,,
c:180959,,,
c:180960,,,
c:180961,,,
c:180962,2.0,series-a,8.0
c:180963,,,
c:180965,,,
c:180966,,,
c:180967,,,
c:180968,,,
c:180969,,,
c:18097,,,
c:180972,,,
c:180973,,,
c:180974,,,
c:180975,,,
c:180976,,,
c:180977,,,
c:180979,1.0,angel,0.0
c:18098,,,
c:180980,,,
c:180981,,,
c:180983,,,
c:180984,,,
c:180985,,,
c:180986,,,
c:180987,,,
c:180989,1.0,series-a,2.0
c:18099,1.0,venture,1.0
c:180990,,,
c:180991,,,
c:180992,,,
c:180993,,,
c:180994,,,
c:180995,,,
c:180996,2.0,angel,0.0
c:180997,,,
c:180998,,,
c:180999,,,
c:181,1.0,series-a,1.0
c:1810,,,
c:18100,,,
c:181000,,,
c:181003,,,
c:181004,,,
c:181006,,,
c:181007,,,
c:181008,,,
c:181009,2.0,angel,1.0
c:18101,,,
c:181010,,,
c:181011,,,
c:181013,,,
c:181014,,,
c:181015,,,
c:181016,,,
c:181017,,,
c:181019,,,
c:18102,,,
c:181020,,,
c:181022,1.0,angel,4.0
c:181023,,,
c:181024,,,
c:181025,,,
c:181027,,,
c:181028,,,
c:181029,,,
c:181030,,,
c:181032,,,
c:181033,,,
c:181035,,,
c:181036,,,
c:181037,2.0,series-c+,7.0
c:181038,,,
c:181039,,,
c:18104,,,
c:181040,,,
c:181041,,,
c:181044,,,
c:181045,,,
c:181047,,,
c:18105,3.0,venture,1.0
c:181050,,,
c:181051,,,
c:181052,,,
c:181054,,,
c:181055,,,
c:181056,,,
c:181057,,,
c:181058,,,
c:181059,,,
c:18106,4.0,series-b,8.0
c:181060,,,
c:181061,,,
c:181062,,,
c:181063,,,
c:181064,1.0,angel,1.0
c:181065,,,
c:181066,,,
c:181067,1.0,other,0.0
c:181068,,,
c:181069,,,
c:18107,,,
c:181070,,,
c:181071,,,
c:181072,,,
c:181073,,,
c:181074,,,
c:181075,,,
c:181076,,,
c:181077,,,
c:181078,,,
c:181080,,,
c:181085,1.0,angel,1.0
c:181086,,,
c:181088,,,
c:181090,,,
c:181091,,,
c:181092,,,
c:181093,,,
c:181094,,,
c:181095,,,
c:181096,,,
c:181097,,,
c:181098,,,
c:1811,,,
c:18110,,,
c:181103,1.0,series-a,1.0
c:181104,,,
c:181105,,,
c:181106,,,
c:181107,,,
c:181108,,,
c:18111,,,
c:181110,,,
c:181111,,,
c:181112,,,
c:181113,,,
c:181115,,,
c:181116,,,
c:181117,,,
c:181118,,,
c:181119,,,
c:18112,,,
c:181122,,,
c:181123,,,
c:181124,1.0,angel,1.0
c:181125,,,
c:181126,,,
c:181127,,,
c:181128,,,
c:181129,,,
c:18113,,,
c:181130,,,
c:181133,,,
c:181134,,,
c:181135,,,
c:181136,,,
c:181137,,,
c:181138,,,
c:181139,,,
c:18114,,,
c:181140,,,
c:181141,,,
c:181142,,,
c:181143,,,
c:181145,4.0,series-b,14.0
c:181147,,,
c:181149,1.0,venture,1.0
c:181150,,,
c:181151,,,
c:181153,,,
c:181154,,,
c:181155,1.0,angel,1.0
c:181156,,,
c:181157,,,
c:181159,,,
c:18116,,,
c:181162,1.0,series-a,3.0
c:181163,,,
c:181164,,,
c:181166,1.0,series-a,4.0
c:181167,,,
c:181168,1.0,angel,1.0
c:181169,2.0,series-b,4.0
c:18117,2.0,venture,0.0
c:181170,,,
c:181171,,,
c:181173,,,
c:181174,,,
c:181175,,,
c:181176,,,
c:181177,,,
c:181178,,,
c:181179,,,
c:18118,1.0,venture,1.0
c:181180,,,
c:181181,,,
c:181182,,,
c:181183,,,
c:181185,,,
c:181186,,,
c:181187,1.0,series-a,4.0
c:181189,,,
c:18119,1.0,venture,1.0
c:181190,,,
c:181191,,,
c:181192,,,
c:181195,,,
c:181196,,,
c:181197,,,
c:181198,,,
c:181199,,,
c:1812,8.0,series-c+,31.0
c:18120,,,
c:181200,,,
c:181202,,,
c:181203,,,
c:181204,,,
c:181206,,,
c:181207,1.0,series-a,0.0
c:181208,,,
c:181209,1.0,angel,2.0
c:18121,,,
c:181210,,,
c:181211,,,
c:181212,,,
c:181213,,,
c:181214,,,
c:181215,,,
c:181216,,,
c:181217,,,
c:181218,,,
c:18122,1.0,venture,1.0
c:181220,,,
c:181221,,,
c:181222,,,
c:181223,,,
c:181224,,,
c:181225,,,
c:181226,4.0,other,5.0
c:181227,1.0,angel,1.0
c:181229,,,
c:18123,,,
c:181231,,,
c:181232,,,
c:181233,1.0,series-a,2.0
c:181234,,,
c:181235,,,
c:181236,,,
c:181237,,,
c:181238,,,
c:18124,,,
c:181240,,,
c:181241,,,
c:181242,,,
c:181243,,,
c:181244,,,
c:181245,,,
c:181246,,,
c:181247,,,
c:181248,,,
c:181249,,,
c:18125,,,
c:181250,,,
c:181251,,,
c:181252,,,
c:181254,,,
c:181255,,,
c:181256,,,
c:181257,,,
c:181258,,,
c:181259,,,
c:18126,1.0,series-b,2.0
c:181260,2.0,angel,1.0
c:181261,,,
c:181262,,,
c:181263,,,
c:181264,,,
c:181265,,,
c:181266,,,
c:181269,,,
c:18127,4.0,,
c:181272,,,
c:181276,,,
c:181277,,,
c:181278,,,
c:181279,,,
c:18128,1.0,series-c+,7.0
c:181280,1.0,,
c:181281,,,
c:181283,,,
c:181284,,,
c:181286,,,
c:181287,,,
c:181288,,,
c:181289,,,
c:18129,,,
c:181290,,,
c:181291,,,
c:181292,,,
c:181293,,,
c:181294,,,
c:181295,,,
c:181296,,,
c:181298,4.0,,
c:181299,,,
c:18130,,,
c:181300,,,
c:181301,,,
c:181302,,,
c:181304,,,
c:181306,,,
c:181307,,,
c:181308,1.0,series-a,0.0
c:18131,,,
c:181312,,,
c:181313,,,
c:181314,,,
c:181316,,,
c:181318,,,
c:181319,1.0,angel,1.0
c:18132,1.0,venture,0.0
c:181320,,,
c:181321,,,
c:181322,,,
c:181323,,,
c:181324,,,
c:181326,,,
c:181327,,,
c:181328,,,
c:18133,,,
c:181330,,,
c:181331,,,
c:181332,,,
c:181333,1.0,angel,2.0
c:181334,,,
c:181335,,,
c:181336,,,
c:181337,,,
c:181338,,,
c:181339,,,
c:18134,,,
c:181340,,,
c:181341,,,
c:181342,,,
c:181343,1.0,venture,0.0
c:181344,,,
c:181345,2.0,angel,5.0
c:181347,,,
c:181348,,,
c:181349,,,
c:18135,2.0,series-c+,8.0
c:181350,,,
c:181351,,,
c:181352,,,
c:181353,,,
c:181354,,,
c:181356,1.0,series-a,1.0
c:181357,,,
c:181358,,,
c:181359,,,
c:18136,,,
c:181360,,,
c:181361,,,
c:181362,,,
c:181363,,,
c:181364,,,
c:181366,,,
c:181367,,,
c:181368,,,
c:181369,,,
c:18137,,,
c:181371,,,
c:181374,,,
c:181375,,,
c:181376,,,
c:181377,,,
c:181378,,,
c:181379,,,
c:18138,,,
c:181380,,,
c:181381,1.0,,
c:181382,1.0,angel,1.0
c:181383,1.0,angel,0.0
c:181384,2.0,series-a,9.0
c:181385,,,
c:181386,2.0,venture,0.0
c:181388,2.0,series-b,7.0
c:181389,,,
c:181391,,,
c:181392,,,
c:181393,,,
c:181394,,,
c:181395,1.0,angel,1.0
c:181397,,,
c:181398,,,
c:181399,,,
c:18140,,,
c:181400,,,
c:181401,,,
c:181402,,,
c:181403,,,
c:181404,,,
c:181406,,,
c:181407,,,
c:181408,,,
c:181409,3.0,,
c:181410,,,
c:181411,,,
c:181412,,,
c:181413,,,
c:181414,,,
c:181415,,,
c:181416,,,
c:181417,,,
c:181418,,,
c:181419,,,
c:181421,,,
c:181422,,,
c:181423,,,
c:181424,,,
c:181425,,,
c:181426,,,
c:181427,,,
c:181429,,,
c:18143,,,
c:181430,,,
c:181431,,,
c:181433,2.0,series-a,10.0
c:181434,,,
c:181435,,,
c:181436,,,
c:181437,,,
c:18144,,,
c:181440,,,
c:181441,,,
c:181442,,,
c:181443,,,
c:181445,,,
c:181447,,,
c:181449,,,
c:18145,,,
c:181451,,,
c:181452,,,
c:181453,,,
c:181454,1.0,series-a,2.0
c:181455,,,
c:181456,,,
c:181457,,,
c:181458,,,
c:181459,,,
c:181460,,,
c:181461,,,
c:181462,,,
c:181463,1.0,angel,0.0
c:181464,,,
c:181465,,,
c:181468,,,
c:181469,,,
c:18147,,,
c:181470,,,
c:181471,1.0,venture,1.0
c:181473,,,
c:181474,,,
c:181476,,,
c:181477,,,
c:181479,,,
c:18148,,,
c:181481,,,
c:181482,,,
c:181483,,,
c:181484,1.0,series-a,1.0
c:181485,1.0,series-a,2.0
c:181488,,,
c:181489,,,
c:181491,,,
c:181492,,,
c:181493,,,
c:181494,,,
c:181495,,,
c:181496,,,
c:181497,,,
c:181498,,,
c:181499,,,
c:1815,3.0,series-c+,7.0
c:181500,,,
c:181501,,,
c:181502,,,
c:181503,,,
c:181504,,,
c:181505,,,
c:181506,,,
c:181507,,,
c:181508,,,
c:18151,,,
c:181517,,,
c:18152,,,
c:181520,,,
c:181522,,,
c:181523,,,
c:181524,2.0,venture,0.0
c:181525,,,
c:181526,,,
c:181527,,,
c:181529,,,
c:18153,,,
c:181530,,,
c:181531,,,
c:181532,,,
c:181534,,,
c:181535,,,
c:181536,,,
c:181537,,,
c:181538,,,
c:181539,,,
c:181541,,,
c:181544,1.0,crowdfunding,0.0
c:181545,,,
c:181547,,,
c:181549,,,
c:18155,,,
c:181550,,,
c:181551,,,
c:181552,,,
c:181553,,,
c:181554,,,
c:181555,,,
c:181556,,,
c:181557,,,
c:181558,,,
c:181559,,,
c:18156,,,
c:181560,,,
c:181561,,,
c:181562,1.0,angel,1.0
c:181563,,,
c:181564,,,
c:181565,1.0,series-a,0.0
c:181566,,,
c:181567,,,
c:181568,,,
c:181569,,,
c:18157,,,
c:181571,,,
c:181572,1.0,angel,0.0
c:181573,,,
c:181574,,,
c:181575,,,
c:181576,1.0,angel,0.0
c:181577,,,
c:181578,,,
c:18158,,,
c:181581,,,
c:181582,,,
c:181583,,,
c:181584,,,
c:181585,,,
c:181586,3.0,other,1.0
c:181588,,,
c:181589,,,
c:18159,3.0,private-equity,5.0
c:181590,,,
c:181591,,,
c:181592,,,
c:181593,,,
c:181594,,,
c:181595,,,
c:181596,,,
c:181597,,,
c:181598,,,
c:181599,,,
c:1816,,,
c:18160,4.0,series-b,8.0
c:181600,,,
c:181601,,,
c:181602,,,
c:181603,,,
c:181604,,,
c:181606,,,
c:181607,1.0,angel,1.0
c:181609,,,
c:18161,1.0,series-c+,4.0
c:181610,,,
c:181611,,,
c:181612,,,
c:181613,,,
c:181614,,,
c:181615,,,
c:181616,,,
c:181617,,,
c:181618,,,
c:181619,,,
c:18162,5.0,venture,18.0
c:181620,,,
c:181621,1.0,angel,0.0
c:181623,,,
c:181625,,,
c:181626,,,
c:181627,1.0,series-a,0.0
c:181628,,,
c:18163,2.0,series-b,5.0
c:181632,,,
c:181633,,,
c:181634,,,
c:181635,,,
c:181636,,,
c:181637,,,
c:181638,,,
c:181639,,,
c:18164,2.0,series-b,7.0
c:181640,,,
c:181642,2.0,venture,3.0
c:181644,,,
c:181645,3.0,angel,2.0
c:181646,,,
c:181647,,,
c:181648,,,
c:181649,,,
c:181650,,,
c:181651,,,
c:181653,,,
c:181654,,,
c:181656,,,
c:18166,,,
c:181664,,,
c:181668,1.0,series-a,1.0
c:181669,,,
c:18167,6.0,venture,35.0
c:181670,,,
c:181671,,,
c:181673,,,
c:181674,,,
c:181675,3.0,series-a,1.0
c:181676,,,
c:181678,,,
c:181679,,,
c:18168,,,
c:181681,,,
c:181682,,,
c:181683,,,
c:181684,,,
c:181685,,,
c:181686,,,
c:181687,,,
c:181689,,,
c:181690,,,
c:181691,,,
c:181692,,,
c:181693,,,
c:181694,,,
c:181695,,,
c:181696,,,
c:181697,,,
c:181698,1.0,,
c:181699,,,
c:1817,2.0,series-b,6.0
c:18170,,,
c:181700,,,
c:181702,,,
c:181703,,,
c:181704,,,
c:181705,,,
c:181706,1.0,,
c:181707,,,
c:181708,,,
c:181709,,,
c:18171,,,
c:181710,1.0,angel,3.0
c:181711,,,
c:181712,,,
c:181713,,,
c:18172,,,
c:18173,,,
c:181731,,,
c:181735,,,
c:181736,,,
c:181738,,,
c:18174,,,
c:181744,,,
c:181745,,,
c:181746,,,
c:181748,,,
c:181749,,,
c:18175,,,
c:181757,,,
c:181759,,,
c:18176,1.0,angel,1.0
c:18177,,,
c:181773,,,
c:181774,,,
c:181779,,,
c:18178,1.0,angel,0.0
c:181780,,,
c:181781,,,
c:181783,,,
c:181784,,,
c:181785,,,
c:18179,3.0,series-c+,9.0
c:181791,1.0,angel,1.0
c:181792,,,
c:1818,,,
c:18180,,,
c:181800,,,
c:181803,,,
c:181804,,,
c:181808,,,
c:181809,,,
c:18181,,,
c:181812,,,
c:181813,,,
c:181815,,,
c:181817,,,
c:181819,,,
c:18182,,,
c:181821,,,
c:181823,,,
c:181824,,,
c:181825,,,
c:181826,,,
c:181827,,,
c:181829,,,
c:18183,,,
c:181830,,,
c:181833,,,
c:18184,,,
c:181848,,,
c:181852,,,
c:181853,,,
c:181854,,,
c:181855,,,
c:181856,,,
c:181857,,,
c:181858,,,
c:181859,,,
c:181860,,,
c:181862,,,
c:181865,,,
c:181866,,,
c:181867,,,
c:181868,,,
c:181869,,,
c:18187,,,
c:181870,,,
c:181871,,,
c:181873,,,
c:181874,,,
c:181875,,,
c:181876,,,
c:181877,,,
c:181878,,,
c:181879,,,
c:18188,,,
c:181880,2.0,series-a,8.0
c:181881,,,
c:181882,,,
c:181883,,,
c:181884,,,
c:181885,,,
c:181886,,,
c:181887,,,
c:181888,,,
c:18189,,,
c:181890,,,
c:181891,,,
c:181892,,,
c:181894,,,
c:181895,,,
c:181896,,,
c:181897,,,
c:181898,,,
c:181899,,,
c:1819,2.0,series-b,7.0
c:18190,,,
c:181900,,,
c:181901,,,
c:181902,,,
c:181903,,,
c:181904,,,
c:181906,,,
c:181907,,,
c:181908,,,
c:18191,,,
c:181910,,,
c:181911,1.0,angel,1.0
c:181912,,,
c:181913,,,
c:181914,,,
c:181915,1.0,other,1.0
c:181916,,,
c:181917,2.0,series-a,4.0
c:181918,,,
c:181919,,,
c:18192,1.0,series-a,0.0
c:181920,,,
c:181921,,,
c:181922,,,
c:181923,,,
c:181924,,,
c:181926,,,
c:181927,,,
c:181928,1.0,series-a,0.0
c:181929,3.0,series-a,2.0
c:18193,,,
c:181930,,,
c:181931,,,
c:181932,3.0,angel,3.0
c:181934,,,
c:181935,,,
c:181936,,,
c:181937,,,
c:181938,,,
c:181939,,,
c:18194,,,
c:181942,,,
c:181943,,,
c:181944,1.0,series-a,2.0
c:181945,,,
c:181946,1.0,angel,2.0
c:181947,,,
c:181948,,,
c:181949,,,
c:18195,,,
c:181950,,,
c:181951,,,
c:181952,,,
c:181953,,,
c:181954,,,
c:181955,,,
c:181956,,,
c:181957,,,
c:181958,,,
c:181959,,,
c:181960,2.0,venture,0.0
c:181961,,,
c:181962,,,
c:181963,,,
c:181965,,,
c:181966,,,
c:181968,1.0,series-a,3.0
c:181969,,,
c:18197,,,
c:181970,,,
c:181971,,,
c:181972,,,
c:181973,,,
c:181974,2.0,angel,3.0
c:181975,,,
c:181976,,,
c:181977,,,
c:181978,,,
c:18198,1.0,angel,0.0
c:181980,,,
c:181981,,,
c:181982,,,
c:181983,,,
c:181984,,,
c:181985,,,
c:181986,,,
c:181987,,,
c:181988,,,
c:181989,,,
c:18199,1.0,series-c+,2.0
c:181990,,,
c:181992,,,
c:181994,,,
c:181996,,,
c:181997,,,
c:181998,,,
c:181999,,,
c:182,3.0,series-c+,5.0
c:1820,2.0,venture,7.0
c:18200,,,
c:182000,,,
c:182001,1.0,angel,1.0
c:182003,,,
c:182004,,,
c:182005,,,
c:182006,,,
c:182007,,,
c:182008,1.0,venture,4.0
c:182009,,,
c:182011,4.0,angel,4.0
c:182012,,,
c:182013,,,
c:182014,,,
c:182015,,,
c:182016,,,
c:182018,,,
c:18202,5.0,venture,11.0
c:182020,1.0,angel,1.0
c:182021,,,
c:182022,,,
c:182023,,,
c:182024,,,
c:182025,,,
c:182026,,,
c:182027,,,
c:182028,,,
c:182029,,,
c:182030,,,
c:182031,,,
c:182032,,,
c:182033,,,
c:182034,,,
c:182035,,,
c:182036,,,
c:182039,,,
c:18204,,,
c:182040,,,
c:182041,,,
c:182042,,,
c:182043,,,
c:182044,,,
c:182045,2.0,series-b,7.0
c:182046,,,
c:182047,,,
c:182048,,,
c:182049,,,
c:18205,,,
c:182050,,,
c:182051,,,
c:182052,,,
c:182053,,,
c:182054,,,
c:182055,,,
c:182056,,,
c:182057,,,
c:182058,,,
c:182059,,,
c:18206,,,
c:182060,,,
c:182061,,,
c:182062,,,
c:182063,,,
c:182064,,,
c:182065,,,
c:182066,,,
c:182067,,,
c:182068,,,
c:182069,1.0,angel,3.0
c:18207,,,
c:182070,,,
c:182071,1.0,angel,1.0
c:182072,,,
c:182073,,,
c:182074,,,
c:182075,,,
c:182076,,,
c:182077,,,
c:182078,,,
c:182079,,,
c:18208,1.0,,
c:182080,,,
c:182081,,,
c:182082,,,
c:182083,,,
c:182084,,,
c:182085,,,
c:182086,,,
c:182087,,,
c:182088,,,
c:182089,,,
c:18209,1.0,,
c:182090,,,
c:182091,,,
c:182092,,,
c:182093,,,
c:182094,,,
c:182096,1.0,private-equity,0.0
c:182097,,,
c:182098,,,
c:182099,1.0,angel,0.0
c:1821,1.0,angel,1.0
c:18210,1.0,angel,6.0
c:182100,,,
c:182101,,,
c:182102,,,
c:182104,,,
c:182105,,,
c:182106,,,
c:182109,,,
c:182110,,,
c:182111,,,
c:182112,,,
c:182113,1.0,angel,1.0
c:182114,,,
c:182115,,,
c:182116,,,
c:182118,,,
c:182119,1.0,angel,0.0
c:182120,,,
c:182121,,,
c:182122,,,
c:182123,,,
c:182124,1.0,angel,1.0
c:182125,,,
c:182126,,,
c:182127,,,
c:182129,1.0,angel,0.0
c:18213,2.0,series-b,6.0
c:182130,,,
c:182131,,,
c:182132,,,
c:182133,1.0,angel,0.0
c:182134,,,
c:182135,,,
c:182136,,,
c:182137,,,
c:182138,1.0,angel,3.0
c:182139,,,
c:18214,,,
c:182140,,,
c:182141,,,
c:182142,,,
c:182143,,,
c:182145,,,
c:182146,,,
c:182148,,,
c:182149,,,
c:18215,,,
c:182150,,,
c:182151,,,
c:182152,1.0,angel,1.0
c:182153,,,
c:182154,,,
c:182155,,,
c:182156,,,
c:182157,,,
c:18216,1.0,series-a,1.0
c:182160,,,
c:182161,,,
c:182163,,,
c:182164,,,
c:182165,,,
c:182166,,,
c:182167,,,
c:182169,,,
c:18217,,,
c:182170,,,
c:182172,,,
c:182173,,,
c:182174,,,
c:182175,,,
c:182176,,,
c:182177,,,
c:182178,,,
c:182179,,,
c:182180,1.0,other,0.0
c:182181,,,
c:182182,,,
c:182183,,,
c:182184,,,
c:182185,,,
c:182186,1.0,angel,1.0
c:182187,,,
c:182188,1.0,venture,1.0
c:182189,,,
c:18219,,,
c:182190,,,
c:182191,,,
c:182192,,,
c:182194,,,
c:182195,,,
c:182196,,,
c:182197,,,
c:182198,,,
c:182199,,,
c:1822,1.0,angel,1.0
c:18220,,,
c:182200,,,
c:182201,,,
c:182202,,,
c:182203,,,
c:182204,,,
c:182205,,,
c:182206,,,
c:182207,,,
c:182209,,,
c:18221,,,
c:182211,,,
c:182212,,,
c:182213,,,
c:182214,,,
c:182215,,,
c:182216,,,
c:182217,,,
c:182218,,,
c:182219,,,
c:18222,,,
c:182220,,,
c:182221,,,
c:182222,,,
c:182223,,,
c:182224,,,
c:182225,,,
c:182226,3.0,series-a,6.0
c:182227,,,
c:182228,,,
c:182229,,,
c:18223,1.0,series-a,2.0
c:182230,,,
c:182231,,,
c:182233,,,
c:182234,,,
c:182235,,,
c:182237,,,
c:182238,,,
c:182239,,,
c:18224,3.0,other,7.0
c:182242,,,
c:182243,,,
c:182244,,,
c:182246,,,
c:182248,,,
c:182249,1.0,series-a,2.0
c:18225,1.0,series-a,3.0
c:182250,,,
c:182251,,,
c:182252,,,
c:182253,,,
c:182254,,,
c:182255,,,
c:182256,,,
c:182257,,,
c:182258,,,
c:182259,2.0,angel,0.0
c:18226,1.0,venture,0.0
c:182260,,,
c:182261,2.0,angel,0.0
c:182262,,,
c:182263,,,
c:182264,,,
c:182265,,,
c:182266,,,
c:182267,,,
c:182268,4.0,angel,4.0
c:182269,,,
c:182270,,,
c:182271,,,
c:182272,1.0,angel,0.0
c:182273,,,
c:182274,,,
c:182275,,,
c:182276,,,
c:182277,,,
c:182278,,,
c:182279,,,
c:18228,1.0,angel,0.0
c:182281,,,
c:182282,,,
c:182283,,,
c:182284,,,
c:182285,,,
c:182286,,,
c:182288,,,
c:182289,,,
c:182291,1.0,angel,2.0
c:182292,,,
c:182293,,,
c:182294,,,
c:182295,,,
c:182297,,,
c:182298,,,
c:182299,,,
c:18230,,,
c:182300,,,
c:182301,,,
c:182302,,,
c:182303,,,
c:182304,,,
c:182305,,,
c:182306,,,
c:182307,,,
c:182308,,,
c:182309,1.0,angel,0.0
c:182310,,,
c:182311,,,
c:182312,,,
c:182315,,,
c:182316,,,
c:182317,,,
